epoch,tow,pos_err_m,n_dd_factors,dd_pr_rms_raw_m,dd_pr_rms_huber_m,lm_iterations,lm_converged,gnss_solved,anchor_factors,marginal_prior_dims,recovery_fired,imu_fill,n_dd_carrier,n_cross_window_prior,ar_accepted,epoch_fixed
0,187470.0,0.058269408865500985,0,inf,inf,0,False,False,0,0,False,True,0,0,False,False
1,187470.2,0.42929278519482195,14,1.1956485686225105,1.07109338655556,3,False,True,0,0,False,False,12,0,False,False
2,187470.4,0.6854317121835689,20,0.5831283934087573,0.5831283934087573,4,False,True,0,0,False,False,18,0,False,False
3,187470.6,0.8336517577553428,27,0.4474816051834004,0.4474816051834004,7,True,True,0,0,False,False,24,0,False,False
4,187470.8,0.1993646947929089,34,0.6122927012837397,0.6122927012837397,5,True,True,3,6,False,False,30,0,False,False
5,187471.0,0.12374939060438694,34,0.6365022550118987,0.6365022550118987,4,True,True,6,6,False,False,30,0,False,False
6,187471.2,0.09489855887121974,34,0.6610913801642812,0.6610913801642812,3,True,True,9,6,False,False,30,0,False,False
7,187471.4,0.07861233470229204,35,0.6838359552562772,0.6838359552562772,3,True,True,12,6,False,False,30,0,False,False
8,187471.6,0.06945728004061907,35,0.7340905583308877,0.7340905583308877,3,True,True,15,6,False,False,30,0,False,False
9,187471.8,0.06657004618599309,35,0.7783616699857371,0.7783616699857371,2,True,True,15,6,False,False,30,0,False,False
10,187472.0,0.0680647309307093,35,0.8511577682331799,0.8511577682331799,2,True,True,15,6,False,False,30,0,False,False
11,187472.2,0.06979967861443183,35,0.8760960126301086,0.8760960126301086,2,True,True,15,6,False,False,30,0,False,False
12,187472.4,0.0722408265925223,35,0.9813047355130747,0.9813047355130747,2,True,True,15,6,False,False,30,0,False,False
13,187472.6,0.07504120618900437,35,1.0501664449949435,1.0490429394281682,2,False,True,15,6,False,False,30,0,False,False
14,187472.8,0.07532781368305963,35,1.110017682198492,1.0651275362339723,2,False,True,15,6,False,False,30,0,False,False
