tow,lat_deg,lon_deg,height_m,ecef_x,ecef_y,ecef_z,fix
187470.0,35.66755289246545,139.7910964021101,39.536900960840285,-3961767.6217,3349008.6548,3698309.8054,1
187470.2,35.6675528731238,139.79109641938675,39.54469311796129,-3961767.6285,3349008.6585,3698309.8082,1
187470.4,35.66755286857864,139.7910964333772,39.54865431971848,-3961767.632,3349008.6598,3698309.8101,1
187470.6,35.66755286794634,139.7910964135341,39.54789455421269,-3961767.6304,3349008.6608,3698309.8096,1
187470.8,35.66755287496067,139.79109641004774,39.54475215636194,-3961767.6279,3349008.6591,3698309.8084,1
187471.0,35.66755287961953,139.7910963896491,39.537857834249735,-3961767.6222,3349008.6567,3698309.8048,1
187471.2,35.66755286466741,139.79109639869114,39.545485908165574,-3961767.6282,3349008.6607,3698309.8079,1
187471.4,35.66755285073847,139.79109642356806,39.550897773355246,-3961767.6337,3349008.6624,3698309.8098,1
187471.6,35.66755285910446,139.79109641015117,39.54960445128381,-3961767.6317,3349008.6623,3698309.8098,1
187471.8,35.66755285617225,139.79109641262087,39.54817121941596,-3961767.6311,3349008.6615,3698309.8087,1
187472.0,35.667552881325925,139.79109638645735,39.541195592842996,-3961767.624,3349008.6586,3698309.8069,1
187472.2,35.667552866486574,139.79109640542995,39.54709120746702,-3961767.6295,3349008.661,3698309.809,1
187472.4,35.667552854672614,139.79109640702916,39.551318598911166,-3961767.6328,3349008.6636,3698309.8104,1
187472.6,35.667552871448024,139.79109641105535,39.55146928317845,-3961767.6323,3349008.6627,3698309.812,1
187472.8,35.66755286744694,139.79109640141274,39.54625673126429,-3961767.6287,3349008.6608,3698309.8086,1
187473.0,35.66755288059335,139.79109637575306,39.54182335361838,-3961767.6238,3349008.6597,3698309.8072,1
187473.2,35.66755286596445,139.79109640678627,39.5483724437654,-3961767.6304,3349008.6616,3698309.8097,1
187473.4,35.66755286901614,139.79109640930767,39.5504732131958,-3961767.6317,3349008.6624,3698309.8112,1
187473.6,35.66755286118869,139.7910964109249,39.55082576815039,-3961767.6324,3349008.6628,3698309.8107,1
187473.8,35.66755286983353,139.79109640497785,39.54691679775715,-3961767.6292,3349008.6608,3698309.8092,1
187474.0,35.66755288171681,139.79109638244918,39.53821962047368,-3961767.6219,3349008.6573,3698309.8052,1
187474.2,35.66755286945865,139.79109640044783,39.54457371402532,-3961767.6275,3349008.6599,3698309.8078,1
187474.4,35.66755286041584,139.79109640463818,39.54974472709,-3961767.6314,3349008.6627,3698309.81,1
187474.6,35.66755285977589,139.79109640607325,39.54778562672436,-3961767.6303,3349008.6616,3698309.8088,1
187474.8,35.66755287071672,139.7910964073261,39.54386471770704,-3961767.6274,3349008.659,3698309.8075,1
187475.0,35.66755288698524,139.79109639537128,39.53500411938876,-3961767.6204,3349008.6545,3698309.8038,1
187475.2,35.667552879127065,139.79109640843052,39.544108061119914,-3961767.6272,3349008.6587,3698309.8084,1
187475.4,35.66755284831927,139.79109640314243,39.54972824268043,-3961767.6319,3349008.6633,3698309.8089,1
187475.6,35.66755285213129,139.7910964054907,39.54690939374268,-3961767.6301,3349008.6615,3698309.8076,1
