epoch,tow,pos_err_m,n_dd_factors,dd_pr_rms_raw_m,dd_pr_rms_huber_m,lm_iterations,lm_converged,gnss_solved,anchor_factors,marginal_prior_dims,recovery_fired,imu_fill,n_dd_carrier,n_cross_window_prior,ar_accepted,epoch_fixed,ar_cert_passed,ar_cert_marginal_sigma_m,ar_cert_dd_pr_rms_m,ar_cert_dd_cp_rms_cyc,epochs_since_recovery,ar_offered,fix_truth_err_m
0,177000.0,0.03685608738837062,0,inf,inf,0,False,False,0,0,False,True,0,0,False,False,False,nan,nan,nan,0,False,nan
1,177000.2,0.3987510537777204,14,0.4976545308050698,0.4976545308050698,5,True,True,6,0,False,False,14,0,False,False,False,inf,0.4976545308050698,0.022665023825995907,1000000001,False,nan
2,177000.4,0.573526138346485,21,0.485767510466769,0.485767510466769,5,True,True,9,0,False,False,21,0,False,False,False,inf,0.485767510466769,0.007427771126361907,1000000002,False,nan
3,177000.6,0.611892897791223,28,0.4797383073125048,0.4797383073125048,5,True,True,12,0,False,False,28,0,False,False,False,inf,0.4797383073125048,0.005835586464301902,1000000003,False,nan
4,177000.8,0.08703250700859909,35,0.6103698270125543,0.6103698270125543,4,True,True,15,6,False,False,35,0,False,False,False,inf,0.6103698270125543,0.01435922867432565,1000000004,False,nan
5,177001.0,0.06756562642481946,35,0.6686104314445893,0.6686104314445893,3,True,True,15,6,False,False,35,0,False,False,True,0.10356038410131033,0.6686104314445893,0.013191064701434533,1000000005,True,nan
6,177001.2,0.051819192390866055,35,0.7047804983400014,0.7047804983400014,3,True,True,15,6,False,False,35,0,False,False,True,0.07033497713631473,0.7047804983400014,0.005715000381261214,1000000006,True,nan
7,177001.4,0.044280729359803546,35,0.7017934679146284,0.7017934679146284,2,True,True,15,6,False,False,35,0,False,False,True,0.05972633747346764,0.7017934679146284,0.007501821254489395,1000000007,True,nan
8,177001.6,0.04016318703700555,35,0.695735011558307,0.695735011558307,2,True,True,15,6,False,False,35,0,False,False,True,0.048864236780678576,0.695735011558307,0.0077290879756268605,1000000008,True,nan
9,177001.8,0.046744012653799946,35,0.6508328809856083,0.6508328809856083,2,True,True,15,6,False,False,35,0,False,False,True,0.04697711952203265,0.6508328809856083,0.005873051642578318,1000000009,True,nan
10,177002.0,0.053715980380801324,35,0.686393753143991,0.686393753143991,2,True,True,15,6,False,False,35,0,False,False,True,0.0468142924120983,0.686393753143991,0.011891759998146317,1000000010,True,nan
11,177002.2,0.04312930879547959,35,0.67431175717931,0.67431175717931,2,True,True,15,6,False,False,35,0,False,False,True,0.04680070301357921,0.67431175717931,0.005661728397637343,1000000011,True,nan
12,177002.4,0.040035767209744125,35,0.7080629192848727,0.7080629192848727,2,True,True,15,6,False,False,35,0,False,False,True,0.04679985742098934,0.7080629192848727,0.006734897874606208,1000000012,True,nan
13,177002.6,0.041343540604803414,35,0.690093005568671,0.690093005568671,2,True,True,15,6,False,False,35,0,False,False,True,0.04680095680117691,0.690093005568671,0.0041338509167781505,1000000013,True,nan
14,177002.8,0.04288433833085773,35,0.7046155496618242,0.7046155496618242,2,True,True,15,6,False,False,35,0,False,False,True,0.04680181948634575,0.7046155496618242,0.004556154422480616,1000000014,True,nan
15,177003.0,0.05199197734959148,35,0.7497187683254061,0.7497187683254061,2,True,True,15,6,False,False,35,0,False,False,True,0.04679998365853386,0.7497187683254061,0.009355260593625984,1000000015,True,nan
16,177003.2,0.04545664960447066,35,0.7225642742008798,0.7225642742008798,2,True,True,15,6,False,False,35,0,False,False,True,0.04679979801502471,0.7225642742008798,0.005142076259323841,1000000016,True,nan
17,177003.4,0.042122995930073695,35,0.7293426556281223,0.7273809145635165,2,True,True,15,6,False,False,35,0,False,False,True,0.046798624216830856,0.7293426556281223,0.01157144223174112,1000000017,True,nan
18,177003.6,0.03997714241898447,35,0.7955089160897031,0.7623915851213606,2,True,True,15,6,False,False,35,0,False,False,True,0.04679874021885386,0.7955089160897031,0.006371957100284568,1000000018,True,nan
19,177003.8,0.045422634327578905,35,0.7789153490329894,0.7337340443108551,2,True,True,15,6,False,False,35,0,False,False,True,0.04679883503821467,0.7789153490329894,0.003404150646818838,1000000019,True,nan
20,177004.0,0.0533015244818314,35,0.7786004918014994,0.7257206628705708,2,True,True,15,6,False,False,35,0,False,False,True,0.0467988657877641,0.7786004918014994,0.009327789474426907,1000000020,True,nan
21,177004.2,0.04826095293171999,35,0.7993993940506168,0.7454829716219847,2,True,True,15,6,False,False,35,0,False,False,True,0.04680114447669743,0.7993993940506168,0.003333414266756167,1000000021,True,nan
