epoch,tow,ecef_x,ecef_y,ecef_z,fix,gamma_fixed,consistency_pass,float_consistency_pass,ddpr_consistency_pass,ddpr_support_pass,ddpr_freshness_pass,map_float_separation_m,map_ddpr_separation_m,ddpr_guard_error_m,last_ddpr_pairs,ddpr_age_epochs,last_ddpr_nis,output_error_m,map_error_m,temporal_lineage_enabled,temporal_map_assignment_id,temporal_gamma,temporal_ess,temporal_dwell_epochs,temporal_map_error_m,integrity_lineage_enabled,integrity_anchor_available,integrity_excluded_satellite,integrity_tdcp_available,integrity_tdcp_postfit_rms_m,integrity_map_assignment_id,integrity_gamma,integrity_ess,integrity_dwell_epochs,integrity_map_error_m,integrity_map_ecef_x,integrity_map_ecef_y,integrity_map_ecef_z,integrity_map_float_separation_m,integrity_map_ddpr_separation_m,integrity_guard_pass,integrity_position_ball_gamma,integrity_position_ball_members,integrity_position_ball_spread_m,integrity_position_ball_error_m,basin_oracle_min_error_m,basin_oracle_sub50cm_available,position_cluster_error_m,position_cluster_gamma,position_cluster_spread_m,position_cluster_members,position_cluster_float_separation_m,position_cluster_ddpr_separation_m,float_error_m,float_position_sigma_m,dd_pr_nis,dd_cp_nis,ambiguities_reset,gamma,fix_streak,map_assignment_id,n_basins,basin_ess,map_n_ambiguities,n_candidates_born,respawn_triggered,n_respawn_candidates_born,n_respawn_position_seeds,n_respawn_history_seeds,n_respawn_assignment_candidates,respawn_oracle_min_error_m,respawn_oracle_rank,completion_shadow_candidates,completion_shadow_oracle_min_error_m,position_shadow_candidates,position_shadow_oracle_min_error_m,subset_shadow_candidates,subset_shadow_oracle_min_error_m,respawn_excluded_satellite,n_dd_pr,n_dd_cp
0,553800.0,-3811466.693664207,3566805.2211901695,3652668.9111347175,0,0,0,0,0,1,1,2.2807224655201734,2.3184867863621625,3.2894435773932713,18,0,0.08822792079773784,3.0558360247270064,3.4450607669516318,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6905381380496338,0,3.4450607669516318,0.08124999999999999,0.0,1,2.2807224655201734,2.3184867863621625,3.0558360247270064,5.592639952376013,0.08822792079773784,0.02210678010972702,0,0.08124999999999999,0,5b857f9f29778b93,24,12.614980289093301,8,12,1,24,1,0,0,0.6901279228386981,10,0,nan,0,nan,0,nan,,18,17
1,553800.2000000477,-3811466.7043680125,3566805.2303698813,3652668.917540918,0,0,0,0,0,1,1,2.277486663036138,2.314130797211351,3.303230346751093,18,1,0.08822792079773784,3.069661387013538,3.4594080266105873,0,,0.0,0.0,0,nan,0,0,,1,0.0024588755006093874,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6863067614601044,0,3.4594080266105873,0.08124999999999999,0.0,1,2.277486663036138,2.314130797211351,3.069661387013538,5.593979167573447,nan,nan,0,0.08124999999999999,0,5b857f9f29778b93,24,12.614980289093301,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
2,553800.4000000954,-3811466.7189359865,3566805.2446287237,3652668.9324123603,0,0,0,0,0,1,1,2.27712601334395,2.313568283785152,3.327614176726829,18,2,0.08822792079773784,3.094081993370175,3.4756136949193714,0,,0.0,0.0,0,nan,0,0,,1,0.0033544042116254555,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6823047003168136,0,3.4756136949193714,0.08124999999999999,0.0,1,2.27712601334395,2.313568283785152,3.094081993370175,5.596357313446614,nan,nan,0,0.08124999999999999,0,5b857f9f29778b93,24,12.614980289093301,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
3,553800.5999999046,-3811466.7297525406,3566805.2565932283,3652668.9432305964,0,0,0,0,0,1,1,2.2770281689673415,2.3134306721179687,3.3462107675928867,18,3,0.08822792079773784,3.1127126119283113,3.4866833036788525,0,,0.0,0.0,0,nan,0,0,,1,0.0021990100691208054,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6814497756144375,0,3.4866833036788525,0.08124999999999999,0.0,1,2.2770281689673415,2.3134306721179687,3.1127126119283113,5.598949005651086,nan,nan,0,0.08124999999999999,0,5b857f9f29778b93,24,12.614980289093301,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
4,553800.7999999523,-3811466.744267113,3566805.269113487,3652668.957473204,0,0,0,0,0,1,1,2.2769551433902406,2.313329945462762,3.3692803897087065,18,4,0.08822792079773784,3.1358149569928515,3.5010270419564136,0,,0.0,0.0,0,nan,0,0,,1,0.0019016526574732956,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.678497421980957,0,3.5010270419564136,0.08124999999999999,0.0,1,2.2769551433902406,2.313329945462762,3.1358149569928515,5.601600082987624,nan,nan,0,0.08124999999999999,0,5b857f9f29778b93,24,12.614980289093301,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
5,553801.0,-3811466.9368616007,3566805.2810216984,3652668.5074501694,0,0,0,0,0,1,1,2.31706241494758,2.1680411696399955,3.06684737130577,18,0,0.03619621658262093,2.9079889661919456,5.195799120831722,0,,0.0,0.0,0,nan,0,0,,1,0.0035176344061263925,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.7262233245554393,0,5.19563535668055,0.16715438019726145,0.020627032109529635,2,2.316955057009945,2.167990247518789,2.9079889661919456,4.501492370248857,0.03619621658262093,3.1660466738236344,0,0.1668567611496424,0,88c65eb697abea09,167,10.446048736942789,8,12,1,336,13,12,24,0.7611313232783544,39,0,nan,0,nan,0,nan,,18,17
6,553801.199999094,-3811466.943173036,3566805.2829087083,3652668.510097194,0,0,0,0,0,1,1,2.329117985727844,2.184707946165052,3.0684249955277783,18,1,0.03619621658262093,2.9140634395128653,5.214453418330563,0,,0.0,0.0,0,nan,0,0,,1,0.0024537234569413638,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.7353755431115888,0,5.214387018073289,0.17412405435585754,0.012133057640923962,2,2.3290710264231462,2.1846791117632396,2.9140634395128653,4.502767777265328,nan,nan,0,0.17401975399324557,0,88c65eb697abea09,167,9.625506590570406,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
7,553801.3999989033,-3811466.946169016,3566805.286060807,3652668.511625461,0,0,0,0,0,1,1,2.3326060183424095,2.1888933841246003,3.0717992484845156,18,2,0.03619621658262093,2.9183103719055286,5.222271553033682,0,,0.0,0.0,0,nan,0,0,,1,0.0027018253606150813,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.7403302946333121,0,5.222207854815894,0.17445407202045327,0.01170432829096598,2,2.332560369429581,2.1888642112648786,2.9183103719055286,4.50551780653807,nan,nan,0,0.17435760059060904,0,88c65eb697abea09,167,9.590221498810402,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
8,553801.5999999046,-3811466.9486808027,3566805.286849198,3652668.513592462,0,0,0,0,0,1,1,2.33359036537448,2.190158640995839,3.0738302970372007,18,3,0.03619621658262093,2.9206910900352514,5.225551760258561,0,,0.0,0.0,0,nan,0,0,,1,0.003465468368058778,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.7415417808352514,0,5.22548769587802,0.1744845272111993,0.011669302998091914,2,2.3335442939573867,2.190128855653322,2.9206910900352514,4.508670296585049,nan,nan,0,0.17438877332596947,0,88c65eb697abea09,167,9.587000581755198,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
9,553801.7999999523,-3811466.9503314686,3566805.2865787297,3652668.5142038413,0,0,0,0,0,1,1,2.333896438140349,2.1905525488641175,3.0748751962741196,18,4,0.03619621658262093,2.9218277684509317,5.226907224762589,0,,0.0,0.0,0,nan,0,0,,1,0.0017703688546617388,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.7413660022476647,0,5.226842882064231,0.17448725360380993,0.011669163717132365,2,2.33385015184004,2.1905225190152935,2.9218277684509317,4.5119408764961015,nan,nan,0,0.17439156515727214,0,88c65eb697abea09,167,9.586714334936614,8,0,0,0,0,0,0,nan,-1,0,nan,0,nan,0,nan,,0,0
