epoch,tow,ecef_x,ecef_y,ecef_z,fix,gamma_fixed,consistency_pass,float_consistency_pass,ddpr_consistency_pass,ddpr_support_pass,ddpr_freshness_pass,map_float_separation_m,map_ddpr_separation_m,ddpr_guard_error_m,last_ddpr_pairs,ddpr_age_epochs,last_ddpr_nis,output_error_m,map_error_m,temporal_lineage_enabled,temporal_map_assignment_id,temporal_gamma,temporal_ess,temporal_dwell_epochs,temporal_map_error_m,integrity_lineage_enabled,integrity_anchor_available,integrity_excluded_satellite,integrity_tdcp_available,integrity_tdcp_postfit_rms_m,integrity_map_assignment_id,integrity_gamma,integrity_ess,integrity_dwell_epochs,integrity_map_error_m,integrity_map_ecef_x,integrity_map_ecef_y,integrity_map_ecef_z,integrity_map_float_separation_m,integrity_map_ddpr_separation_m,integrity_guard_pass,integrity_position_ball_gamma,integrity_position_ball_members,integrity_position_ball_spread_m,integrity_position_ball_error_m,basin_oracle_min_error_m,basin_oracle_sub50cm_available,position_cluster_error_m,position_cluster_gamma,position_cluster_spread_m,position_cluster_members,position_cluster_float_separation_m,position_cluster_ddpr_separation_m,float_error_m,float_position_sigma_m,dd_pr_nis,dd_cp_nis,ambiguities_reset,gamma,fix_streak,map_assignment_id,n_basins,basin_ess,map_n_ambiguities,n_candidates_born,respawn_triggered,n_respawn_candidates_born,respawn_oracle_min_error_m,respawn_oracle_rank,n_dd_pr,n_dd_cp
0,553800.0,-3811466.693664207,3566805.2211901695,3652668.9111347175,0,0,0,0,0,1,1,2.280729819796975,2.3184944049059375,3.2894435773932713,18,0,0.08822792079773784,3.0558360247270064,3.445061773705063,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6126637320190739,0,2.5770186745435093,0.07994791666666674,0.02426918028582358,2,3.2433670281871274,3.417349154800285,3.0558360247270064,5.592639952376013,0.08822792079773784,0.02210678010972702,0,0.07955729166666674,0,5b857f9f29778b93,128,13.163081669380388,8,12,1,128,0.6126637320190739,39,18,17
1,553800.2000000477,-3811466.7043680125,3566805.2303698813,3652668.917540918,0,0,0,0,0,1,1,2.2774940023463253,2.3141384050828737,3.303230346751093,18,1,0.08822792079773784,3.069661387013538,3.4594089818581617,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.621666595706132,0,2.592460351834495,0.07994791666666674,0.024269180285823564,2,3.2363471266120136,3.409891218563505,3.069661387013538,5.593979167573447,nan,nan,0,0.07955729166666674,0,5b857f9f29778b93,128,13.163081669380388,8,0,0,0,nan,-1,0,0
2,553800.4000000954,-3811466.7189359865,3566805.2446287237,3652668.9324123603,0,0,0,0,0,1,1,2.277133349954487,2.3135758897052137,3.327614176726829,18,2,0.08822792079773784,3.094081993370175,3.4756146004440414,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.63033540175438,0,2.6071453478009428,0.07994791666666674,0.024269180285823592,2,3.234983442618371,3.4084560653731715,3.094081993370175,5.596357313446614,nan,nan,0,0.07955729166666674,0,5b857f9f29778b93,128,13.163081669380388,8,0,0,0,nan,-1,0,0
3,553800.5999999046,-3811466.7297525406,3566805.2565932283,3652668.9432305964,0,0,0,0,0,1,1,2.2770355050438678,2.313438277654556,3.3462107675928867,18,3,0.08822792079773784,3.1127126119283113,3.4866841719325667,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6375859400314121,0,2.6190605085861334,0.07994791666666674,0.024269180285823592,2,3.234743487123959,3.4082002834915075,3.1127126119283113,5.598949005651086,nan,nan,0,0.07955729166666674,0,5b857f9f29778b93,128,13.163081669380388,8,0,0,0,nan,-1,0,0
4,553800.7999999523,-3811466.744267113,3566805.269113487,3652668.957473204,0,0,0,0,0,1,1,2.276962479093967,2.3133375507319895,3.3692803897087065,18,4,0.08822792079773784,3.1358149569928515,3.5010278664751895,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6476460047960644,0,2.632072882920386,0.07994791666666674,0.024269180285823592,2,3.234558611352575,3.408005233903532,3.1358149569928515,5.601600082987624,nan,nan,0,0.07955729166666674,0,5b857f9f29778b93,128,13.163081669380388,8,0,0,0,nan,-1,0,0
5,553801.0,-3811466.9368616007,3566805.2810216984,3652668.5074501694,0,0,0,0,0,1,1,2.316075455751886,2.167041087611521,3.06684737130577,18,0,0.03619621658262093,2.9079889661919456,5.1948004065198194,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3928252374950329,1,5.191266088100681,0.1621847087623165,0.046332547686521446,4,2.312583856227536,2.1636205545276375,2.9079889661919456,4.501492370248857,0.03619621658262093,3.1660466738236344,0,0.16101265232342882,0,88c65eb697abea09,256,11.234415856115493,8,12,1,128,0.42437892730156407,101,18,17
6,553801.199999094,-3811466.943173036,3566805.2829087083,3652668.510097194,0,0,0,0,0,1,1,2.32822724767914,2.1838068622673266,3.0684249955277783,18,1,0.03619621658262093,2.9140634395128653,5.213554015440087,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.38284327863091744,1,5.212316738564359,0.16805990728531242,0.027792527294882206,4,2.327005907431324,2.182607969688818,2.9140634395128653,4.502767777265328,nan,nan,0,0.16765033247050712,0,88c65eb697abea09,256,10.367750112514802,8,0,0,0,nan,-1,0,0
7,553801.3999989033,-3811466.946169016,3566805.286060807,3652668.511625461,0,0,0,0,0,1,1,2.3317470218027836,2.188025043964527,3.0717992484845156,18,2,0.03619621658262093,2.9183103719055286,5.221404946093486,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.37773718979596543,1,5.220252896134438,0.16830513687775073,0.026896213928343998,4,2.330610168133451,2.186908377271177,2.9183103719055286,4.50551780653807,nan,nan,0,0.16792647090519616,0,88c65eb697abea09,256,10.333880758803833,8,0,0,0,nan,-1,0,0
8,553801.5999999046,-3811466.9486808027,3566805.286849198,3652668.513592462,0,0,0,0,0,1,1,2.3327409207883467,2.1893001384784117,3.0738302970372007,18,3,0.03619621658262093,2.9206910900352514,5.2246949647638194,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.37644315787240334,1,5.223548420843463,0.16832684606981463,0.02685539362230608,4,2.3316095863460586,2.18818869059489,2.9206910900352514,4.508670296585049,nan,nan,0,0.16795101329812798,0,88c65eb697abea09,256,10.33089470916498,8,0,0,0,nan,-1,0,0
9,553801.7999999523,-3811466.9503314686,3566805.2865787297,3652668.5142038413,0,0,0,0,0,1,1,2.3330499817711137,2.1896971086162864,3.0748751962741196,18,4,0.03619621658262093,2.9218277684509317,5.226053505682977,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3765792211721615,1,5.224906689484233,0.16832867303575955,0.026866027436160875,4,2.3319184355259774,2.188585401449619,2.9218277684509317,4.5119408764961015,nan,nan,0,0.16795309870563355,0,88c65eb697abea09,256,10.330643245096478,8,0,0,0,nan,-1,0,0
