epoch,tow,ecef_x,ecef_y,ecef_z,fix,gamma_fixed,consistency_pass,float_consistency_pass,ddpr_consistency_pass,ddpr_support_pass,ddpr_freshness_pass,map_float_separation_m,map_ddpr_separation_m,ddpr_guard_error_m,last_ddpr_pairs,ddpr_age_epochs,last_ddpr_nis,output_error_m,map_error_m,temporal_lineage_enabled,temporal_map_assignment_id,temporal_gamma,temporal_ess,temporal_dwell_epochs,temporal_map_error_m,integrity_lineage_enabled,integrity_anchor_available,integrity_excluded_satellite,integrity_tdcp_available,integrity_tdcp_postfit_rms_m,integrity_map_assignment_id,integrity_gamma,integrity_ess,integrity_dwell_epochs,integrity_map_error_m,integrity_map_ecef_x,integrity_map_ecef_y,integrity_map_ecef_z,integrity_map_float_separation_m,integrity_map_ddpr_separation_m,integrity_guard_pass,integrity_position_ball_gamma,integrity_position_ball_members,integrity_position_ball_spread_m,integrity_position_ball_error_m,basin_oracle_min_error_m,basin_oracle_sub50cm_available,position_cluster_error_m,position_cluster_gamma,position_cluster_spread_m,position_cluster_members,position_cluster_float_separation_m,position_cluster_ddpr_separation_m,float_error_m,float_position_sigma_m,dd_pr_nis,dd_cp_nis,ambiguities_reset,gamma,fix_streak,map_assignment_id,n_basins,basin_ess,map_n_ambiguities,n_candidates_born,respawn_triggered,n_respawn_candidates_born,n_respawn_position_seeds,respawn_oracle_min_error_m,respawn_oracle_rank,n_dd_pr,n_dd_cp
0,553800.0,-3811466.693664207,3566805.2211901695,3652668.9111347175,0,0,0,0,0,1,1,2.526312492131694,2.6675804777875163,3.2894435773932713,18,0,0.08822792079773784,3.0558360247270064,2.7910337004612153,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6905511262864958,0,2.7910337004612153,0.08009259259259262,0.0,1,2.526312492131694,2.6675804777875163,3.0558360247270064,5.592639952376013,0.08822792079773784,0.02210678010972702,0,0.08009259259259262,0,d72122b9958dbbcc,151,13.139148641969742,8,12,1,216,27,0.6912850697282674,126,18,17
1,553800.2000000477,-3811466.7043680125,3566805.2303698813,3652668.917540918,0,0,0,0,0,1,1,2.521078138026086,2.6616039540270693,3.303230346751093,18,1,0.08822792079773784,3.069661387013538,2.8109229672191685,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6863176442821538,0,2.8109229672191685,0.08009259259259265,0.0,1,2.521078138026086,2.6616039540270693,3.069661387013538,5.593979167573447,nan,nan,0,0.08009259259259265,0,d72122b9958dbbcc,151,13.139148641969742,8,0,0,0,0,nan,-1,0,0
2,553800.4000000954,-3811466.7189359865,3566805.2446287237,3652668.9324123603,0,0,0,0,0,1,1,2.520055844899744,2.660455143066149,3.327614176726829,18,2,0.08822792079773784,3.094081993370175,2.8307869360202322,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6823133801258595,0,2.8307869360202322,0.08009259259259269,0.0,1,2.520055844899744,2.660455143066149,3.094081993370175,5.596357313446614,nan,nan,0,0.08009259259259269,0,d72122b9958dbbcc,151,13.139148641969742,8,0,0,0,0,nan,-1,0,0
3,553800.5999999046,-3811466.7297525406,3566805.2565932283,3652668.9432305964,0,0,0,0,0,1,1,2.5199005232183875,2.660272095689956,3.3462107675928867,18,3,0.08822792079773784,3.1127126119283113,2.846240257411191,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6814568247905115,0,2.846240257411191,0.08009259259259269,0.0,1,2.5199005232183875,2.660272095689956,3.1127126119283113,5.598949005651086,nan,nan,0,0.08009259259259269,0,d72122b9958dbbcc,151,13.139148641969742,8,0,0,0,0,nan,-1,0,0
4,553800.7999999523,-3811466.744267113,3566805.269113487,3652668.957473204,0,0,0,0,0,1,1,2.51974836096984,2.6601028735630816,3.3692803897087065,18,4,0.08822792079773784,3.1358149569928515,2.8633617491032877,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.6785024931198732,0,2.8633617491032877,0.08009259259259269,0.0,1,2.51974836096984,2.6601028735630816,3.1358149569928515,5.601600082987624,nan,nan,0,0.08009259259259269,0,d72122b9958dbbcc,151,13.139148641969742,8,0,0,0,0,nan,-1,0,0
5,553801.0,-3811466.9368616007,3566805.2810216984,3652668.5074501694,0,0,0,0,0,1,1,2.3161162665642294,2.1670824271994618,3.06684737130577,18,0,0.03619621658262093,2.9079889661919456,5.194841694236563,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.7254629540335337,0,5.194841694236563,0.1690213389614002,0.0,1,2.3161162665642294,2.1670824271994618,2.9079889661919456,4.501492370248857,0.03619621658262093,3.1660466738236344,0,0.1690213389614002,0,88c65eb697abea09,341,10.192763972483247,8,12,1,216,27,0.765696558613383,123,18,17
6,553801.199999094,-3811466.943173036,3566805.2829087083,3652668.510097194,0,0,0,0,0,1,1,2.328264539672001,2.1838445969737523,3.0684249955277783,18,1,0.03619621658262093,2.9140634395128653,5.213591707404407,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.7346676220376119,0,5.213591707404407,0.17596859522777997,0.0,1,2.328264539672001,2.1838445969737523,2.9140634395128653,4.502767777265328,nan,nan,0,0.17596859522777997,0,88c65eb697abea09,341,9.40724912301344,8,0,0,0,0,nan,-1,0,0
7,553801.3999989033,-3811466.946169016,3566805.286060807,3652668.511625461,0,0,0,0,0,1,1,2.331783234291147,2.188061676043793,3.0717992484845156,18,2,0.03619621658262093,2.9183103719055286,5.221441539064977,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.7396456843581747,0,5.221441539064977,0.17625068064445207,0.0,1,2.331783234291147,2.188061676043793,2.9183103719055286,4.50551780653807,nan,nan,0,0.17625068064445207,0,88c65eb697abea09,341,9.3772935625102,8,0,0,0,0,nan,-1,0,0
8,553801.5999999046,-3811466.9486808027,3566805.286849198,3652668.513592462,0,0,0,0,0,1,1,2.3327768137016975,2.1893364442593355,3.0738302970372007,18,3,0.03619621658262093,2.9206910900352514,5.224731232420478,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.740864144587944,0,5.224731232420478,0.17627636829153354,0.0,1,2.3327768137016975,2.1893364442593355,2.9206910900352514,4.508670296585049,nan,nan,0,0.17627636829153354,0,88c65eb697abea09,341,9.37458725996554,8,0,0,0,0,nan,-1,0,0
9,553801.7999999523,-3811466.9503314686,3566805.2865787297,3652668.5142038413,0,0,0,0,0,1,1,2.3330857744058706,2.1897333120045377,3.0748751962741196,18,4,0.03619621658262093,2.9218277684509317,5.22608967097438,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.7406890701275085,0,5.22608967097438,0.17627867893290014,0.0,1,2.3330857744058706,2.1897333120045377,2.9218277684509317,4.5119408764961015,nan,nan,0,0.17627867893290014,0,88c65eb697abea09,341,9.374345763335581,8,0,0,0,0,nan,-1,0,0
