tow,ecef_x,ecef_y,ecef_z,fix
179460.000,-3961765.5397,3349009.1709,3698311.6933,1
179460.200,-3961765.5650,3349009.1947,3698311.7026,1
179460.400,-3961765.5638,3349009.1967,3698311.7052,1
179460.600,-3961765.5636,3349009.1940,3698311.7034,1
179460.800,-3961765.5601,3349009.1941,3698311.7020,1
179461.000,-3961765.5496,3349009.1866,3698311.6962,1
179461.200,-3961765.5538,3349009.1889,3698311.7005,1
179461.400,-3961765.5599,3349009.1920,3698311.7020,1
179461.600,-3961765.5630,3349009.1942,3698311.7037,1
179461.800,-3961765.5621,3349009.1956,3698311.7036,1
179462.000,-3961765.5550,3349009.1931,3698311.7007,1
179462.200,-3961765.5560,3349009.1934,3698311.6997,1
179462.400,-3961765.5598,3349009.1950,3698311.7027,1
179462.600,-3961765.5623,3349009.1960,3698311.7057,1
179462.800,-3961765.5602,3349009.1964,3698311.7037,1
179463.000,-3961765.5563,3349009.1942,3698311.7013,1
179463.200,-3961765.5578,3349009.1932,3698311.7017,1
179463.400,-3961765.5602,3349009.1940,3698311.7025,1
179463.600,-3961765.5621,3349009.1958,3698311.7030,1
179463.800,-3961765.5612,3349009.1953,3698311.7037,1
179464.000,-3961765.5570,3349009.1948,3698311.7020,1
179464.200,-3961765.5582,3349009.1950,3698311.7022,1
179464.400,-3961765.5603,3349009.1950,3698311.7038,1
179464.600,-3961765.5608,3349009.1966,3698311.7043,1
179464.800,-3961765.5593,3349009.1964,3698311.7035,1
179465.000,-3961765.5547,3349009.1950,3698311.7026,1
179465.200,-3961765.5559,3349009.1944,3698311.7023,1
179465.400,-3961765.5585,3349009.1957,3698311.7036,1
179465.600,-3961765.5616,3349009.1956,3698311.7049,1
179465.800,-3961765.5616,3349009.1962,3698311.7056,1
179466.000,-3961765.5586,3349009.1958,3698311.7049,1
179466.200,-3961765.5589,3349009.1956,3698311.7044,1
179466.400,-3961765.5612,3349009.1959,3698311.7050,1
179466.600,-3961765.5631,3349009.1962,3698311.7057,1
179466.800,-3961765.5628,3349009.1971,3698311.7058,1
179467.000,-3961765.5587,3349009.1975,3698311.7046,1
179467.200,-3961765.5592,3349009.1980,3698311.7049,1
179467.400,-3961765.5615,3349009.1983,3698311.7060,1
179467.600,-3961765.5635,3349009.1999,3698311.7068,1
179467.800,-3961765.5641,3349009.1999,3698311.7066,1
179468.000,-3961765.5611,3349009.1992,3698311.7052,1
179468.200,-3961765.5615,3349009.1992,3698311.7062,1
179468.400,-3961765.5633,3349009.1996,3698311.7079,1
179468.600,-3961765.5639,3349009.1986,3698311.7077,1
179468.800,-3961765.5630,3349009.1975,3698311.7077,1
179469.000,-3961765.5599,3349009.1958,3698311.7067,1
179469.200,-3961765.5604,3349009.1947,3698311.7072,1
179469.400,-3961765.5603,3349009.1933,3698311.7069,1
179469.600,-3961765.5621,3349009.1934,3698311.7083,1
179469.800,-3961765.5624,3349009.1929,3698311.7074,1
179470.000,-3961765.5588,3349009.1917,3698311.7071,1
179470.200,-3961765.5589,3349009.1905,3698311.7071,1
179470.400,-3961765.5604,3349009.1908,3698311.7087,1
179470.600,-3961765.5626,3349009.1914,3698311.7101,1
179470.800,-3961765.5615,3349009.1917,3698311.7100,1
179471.000,-3961765.5595,3349009.1912,3698311.7066,1
179471.200,-3961765.5609,3349009.1902,3698311.7068,1
179471.400,-3961765.5630,3349009.1905,3698311.7065,1
179471.600,-3961765.5636,3349009.1914,3698311.7067,1
179471.800,-3961765.5630,3349009.1916,3698311.7049,1
179472.000,-3961765.5584,3349009.1914,3698311.7036,1
179472.200,-3961765.5572,3349009.1928,3698311.7019,1
179472.400,-3961765.5571,3349009.1923,3698311.7026,1
179472.600,-3961765.5579,3349009.1930,3698311.7038,1
179472.800,-3961765.5568,3349009.1923,3698311.7048,1
179473.000,-3961765.5540,3349009.1930,3698311.7030,1
