tow,ecef_x,ecef_y,ecef_z,fix
177000.000,-3961765.4806,3349009.2225,3698311.4606,0
177000.200,-3961765.4955,3349009.2324,3698311.4632,1
177000.400,-3961765.4900,3349009.2291,3698311.4645,1
177000.600,-3961765.4883,3349009.2278,3698311.4645,1
177000.800,-3961765.4839,3349009.2262,3698311.4628,1
177001.000,-3961765.4833,3349009.2262,3698311.4614,1
177001.200,-3961765.4840,3349009.2251,3698311.4622,1
177001.400,-3961765.4846,3349009.2251,3698311.4642,1
177001.600,-3961765.4845,3349009.2254,3698311.4643,1
177001.800,-3961765.4843,3349009.2255,3698311.4635,1
177002.000,-3961765.4831,3349009.2246,3698311.4619,1
177002.200,-3961765.4833,3349009.2256,3698311.4623,1
177002.400,-3961765.4846,3349009.2262,3698311.4637,1
177002.600,-3961765.4853,3349009.2253,3698311.4644,1
177002.800,-3961765.4851,3349009.2260,3698311.4634,1
177003.000,-3961765.4845,3349009.2261,3698311.4626,1
177003.200,-3961765.4845,3349009.2257,3698311.4631,1
177003.400,-3961765.4861,3349009.2260,3698311.4652,1
177003.600,-3961765.4872,3349009.2269,3698311.4661,1
177003.800,-3961765.4871,3349009.2265,3698311.4663,1
177004.000,-3961765.4859,3349009.2266,3698311.4648,1
177004.200,-3961765.4857,3349009.2268,3698311.4652,1
177004.400,-3961765.4856,3349009.2266,3698311.4651,1
177004.600,-3961765.4865,3349009.2270,3698311.4653,1
177004.800,-3961765.4861,3349009.2269,3698311.4645,1
177005.000,-3961765.4853,3349009.2269,3698311.4631,1
177005.200,-3961765.4862,3349009.2269,3698311.4630,1
177005.400,-3961765.4859,3349009.2273,3698311.4630,1
177005.600,-3961765.4863,3349009.2277,3698311.4643,1
177005.800,-3961765.4862,3349009.2283,3698311.4650,1
177006.000,-3961765.4854,3349009.2283,3698311.4644,1
177006.200,-3961765.4867,3349009.2288,3698311.4651,1
177006.400,-3961765.4872,3349009.2288,3698311.4649,1
177006.600,-3961765.4879,3349009.2287,3698311.4649,1
177006.800,-3961765.4874,3349009.2299,3698311.4632,1
177007.000,-3961765.4864,3349009.2300,3698311.4621,1
177007.200,-3961765.4870,3349009.2305,3698311.4618,1
177007.400,-3961765.4868,3349009.2302,3698311.4612,1
177007.600,-3961765.4865,3349009.2293,3698311.4616,1
177007.800,-3961765.4848,3349009.2270,3698311.4607,1
177008.000,-3961765.4836,3349009.2271,3698311.4603,1
177008.200,-3961765.4841,3349009.2267,3698311.4606,1
177008.400,-3961765.4836,3349009.2263,3698311.4619,1
177008.600,-3961765.4855,3349009.2271,3698311.4634,1
177008.800,-3961765.4847,3349009.2262,3698311.4633,1
177009.000,-3961765.4847,3349009.2263,3698311.4628,1
177009.200,-3961765.4844,3349009.2254,3698311.4628,1
177009.400,-3961765.4828,3349009.2236,3698311.4633,1
177009.600,-3961765.4829,3349009.2225,3698311.4628,1
177009.800,-3961765.4837,3349009.2237,3698311.4629,1
177010.000,-3961765.4810,3349009.2217,3698311.4605,1
177010.200,-3961765.4808,3349009.2223,3698311.4599,1
177010.400,-3961765.4800,3349009.2208,3698311.4601,1
177010.600,-3961765.4793,3349009.2212,3698311.4602,1
177010.800,-3961765.4787,3349009.2208,3698311.4599,1
177011.000,-3961765.4765,3349009.2203,3698311.4581,1
177011.200,-3961765.4773,3349009.2215,3698311.4582,1
177011.400,-3961765.4780,3349009.2220,3698311.4595,1
177011.600,-3961765.4785,3349009.2216,3698311.4599,1
177011.800,-3961765.4787,3349009.2215,3698311.4600,1
177012.000,-3961765.4791,3349009.2214,3698311.4603,1
177012.200,-3961765.4796,3349009.2210,3698311.4607,1
177012.400,-3961765.4798,3349009.2208,3698311.4607,1
177012.600,-3961765.4802,3349009.2202,3698311.4616,1
