epoch_index,gps_week,tow,exact_base,interpolated_base,initial_valid,initial_status,initial_sats,initial_ratio,initial_pdop,initial_baseline_m,initial_residual_rms,initial_residual_abs_max,initial_update_rows,initial_suppressed_outliers,initial_has_glonass_icb_diag,initial_glonass_icb_l1,initial_glonass_icb_l2,initial_glonass_icb_l1_sigma,initial_glonass_icb_l2_sigma,initial_glonass_icb_l1_rows,initial_glonass_icb_l2_rows,initial_has_alt_lambda,initial_alt_lambda_rank,initial_alt_lambda_cost_ratio,initial_alt_lambda_x,initial_alt_lambda_y,initial_alt_lambda_z,initial_alt_lambda_dx,initial_alt_lambda_dy,initial_alt_lambda_dz,initial_alt_lambda_dnorm,initial_alt_lambda_candidates,final_valid,final_status,final_sats,final_ratio,final_pdop,final_baseline_m,final_residual_rms,final_residual_abs_max,final_update_rows,final_suppressed_outliers,final_has_glonass_icb_diag,final_glonass_icb_l1,final_glonass_icb_l2,final_glonass_icb_l1_sigma,final_glonass_icb_l2_sigma,final_glonass_icb_l1_rows,final_glonass_icb_l2_rows,final_has_alt_lambda,final_alt_lambda_rank,final_alt_lambda_cost_ratio,final_alt_lambda_x,final_alt_lambda_y,final_alt_lambda_z,final_alt_lambda_dx,final_alt_lambda_dy,final_alt_lambda_dz,final_alt_lambda_dnorm,final_alt_lambda_candidates,spp_valid,spp_sats,spp_pdop,candidate_vs_spp_m,candidate_jump_m,last_output_dt_s,nonfixed_jump_guard_m,drift_from_fixed_m,height_from_fixed_m,dt_since_fixed_s,fixed_drift_guard_m,fixed_height_guard_m,spp_replacement_used,output_added,rejection_reason
0,2325,553800.000,1,0,1,3,24,0.000000,2.000000,7786.642034,0.702162,2.583707,52,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,,1,3,24,0.000000,2.000000,7786.642034,0.702162,2.583707,52,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,,1,27,1.098673,4.024212,inf,nan,10000.000000,nan,nan,nan,nan,nan,0,1,none
1,2325,553800.200,0,1,1,3,25,0.000000,2.000000,7786.648104,0.684010,2.632813,52,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,,1,3,25,0.000000,2.000000,7786.648104,0.684010,2.632813,52,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,,1,28,1.056548,5.559025,0.019186,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
2,2325,553800.400,0,1,1,3,25,0.000000,2.000000,7786.637510,0.669659,2.657639,52,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,,1,3,25,0.000000,2.000000,7786.637510,0.669659,2.657639,52,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,,1,28,1.056547,5.349939,0.021977,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
3,2325,553800.600,0,1,1,3,25,0.000000,2.000000,7786.628063,0.648361,2.650262,52,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,,1,3,25,0.000000,2.000000,7786.628063,0.648361,2.650262,52,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,,1,28,1.056546,5.251059,0.043208,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
4,2325,553800.800,0,1,1,3,25,0.000000,2.000000,7786.623611,0.627034,2.619089,52,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,,1,3,25,0.000000,2.000000,7786.623611,0.627034,2.619089,52,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,,1,28,1.056545,5.216637,0.061253,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
5,2325,553801.000,1,0,1,3,25,0.000000,2.000000,7786.619385,0.603522,2.553894,52,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,,1,3,25,0.000000,2.000000,7786.619385,0.603522,2.553894,52,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,,1,27,1.098677,3.577631,0.072051,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
6,2325,553801.200,0,1,1,3,25,0.000000,2.000000,7786.614045,0.598446,2.483637,52,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,,1,3,25,0.000000,2.000000,7786.614045,0.598446,2.483637,52,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,,1,27,1.098678,3.204510,0.060814,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
7,2325,553801.400,0,1,1,3,25,0.000000,2.000000,7786.606669,0.595637,2.350687,52,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,,1,3,25,0.000000,2.000000,7786.606669,0.595637,2.350687,52,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,,1,27,1.098678,3.295055,0.080049,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
8,2325,553801.600,0,1,1,3,25,0.000000,2.000000,7786.597519,0.602957,2.213368,52,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,,1,3,25,0.000000,2.000000,7786.597519,0.602957,2.213368,52,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,,1,27,1.098679,3.393410,0.084252,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
9,2325,553801.800,0,1,1,3,25,0.000000,2.000000,7786.587958,0.599812,2.098290,52,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,,1,3,25,0.000000,2.000000,7786.587958,0.599812,2.098290,52,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,,1,27,1.098680,3.429598,0.079083,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
10,2325,553802.000,1,0,1,3,25,0.000000,2.000000,7786.578348,0.604932,1.968786,52,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,,1,3,25,0.000000,2.000000,7786.578348,0.604932,1.968786,52,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,,1,27,1.098681,3.424885,0.093791,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
11,2325,553802.200,0,1,1,3,25,0.000000,2.000000,7786.566753,0.596091,1.878779,52,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,,1,3,25,0.000000,2.000000,7786.566753,0.596091,1.878779,52,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,,1,27,1.098681,3.622061,0.051621,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
12,2325,553802.400,0,1,1,3,25,0.000000,2.000000,7786.556020,0.584556,1.815276,52,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,,1,3,25,0.000000,2.000000,7786.556020,0.584556,1.815276,52,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,,1,27,1.098682,3.644498,0.055150,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
