epoch_index,gps_week,tow,exact_base,interpolated_base,initial_valid,initial_status,initial_sats,initial_ratio,initial_pdop,initial_baseline_m,initial_residual_rms,initial_residual_abs_max,initial_update_rows,initial_suppressed_outliers,initial_has_glonass_icb_diag,initial_glonass_icb_l1,initial_glonass_icb_l2,initial_glonass_icb_l1_sigma,initial_glonass_icb_l2_sigma,initial_glonass_icb_l1_rows,initial_glonass_icb_l2_rows,initial_has_alt_lambda,initial_alt_lambda_rank,initial_alt_lambda_cost_ratio,initial_alt_lambda_x,initial_alt_lambda_y,initial_alt_lambda_z,initial_alt_lambda_dx,initial_alt_lambda_dy,initial_alt_lambda_dz,initial_alt_lambda_dnorm,initial_alt_lambda_candidates,final_valid,final_status,final_sats,final_ratio,final_pdop,final_baseline_m,final_residual_rms,final_residual_abs_max,final_update_rows,final_suppressed_outliers,final_has_glonass_icb_diag,final_glonass_icb_l1,final_glonass_icb_l2,final_glonass_icb_l1_sigma,final_glonass_icb_l2_sigma,final_glonass_icb_l1_rows,final_glonass_icb_l2_rows,final_has_alt_lambda,final_alt_lambda_rank,final_alt_lambda_cost_ratio,final_alt_lambda_x,final_alt_lambda_y,final_alt_lambda_z,final_alt_lambda_dx,final_alt_lambda_dy,final_alt_lambda_dz,final_alt_lambda_dnorm,final_alt_lambda_candidates,spp_valid,spp_sats,spp_pdop,candidate_vs_spp_m,candidate_jump_m,last_output_dt_s,nonfixed_jump_guard_m,drift_from_fixed_m,height_from_fixed_m,dt_since_fixed_s,fixed_drift_guard_m,fixed_height_guard_m,spp_replacement_used,output_added,rejection_reason
0,2323,555720.000,1,0,1,3,28,0.000000,2.000000,9400.087922,0.421899,2.347065,64,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,,1,3,28,0.000000,2.000000,9400.087922,0.421899,2.347065,64,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,,1,29,1.039005,2.765890,inf,nan,10000.000000,nan,nan,nan,nan,nan,0,1,none
1,2323,555720.200,0,1,1,3,28,0.000000,2.000000,9400.093184,0.437518,2.394046,64,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,,1,3,28,0.000000,2.000000,9400.093184,0.437518,2.394046,64,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,,1,29,1.038995,2.808506,0.032537,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
2,2323,555720.400,0,1,1,3,28,0.000000,2.000000,9400.097267,0.449788,2.504812,64,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,,1,3,28,0.000000,2.000000,9400.097267,0.449788,2.504812,64,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,,1,29,1.038986,2.802801,0.019045,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
3,2323,555720.600,0,1,1,3,28,0.000000,2.000000,9400.100482,0.459552,2.527729,64,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,,1,3,28,0.000000,2.000000,9400.100482,0.459552,2.527729,64,0,0,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,,1,29,1.038976,2.793527,0.014422,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
4,2323,555720.800,0,1,1,4,28,5.654998,2.000000,9400.277749,0.478929,2.628268,64,0,0,nan,nan,nan,nan,0,0,1,2,5.654998,-3810226.565777,3567862.056567,3652911.496132,-0.021714,0.035063,0.010689,0.042605,2:5.6550:-3810226.5658:3567862.0566:3652911.4961:-0.0217:0.0351:0.0107:0.0426|3:6.1233:-3810226.5753:3567862.0407:3652911.5007:-0.0313:0.0192:0.0153:0.0397|4:6.2481:-3810226.5289:3567861.9896:3652911.4663:0.0152:-0.0319:-0.0191:0.0402,1,4,28,5.654998,2.000000,9400.277749,0.478929,2.628268,64,0,0,nan,nan,nan,nan,0,0,1,2,5.654998,-3810226.565777,3567862.056567,3652911.496132,-0.021714,0.035063,0.010689,0.042605,2:5.6550:-3810226.5658:3567862.0566:3652911.4961:-0.0217:0.0351:0.0107:0.0426|3:6.1233:-3810226.5753:3567862.0407:3652911.5007:-0.0313:0.0192:0.0153:0.0397|4:6.2481:-3810226.5289:3567861.9896:3652911.4663:0.0152:-0.0319:-0.0191:0.0402,1,29,1.038966,2.571146,0.581758,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
5,2323,555721.000,1,0,1,4,28,5.777825,2.000000,9400.279216,0.494234,2.636305,64,0,0,nan,nan,nan,nan,0,0,1,2,5.777825,-3810226.559547,3567862.051991,3652911.492619,-0.021714,0.035061,0.010689,0.042603,2:5.7778:-3810226.5595:3567862.0520:3652911.4926:-0.0217:0.0351:0.0107:0.0426|3:6.2108:-3810226.5691:3567862.0361:3652911.4972:-0.0313:0.0192:0.0153:0.0397|4:6.3006:-3810226.5127:3567862.0077:3652911.4643:0.0252:-0.0092:-0.0177:0.0321,1,4,28,5.777825,2.000000,9400.279216,0.494234,2.636305,64,0,0,nan,nan,nan,nan,0,0,1,2,5.777825,-3810226.559547,3567862.051991,3652911.492619,-0.021714,0.035061,0.010689,0.042603,2:5.7778:-3810226.5595:3567862.0520:3652911.4926:-0.0217:0.0351:0.0107:0.0426|3:6.2108:-3810226.5691:3567862.0361:3652911.4972:-0.0313:0.0192:0.0153:0.0397|4:6.3006:-3810226.5127:3567862.0077:3652911.4643:0.0252:-0.0092:-0.0177:0.0321,1,29,1.038957,2.567588,0.008489,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
6,2323,555721.200,0,1,1,4,28,5.726809,2.000000,9400.277746,0.485082,2.607944,64,0,0,nan,nan,nan,nan,0,0,1,2,5.726809,-3810226.565957,3567862.057082,3652911.495666,-0.021713,0.035060,0.010689,0.042602,2:5.7268:-3810226.5660:3567862.0571:3652911.4957:-0.0217:0.0351:0.0107:0.0426|3:6.1879:-3810226.5755:3567862.0412:3652911.5003:-0.0313:0.0192:0.0153:0.0397|4:6.2616:-3810226.5191:3567862.0128:3652911.4673:0.0252:-0.0092:-0.0177:0.0321,1,4,28,5.726809,2.000000,9400.277746,0.485082,2.607944,64,0,0,nan,nan,nan,nan,0,0,1,2,5.726809,-3810226.565957,3567862.057082,3652911.495666,-0.021713,0.035060,0.010689,0.042602,2:5.7268:-3810226.5660:3567862.0571:3652911.4957:-0.0217:0.0351:0.0107:0.0426|3:6.1879:-3810226.5755:3567862.0412:3652911.5003:-0.0313:0.0192:0.0153:0.0397|4:6.2616:-3810226.5191:3567862.0128:3652911.4673:0.0252:-0.0092:-0.0177:0.0321,1,29,1.038947,2.555744,0.008735,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
7,2323,555721.400,0,1,1,4,28,5.621371,2.000000,9400.277076,0.471681,2.535874,64,0,0,nan,nan,nan,nan,0,0,1,2,5.621371,-3810226.568955,3567862.059546,3652911.497000,-0.021713,0.035058,0.010690,0.042600,2:5.6214:-3810226.5690:3567862.0595:3652911.4970:-0.0217:0.0351:0.0107:0.0426|3:6.1303:-3810226.5785:3567862.0436:3652911.5016:-0.0313:0.0192:0.0153:0.0397|4:6.2283:-3810226.5221:3567862.0153:3652911.4686:0.0252:-0.0092:-0.0177:0.0321,1,4,28,5.621371,2.000000,9400.277076,0.471681,2.535874,64,0,0,nan,nan,nan,nan,0,0,1,2,5.621371,-3810226.568955,3567862.059546,3652911.497000,-0.021713,0.035058,0.010690,0.042600,2:5.6214:-3810226.5690:3567862.0595:3652911.4970:-0.0217:0.0351:0.0107:0.0426|3:6.1303:-3810226.5785:3567862.0436:3652911.5016:-0.0313:0.0192:0.0153:0.0397|4:6.2283:-3810226.5221:3567862.0153:3652911.4686:0.0252:-0.0092:-0.0177:0.0321,1,29,1.038938,2.554125,0.004105,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
8,2323,555721.600,0,1,1,4,28,5.490858,2.000000,9400.277204,0.465907,2.439950,64,0,0,nan,nan,nan,nan,0,0,1,2,5.490858,-3810226.568867,3567862.059444,3652911.497385,-0.021712,0.035056,0.010690,0.042599,2:5.4909:-3810226.5689:3567862.0594:3652911.4974:-0.0217:0.0351:0.0107:0.0426|3:6.0243:-3810226.5784:3567862.0435:3652911.5020:-0.0313:0.0192:0.0153:0.0397|4:6.1421:-3810226.5220:3567862.0152:3652911.4690:0.0252:-0.0092:-0.0177:0.0321,1,4,28,5.490858,2.000000,9400.277204,0.465907,2.439950,64,0,0,nan,nan,nan,nan,0,0,1,2,5.490858,-3810226.568867,3567862.059444,3652911.497385,-0.021712,0.035056,0.010690,0.042599,2:5.4909:-3810226.5689:3567862.0594:3652911.4974:-0.0217:0.0351:0.0107:0.0426|3:6.0243:-3810226.5784:3567862.0435:3652911.5020:-0.0313:0.0192:0.0153:0.0397|4:6.1421:-3810226.5220:3567862.0152:3652911.4690:0.0252:-0.0092:-0.0177:0.0321,1,29,1.038928,2.541586,0.000407,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
9,2323,555721.800,0,1,1,4,28,5.470727,2.000000,9400.278089,0.456692,2.336618,64,0,0,nan,nan,nan,nan,0,0,1,2,5.470727,-3810226.566842,3567862.058752,3652911.496185,-0.021712,0.035054,0.010691,0.042597,2:5.4707:-3810226.5668:3567862.0588:3652911.4962:-0.0217:0.0351:0.0107:0.0426|3:6.0269:-3810226.5764:3567862.0429:3652911.5008:-0.0313:0.0192:0.0153:0.0397|4:6.1415:-3810226.5200:3567862.0145:3652911.4678:0.0252:-0.0092:-0.0177:0.0321,1,4,28,5.470727,2.000000,9400.278089,0.456692,2.336618,64,0,0,nan,nan,nan,nan,0,0,1,2,5.470727,-3810226.566842,3567862.058752,3652911.496185,-0.021712,0.035054,0.010691,0.042597,2:5.4707:-3810226.5668:3567862.0588:3652911.4962:-0.0217:0.0351:0.0107:0.0426|3:6.0269:-3810226.5764:3567862.0429:3652911.5008:-0.0313:0.0192:0.0153:0.0397|4:6.1415:-3810226.5200:3567862.0145:3652911.4678:0.0252:-0.0092:-0.0177:0.0321,1,29,1.038918,2.547686,0.002453,0.200000,10000.000000,nan,nan,nan,nan,nan,0,1,none
