sat_count,los_count,nlos_count,utd_candidate_sat_count,utd_candidate_nlos_sat_count,utd_candidate_count_total,utd_candidate_count_nlos,utd_min_excess_path_m,utd_min_edge_distance_m,utd_min_fresnel_v,utd_score_sum,utd_score_nlos_sum,city,run,epoch,gps_tow,utd_edge_count_total,utd_edge_boundary_count
20,20,0,15,0,94,0,0.010668575763702393,1.256135097966051,0.47353867131410077,19.07194995729257,0.0,tokyo,run1,0,187470.0,50000,14
20,20,0,15,0,95,0,0.011897463351488113,1.3264242517809102,0.5000663108377432,19.174522769225803,0.0,tokyo,run1,60,187482.0,50000,14
16,16,0,3,0,7,0,3.0642808452248573,19.82321029936572,7.958169002548227,0.6410836843405296,0.0,tokyo,run1,120,187494.0,50000,14
19,16,3,4,2,10,7,0.025037303566932678,1.3920411791406062,0.7253395512057607,2.3821166433402423,2.038469794318589,tokyo,run1,180,187506.0,50000,14
18,15,3,12,2,26,8,0.7871471084654331,6.411152847731832,4.037354187479769,3.8917523372813436,1.5284964913191872,tokyo,run1,240,187518.0,50000,14
20,18,2,8,2,41,28,0.042632851749658585,3.3192190996728557,0.9465731747731514,9.387374871980892,7.550136221295737,tokyo,run1,300,187530.0,50000,14
18,16,2,8,2,32,21,0.008247975260019302,1.417851091908375,0.41637443919611106,8.137021886143371,6.357912580125439,tokyo,run1,360,187542.0,50000,14
18,16,2,7,2,26,17,0.09174614027142525,2.8608526616441665,1.3879969354636268,5.245434318699187,3.410012643211706,tokyo,run1,420,187554.0,50000,14
17,16,1,5,1,11,4,0.002033557742834091,0.41131475336604595,0.20674765709137993,2.4521663335132846,1.6150238429108674,tokyo,run1,480,187566.0,50000,14
17,15,2,9,2,40,19,0.32252370566129684,4.405601732905528,2.596848090461951,8.176376673804286,3.637928990985166,tokyo,run1,540,187578.0,50000,14
18,16,2,10,2,58,23,0.0093047134578228,0.9724743149187476,0.4422387692624028,12.419928530578748,6.735383404770556,tokyo,run1,600,187590.0,50000,14
19,16,3,11,3,61,26,0.008276663720607758,0.9484574347094762,0.4170943210328144,13.095847608823426,7.388035461161906,tokyo,run1,660,187602.0,50000,14
19,16,3,11,3,61,26,0.0075536370277404785,0.942617165866093,0.39846087619313963,13.123682949809748,7.385626728099635,tokyo,run1,720,187614.0,50000,14
19,16,3,11,3,65,27,0.004714392125606537,0.6790127677051777,0.31479318006308127,14.552191590114628,7.971761967729947,tokyo,run1,780,187626.0,50000,14
15,14,1,14,1,110,12,0.03173443302512169,1.6392960431692047,0.8165858070722954,20.560622991341678,3.377455821009604,tokyo,run1,840,187638.0,50000,14
15,14,1,11,1,105,6,0.4852399118244648,5.538348637035047,3.1916139993760746,15.365806073648416,0.951682242556653,tokyo,run1,900,187650.0,50000,14
16,13,3,16,3,129,36,0.003536466509103775,0.48309101499660995,0.27264077706336626,31.080415750338865,15.043916958114835,tokyo,run1,960,187662.0,50000,14
18,16,2,15,2,90,30,0.00031970441341400146,0.3820762150081872,0.081977123229386,21.99449273675755,11.139087643686672,tokyo,run1,1020,187674.0,50000,14
16,16,0,14,0,101,0,0.04610360786318779,2.6058874848137004,0.9843069909238439,24.73617503571677,0.0,tokyo,run1,1080,187686.0,50000,14
18,15,3,17,3,189,75,0.0005075633525848389,0.2372395710033567,0.10329077400295489,43.01148161630151,21.781468070352823,tokyo,run1,1140,187698.0,50000,14
17,14,3,17,3,329,108,0.005160793662071228,0.9472006607384498,0.329359185700359,71.47747092023405,29.903097103425853,tokyo,run1,1200,187710.0,50000,14
17,13,4,17,4,323,123,0.001078542321920395,0.5224970972918982,0.15056909602236326,78.96441271823154,36.91682277617256,tokyo,run1,1260,187722.0,50000,14
14,12,2,14,2,216,78,0.0009717643260955811,0.2698497179094527,0.14292048272617944,50.17513417092912,23.538555875525653,tokyo,run1,1320,187734.0,50000,14
16,15,1,15,1,153,26,0.007733330130577087,0.9721463517819965,0.403169144919783,24.565225860699925,6.01902140021601,tokyo,run1,1380,187746.0,50000,14
19,13,6,19,6,335,173,0.0004463307559490204,0.22193024764747335,0.09686055384906926,77.37032656430658,54.80915553484278,tokyo,run1,1440,187758.0,50000,14
16,15,1,16,1,205,38,3.0525028705596924e-05,0.05438698983190515,0.025329540434965086,37.78379536521685,14.77064211149447,tokyo,run1,1500,187770.0,50000,14
19,19,0,3,0,17,0,0.0563138872385025,3.5867675240112606,1.0878576153157489,3.192332744092305,0.0,tokyo,run1,1560,187782.0,50000,14
19,17,2,4,1,29,13,0.21557970717549324,5.616652299215818,2.127169498306812,5.1198409711588315,2.627339231162213,tokyo,run1,1620,187794.0,50000,14
16,13,3,16,3,206,64,0.0049280934035778046,1.052954188961719,0.32184919476383966,49.33337587246962,22.526495257909815,tokyo,run1,1680,187806.0,50000,14
16,13,3,16,3,271,71,0.004206668585538864,0.8459917537014011,0.2973593654453738,60.05632293229943,23.09950754057129,tokyo,run1,1740,187818.0,50000,14
16,13,3,16,3,367,124,0.0008599534630775452,0.3881703258399758,0.1344480995408454,74.49104911983306,35.85634452359575,tokyo,run1,1800,187830.0,50000,14
17,13,4,17,4,341,116,0.0003155730664730072,0.18657682356475885,0.08144599372581876,76.61564326367298,40.61541454297501,tokyo,run1,1860,187842.0,50000,14
16,13,3,16,3,303,87,0.00020561367273330688,0.25913661959997575,0.06574262721705429,70.02779229810896,34.64092330216691,tokyo,run1,1920,187854.0,50000,14
17,13,4,17,4,319,102,0.0033176690340042114,0.47006222122456726,0.26407256793108896,74.00894924967764,38.52965703815501,tokyo,run1,1980,187866.0,50000,14
18,13,5,18,5,343,126,0.0029885582625865936,0.4462962284781422,0.25063339088000447,80.94229920825745,45.441685185589606,tokyo,run1,2040,187878.0,50000,14
17,13,4,17,4,320,100,0.005281027406454086,0.616970160174951,0.3331662983687746,58.2640326750433,23.235580539745698,tokyo,run1,2100,187890.0,50000,14
19,17,2,15,2,258,108,1.1038035154342651e-05,0.05094978034712105,0.015232228151833135,63.08098881287271,35.20999862576319,tokyo,run1,2160,187902.0,50000,14
14,12,2,12,2,246,81,0.003306325525045395,0.6626470150762366,0.26362409973845563,54.492188950915086,24.966671075775594,tokyo,run1,2220,187914.0,50000,14
14,12,2,14,2,338,123,0.0007446445524692535,0.432605064840378,0.12511009791455197,84.0834923066416,39.73157844636508,tokyo,run1,2280,187926.0,50000,14
16,11,5,16,5,407,213,0.00020523369312286377,0.1460223116580864,0.06568083571286673,105.57576119806393,69.79520102158055,tokyo,run1,2340,187938.0,50000,14
17,11,6,17,6,444,249,0.0008840151131153107,0.3268252642366643,0.13631580163065532,112.94425361253124,77.09056579216578,tokyo,run1,2400,187950.0,50000,14
19,11,8,19,8,562,368,1.4025717973709106e-05,0.0548768959274509,0.01716969136625002,148.67438501058683,112.90609732302997,tokyo,run1,2460,187962.0,50000,14
15,9,6,15,6,623,383,0.00043991953134536743,0.39942108191528347,0.09616230444269222,141.95944766114442,106.07205769868034,tokyo,run1,2520,187974.0,50000,14
17,11,6,17,6,522,310,5.2712857723236084e-05,0.03594169000896528,0.03328730525928724,113.00556183339162,77.66200002695722,tokyo,run1,2580,187986.0,50000,14
12,11,1,12,1,243,54,0.011684101074934006,1.2914104588725182,0.4955644998236216,56.30919939105143,19.621073912251433,tokyo,run1,2640,187998.0,50000,14
14,8,6,14,6,212,136,0.00014545023441314697,0.21691526726497073,0.05529326256300749,62.49617469009282,45.856454734586535,tokyo,run1,2700,188010.0,50000,14
11,7,4,11,4,215,139,1.8775463104248047e-06,0.017589825981078937,0.006293353365514866,64.3608970090338,49.59783715017785,tokyo,run1,2760,188022.0,50000,14
6,6,0,6,0,208,0,0.15932301431894302,5.712125682142964,1.8293170229204125,30.912106808009536,0.0,tokyo,run1,2820,188034.20000004768,50000,14
8,6,2,8,2,351,79,0.06286431103944778,3.183550880897665,1.1493724283535018,59.41025761379187,17.56131684476707,tokyo,run1,2880,188047.79999899864,50000,14
9,6,3,9,3,458,173,0.005040835589170456,0.989183085511378,0.32550929375936816,96.97838059993725,45.64700733097181,tokyo,run1,2940,188059.79999995232,50000,14
12,8,4,12,4,622,212,0.0008434131741523743,0.22771093384432117,0.13314824884641832,150.14498631925971,66.40661859949661,tokyo,run1,3000,188071.79999995232,50000,14
14,8,6,14,6,778,370,0.0009822584688663483,0.245913735699002,0.14369046824735165,198.78608875138372,115.2037737867768,tokyo,run1,3060,188083.79999899864,50000,14
13,8,5,13,5,699,295,0.00029575079679489136,0.1690833748380527,0.07884601062407062,173.796423166919,89.64974381306621,tokyo,run1,3120,188095.79999899864,50000,14
16,9,7,16,7,916,500,0.00017208978533744812,0.1291051633452685,0.06014427339829511,238.81238830309135,153.30023018601912,tokyo,run1,3180,188107.79999899864,50000,14
11,7,4,11,4,424,206,0.00012308359146118164,0.11748114780969558,0.05086303288512312,107.33625748605418,61.86887969488164,tokyo,run1,3240,188119.79999995232,50000,14
8,6,2,6,2,83,21,0.0001977980136871338,0.17640406888347124,0.06448040294858054,21.612700853212626,10.686454495325272,tokyo,run1,3300,188131.79999995232,50000,14
10,7,3,8,3,93,56,2.2057443857192993e-05,0.0695981474549549,0.021533770710341717,34.31668770674737,25.56274755987356,tokyo,run1,3360,188144.0,50000,14
11,0,11,11,11,74,74,0.010869093239307404,1.8486817243447664,0.47797692186273316,16.75046396647854,16.75046396647854,tokyo,run1,3420,188156.0,50000,14
9,2,7,9,7,243,214,6.6943466663360596e-06,0.041254229394496,0.011864367507911658,67.0343714820955,62.6800044562991,tokyo,run1,3480,188169.0,50000,14
7,4,3,7,3,142,93,0.0001256689429283142,0.1404583020903006,0.051396324074275135,39.23674777988295,32.024874494783695,tokyo,run1,3540,188181.0,50000,14
7,4,3,7,3,142,93,5.9001147747039795e-05,0.09624373409707926,0.03521740561573756,39.201635160718055,31.984355716488274,tokyo,run1,3600,188193.0,50000,14
6,4,2,6,2,107,58,1.722574234008789e-05,0.05200445446548737,0.01902942614486445,26.38997888162557,19.166887841430785,tokyo,run1,3660,188205.0,50000,14
5,4,1,5,1,84,35,3.7997961044311523e-07,0.00774050774980011,0.002832401728580652,19.64877844830101,12.419457236014502,tokyo,run1,3720,188217.0,50000,14
6,3,3,6,3,141,110,8.508563041687012e-06,0.0365480620539199,0.013373651769736273,36.44100814022399,32.69098027446892,tokyo,run1,3780,188229.0,50000,14
6,3,3,6,3,120,89,4.16487455368042e-05,0.08086120959828066,0.02958871799158701,32.20056039654624,28.447541119842942,tokyo,run1,3840,188241.0,50000,14
