city,run,epoch,gps_tow,sat_count,los_count,nlos_count,reflection_count,excess_delay_m_max,excess_delay_m_p90
tokyo,run1,0,187470.0,22,22,0,0,0.0,0.0
tokyo,run1,60,187482.0,22,22,0,0,0.0,0.0
tokyo,run1,120,187494.0,18,18,0,18,36.156281031668186,36.156281031668186
tokyo,run1,180,187506.0,21,21,0,21,51.22921680286527,51.22921680286527
tokyo,run1,240,187518.0,20,20,0,20,32.363582104444504,32.363582104444504
tokyo,run1,300,187530.0,22,22,0,0,0.0,0.0
tokyo,run1,360,187542.0,20,20,0,0,0.0,0.0
tokyo,run1,420,187554.0,20,20,0,0,0.0,0.0
tokyo,run1,480,187566.0,19,19,0,0,0.0,0.0
tokyo,run1,540,187578.0,19,18,1,0,0.0,0.0
tokyo,run1,600,187590.0,20,19,1,0,0.0,0.0
tokyo,run1,660,187602.0,21,20,1,0,0.0,0.0
tokyo,run1,720,187614.0,21,20,1,0,0.0,0.0
tokyo,run1,780,187626.0,21,20,1,0,0.0,0.0
tokyo,run1,840,187638.0,17,17,0,0,0.0,0.0
tokyo,run1,900,187650.0,17,17,0,0,0.0,0.0
tokyo,run1,960,187662.0,18,18,0,0,0.0,0.0
tokyo,run1,1020,187674.0,20,20,0,0,0.0,0.0
tokyo,run1,1080,187686.0,18,18,0,0,0.0,0.0
tokyo,run1,1140,187698.0,20,20,0,0,0.0,0.0
tokyo,run1,1200,187710.0,19,19,0,19,39.79087884351611,39.79087884351611
tokyo,run1,1260,187722.0,19,19,0,19,49.58597036078572,49.58597036078572
tokyo,run1,1320,187734.0,16,16,0,16,49.65272797644138,49.65272797644138
tokyo,run1,1380,187746.0,18,18,0,0,0.0,0.0
tokyo,run1,1440,187758.0,21,21,0,0,0.0,0.0
tokyo,run1,1500,187770.0,18,18,0,0,0.0,0.0
tokyo,run1,1560,187782.0,21,21,0,0,0.0,0.0
tokyo,run1,1620,187794.0,21,19,2,0,0.0,0.0
tokyo,run1,1680,187806.0,18,16,2,18,54.26779513806105,54.26779513806105
tokyo,run1,1740,187818.0,18,18,0,18,52.52726640179753,52.52726640179753
tokyo,run1,1800,187830.0,17,17,0,0,0.0,0.0
tokyo,run1,1860,187842.0,19,19,0,19,49.63035085424781,49.63035085424781
tokyo,run1,1920,187854.0,18,18,0,18,49.55979185923934,49.55979185923934
tokyo,run1,1980,187866.0,19,19,0,19,49.49289045855403,49.49289045855403
tokyo,run1,2040,187878.0,20,20,0,20,49.425920117646456,49.425920117646456
tokyo,run1,2100,187890.0,19,19,0,19,48.79174982383847,48.79174982383847
tokyo,run1,2160,187902.0,21,20,1,0,0.0,0.0
tokyo,run1,2220,187914.0,16,16,0,0,0.0,0.0
tokyo,run1,2280,187926.0,16,16,0,16,48.22762920334935,48.22762920334935
tokyo,run1,2340,187938.0,18,17,1,18,48.482103392481804,48.482103392481804
tokyo,run1,2400,187950.0,18,17,1,18,48.419606260955334,48.419606260955334
tokyo,run1,2460,187962.0,20,19,1,20,48.3529411777854,48.3529411777854
tokyo,run1,2520,187974.0,16,15,1,16,47.97501176968217,47.97501176968217
tokyo,run1,2580,187986.0,19,19,0,19,48.505628649145365,48.505628649145365
tokyo,run1,2640,187998.0,13,13,0,13,6.937175467610359,6.937175467610359
tokyo,run1,2700,188010.0,16,11,5,16,20.24285814538598,20.24285814538598
tokyo,run1,2760,188022.0,12,11,1,12,8.26927626132965,8.26927626132965
tokyo,run1,2820,188034.20000004768,7,7,0,0,0.0,0.0
tokyo,run1,2880,188046.20000004768,7,7,0,0,0.0,0.0
tokyo,run1,2940,188058.199999094,10,10,0,0,0.0,0.0
tokyo,run1,3000,188070.199999094,10,10,0,10,7.55137187987566,7.55137187987566
tokyo,run1,3060,188082.20000004768,15,13,2,15,7.552952829748392,7.552952829748392
tokyo,run1,3120,188094.20000004768,13,13,0,13,7.321030914783478,7.321030914783478
tokyo,run1,3180,188106.20000004768,15,14,1,15,7.023475058376789,7.023475058376789
tokyo,run1,3240,188118.199999094,11,8,3,11,38.53733401745558,38.53733401745558
tokyo,run1,3300,188130.199999094,10,9,1,0,0.0,0.0
tokyo,run1,3360,188142.20000004768,10,9,1,0,0.0,0.0
tokyo,run1,3420,188154.20000004768,11,10,1,0,0.0,0.0
tokyo,run1,3480,188167.20000004768,10,7,3,0,0.0,0.0
tokyo,run1,3540,188179.199999094,9,7,2,0,0.0,0.0
tokyo,run1,3600,188191.199999094,8,6,2,0,0.0,0.0
tokyo,run1,3660,188203.20000004768,8,7,1,0,0.0,0.0
tokyo,run1,3720,188215.20000004768,6,6,0,0,0.0,0.0
tokyo,run1,3780,188227.20000004768,7,6,1,0,0.0,0.0
tokyo,run1,3840,188239.199999094,9,6,3,0,0.0,0.0
tokyo,run1,3900,188251.199999094,7,5,2,0,0.0,0.0
tokyo,run1,3960,188263.79999899864,5,4,1,0,0.0,0.0
tokyo,run1,4020,188275.79999899864,9,6,3,0,0.0,0.0
tokyo,run1,4080,188287.79999899864,11,9,2,11,21.670322112739086,21.670322112739086
tokyo,run1,4140,188299.79999995232,12,9,3,12,21.693537332117558,21.693537332117558
tokyo,run1,4200,188311.79999995232,13,9,4,13,20.169110625982285,20.169110625982285
tokyo,run1,4260,188323.79999899864,12,9,3,12,21.73990784212947,21.73990784212947
tokyo,run1,4320,188335.79999899864,11,9,2,11,21.76306264102459,21.76306264102459
tokyo,run1,4380,188347.79999899864,10,9,1,10,28.571931298822165,28.571931298822165
tokyo,run1,4440,188359.79999995232,12,9,3,12,20.24781507626176,20.24781507626176
tokyo,run1,4500,188371.79999995232,11,8,3,11,24.700637735426426,24.700637735426426
tokyo,run1,4560,188383.79999899864,11,9,2,11,46.32850032299757,46.32850032299757
tokyo,run1,4620,188395.79999899864,11,9,2,11,46.34699771180749,46.34699771180749
tokyo,run1,4680,188407.79999899864,11,9,2,11,32.10115618258715,32.10115618258715
tokyo,run1,4740,188419.79999995232,11,10,1,11,27.319327101111412,27.319327101111412
tokyo,run1,4800,188431.79999995232,12,11,1,12,10.89626594632864,10.89626594632864
tokyo,run1,4860,188443.79999899864,16,15,1,0,0.0,0.0
tokyo,run1,4920,188455.79999899864,17,16,1,17,45.12970159947872,45.12970159947872
tokyo,run1,4980,188467.79999899864,13,13,0,13,40.87941259518266,40.87941259518266
tokyo,run1,5040,188479.79999995232,14,13,1,14,45.09275968372822,45.09275968372822
tokyo,run1,5100,188491.79999995232,14,13,1,14,45.010588210076094,45.010588210076094
tokyo,run1,5160,188503.79999899864,14,13,1,14,45.00279174372554,45.00279174372554
tokyo,run1,5220,188515.79999899864,17,15,2,17,25.96239084750414,25.96239084750414
tokyo,run1,5280,188527.79999899864,14,11,3,0,0.0,0.0
tokyo,run1,5340,188539.79999995232,9,8,1,0,0.0,0.0
tokyo,run1,5400,188551.79999995232,12,11,1,0,0.0,0.0
tokyo,run1,5460,188563.79999899864,14,13,1,14,43.504831437021494,43.504831437021494
tokyo,run1,5520,188575.79999899864,13,12,1,13,22.617402285337448,22.617402285337448
tokyo,run1,5580,188587.79999899864,15,14,1,15,11.308436751365662,11.308436751365662
tokyo,run1,5640,188599.79999995232,12,9,3,12,60.52702732384205,60.52702732384205
tokyo,run1,5700,188611.79999995232,14,10,4,0,0.0,0.0
tokyo,run1,5760,188623.79999899864,16,9,7,16,12.657753020524979,12.657753020524979
tokyo,run1,5820,188635.79999899864,16,10,6,16,20.458091590553522,20.458091590553522
tokyo,run1,5880,188647.79999899864,16,10,6,16,20.474201004952192,20.474201004952192
tokyo,run1,5940,188659.79999995232,16,11,5,16,20.441980857402086,20.441980857402086
tokyo,run1,6000,188671.79999995232,15,11,4,15,20.409738559275866,20.409738559275866
tokyo,run1,6060,188683.79999899864,11,9,2,11,44.86043697223067,44.86043697223067
tokyo,run1,6120,188695.79999899864,12,8,4,12,20.715690471231937,20.715690471231937
tokyo,run1,6180,188707.79999899864,12,9,3,12,23.622907485812902,23.622907485812902
tokyo,run1,6240,188719.79999995232,12,8,4,12,23.64299738779664,23.64299738779664
tokyo,run1,6300,188731.79999995232,12,8,4,12,23.663019634783268,23.663019634783268
tokyo,run1,6360,188743.79999899864,12,8,4,12,23.68297417834401,23.68297417834401
tokyo,run1,6420,188755.79999899864,12,8,4,12,23.70286099985242,23.70286099985242
tokyo,run1,6480,188767.79999899864,11,8,3,11,23.72268007323146,23.72268007323146
tokyo,run1,6540,188779.79999995232,12,8,4,12,23.7424313724041,23.7424313724041
tokyo,run1,6600,188791.79999995232,14,8,6,14,23.762114875018597,23.762114875018597
tokyo,run1,6660,188803.79999899864,12,8,4,12,23.78173054382205,23.78173054382205
tokyo,run1,6720,188815.79999899864,15,8,7,15,23.80732111632824,23.80732111632824
tokyo,run1,6780,188827.79999899864,14,9,5,14,17.554782081395388,17.554782081395388
tokyo,run1,6840,188839.79999995232,15,15,0,15,68.33759228512645,68.33759228512645
tokyo,run1,6900,188851.79999995232,15,15,0,15,68.35340167954564,68.35340167954564
tokyo,run1,6960,188863.79999899864,15,14,1,15,68.39901604503393,68.39901604503393
tokyo,run1,7020,188875.79999899864,17,16,1,17,68.44484133273363,68.44484133273363
tokyo,run1,7080,188887.79999899864,14,14,0,14,68.49087726324797,68.49087726324797
tokyo,run1,7140,188899.79999995232,17,15,2,17,192.2939597554505,192.2939597554505
tokyo,run1,7200,188911.79999995232,14,11,3,0,0.0,0.0
tokyo,run1,7260,188923.79999899864,15,9,6,15,15.264120541512966,15.264120541512966
tokyo,run1,7320,188935.79999899864,15,13,2,0,0.0,0.0
tokyo,run1,7380,188947.79999899864,17,11,6,0,0.0,0.0
tokyo,run1,7440,188959.79999995232,17,15,2,0,0.0,0.0
tokyo,run1,7500,188971.79999995232,13,13,0,13,16.420867901295424,16.420867901295424
tokyo,run1,7560,188983.79999899864,12,11,1,0,0.0,0.0
tokyo,run1,7620,188995.79999899864,15,13,2,0,0.0,0.0
tokyo,run1,7680,189007.79999899864,14,13,1,0,0.0,0.0
tokyo,run1,7740,189019.79999995232,14,11,3,0,0.0,0.0
tokyo,run1,7800,189031.79999995232,13,11,2,0,0.0,0.0
tokyo,run1,7860,189043.79999899864,14,12,2,0,0.0,0.0
tokyo,run1,7920,189055.79999899864,15,11,4,0,0.0,0.0
tokyo,run1,7980,189067.79999899864,14,11,3,0,0.0,0.0
tokyo,run1,8040,189079.79999995232,9,8,1,0,0.0,0.0
tokyo,run1,8100,189091.79999995232,10,8,2,10,32.162636283785105,32.162636283785105
tokyo,run1,8160,189103.79999899864,11,10,1,0,0.0,0.0
tokyo,run1,8220,189115.79999899864,12,9,3,12,24.664032332599163,24.664032332599163
tokyo,run1,8280,189127.79999899864,12,9,3,12,24.68210007250309,24.68210007250309
tokyo,run1,8340,189139.79999995232,14,9,5,14,22.8448951728642,22.8448951728642
tokyo,run1,8400,189151.79999995232,11,6,5,11,15.71373250707984,15.71373250707984
tokyo,run1,8460,189163.79999899864,11,5,6,11,41.209395945072174,41.209395945072174
tokyo,run1,8520,189175.79999899864,10,7,3,10,18.594257578253746,18.594257578253746
tokyo,run1,8580,189187.79999899864,11,11,0,11,24.24544496461749,24.24544496461749
tokyo,run1,8640,189199.79999995232,14,10,4,14,22.75762700289488,22.75762700289488
tokyo,run1,8700,189211.79999995232,8,6,2,0,0.0,0.0
