city,run,window_index,epoch_count,eff_db_p10_mean,eff_db_p10_min,eff_db_p50_mean,eff_db_p90_mean,eff_db_max_mean,eff_db_max_max,eff_db_mean_mean,usable_count_mean,usable_count_min,marginal_count_mean,nlos_at_high_elev_count_mean,nlos_at_high_elev_count_max,gain_db_mean_mean,elev_deg_p50_mean
nagoya,run3,0,30,-10.194123912289966,-10.669517463112435,-2.703534084363772,-1.233124518209576,-1.2129554698340386,-1.2105202608278671,-5.416541889753762,8.0,8,13.633333333333333,0.0,0,-4.635291889753762,47.080615443281616
nagoya,run3,1,30,-10.991254389947326,-22.55594583485871,-2.7728983399255935,-1.222187658699555,-1.206129809776787,-1.1995249145505347,-5.960356656604454,7.966666666666667,7,13.8,0.0,0,-4.852717767715565,46.600365427525276
nagoya,run3,2,30,-13.943432184707042,-29.517820773614325,-2.8193548310015166,-1.2186100952540728,-1.1915748000130422,-1.1842089537711677,-6.716112137374894,7.6,6,12.433333333333334,0.8,2,-4.6183938834066405,47.829219079860195
nagoya,run3,3,30,-9.794471791053645,-10.83288610176784,-2.540184912304409,-1.203261613094048,-1.1764236018843826,-1.1691645583577122,-4.4458820804204935,8.0,8,13.766666666666667,0.0,0,-4.282687635976049,48.253441516555554
nagoya,run3,4,30,-13.963151738787463,-29.413945512676268,-2.6386289437501014,-1.2082259410234082,-1.1613931673105407,-1.1541521942361217,-6.317509401972658,7.866666666666666,7,12.6,0.7,3,-4.603719719432976,47.975027862650585
nagoya,run3,5,30,-23.021613085903944,-33.61911853483453,-3.2322416446347813,-1.2912775184727592,-1.146518455011873,-1.139408281986099,-8.665596601312938,7.3,7,11.266666666666667,1.9,3,-4.931673865551968,47.73522417439419
nagoya,run3,6,30,-25.794002781038973,-33.027125785787455,-5.63029164710585,-1.2072305271068957,-1.1318912652322184,-1.1248959919801833,-10.496045587691993,6.9,5,8.266666666666667,2.933333333333333,6,-3.9899359565823636,52.01024492812886
nagoya,run3,7,30,-31.105733097879988,-33.764115189618785,-16.137936172617078,-1.302641144366358,-1.1174970339152677,-1.110592698174986,-15.95665865409408,5.4,4,6.4,5.033333333333333,7,-4.359769432204859,49.545844617624276
nagoya,run3,8,30,-29.352132086031887,-32.83709995883765,-11.724283135863383,-1.200658352154408,-1.1032248390568073,-1.0963706160161288,-14.268575892350126,5.5,4,6.233333333333333,4.266666666666667,6,-4.088270087044321,50.45758764174429
nagoya,run3,9,30,-31.770158359419725,-34.41440454975781,-6.9136839617103245,-1.2032534509482717,-1.0890786320890267,-1.082278990106183,-14.707341538081996,5.966666666666667,5,6.766666666666667,3.7666666666666666,5,-3.5700066507471075,51.689259754240844
nagoya,run3,10,30,-32.62002780194963,-34.62201064947223,-15.090756092887835,-1.2798634236401747,-1.0750761726106142,-1.0683814138085506,-16.899989345482588,5.4,3,5.8,4.433333333333334,8,-3.6834975039907483,51.29586061093813
nagoya,run3,11,30,-31.08557069343914,-34.93808645846779,-22.723020627584113,-2.136095078494693,-1.1315126210646893,-1.065623996057961,-18.87839192451111,3.1,1,3.3666666666666667,4.6,6,-3.9008416969608843,51.31542637690707
nagoya,run3,12,30,-29.777391418742965,-34.716158300365656,-9.53557595488262,-1.182523938912862,-1.1078998397990671,-1.1024878197665386,-14.013106903966548,4.0,4,6.0,3.3666666666666667,4,-4.538068053927697,46.762491443932824
nagoya,run3,13,30,-27.455534854203282,-34.52926322263266,-7.411009362192207,-1.1628229132813,-1.0967208700834734,-1.0913343722694973,-11.833043473818512,4.0,4,6.0,3.066666666666667,4,-3.897016537791575,52.75986769775737
nagoya,run3,14,30,-31.102771609158946,-37.28859490421228,-14.123308902158753,-1.2546675745899025,-1.09838726438358,-1.0200015620334877,-15.845056764244427,3.966666666666667,3,5.366666666666666,3.7666666666666666,6,-4.688426357614022,50.56405837932325
nagoya,run3,15,30,-30.259346456138562,-36.8487206092966,-11.04215275599896,-1.2060611975014486,-1.0538596565870184,-1.0011808126950115,-13.78182021595443,5.166666666666667,3,6.533333333333333,3.4,6,-4.418003477137691,52.04464316088543
nagoya,run3,16,30,-29.982661609867403,-36.24431576016295,-12.502489762030192,-1.2433018777514593,-1.0552198169392222,-0.9908293304736719,-14.332983710895126,5.266666666666667,3,6.866666666666666,3.8,8,-4.442013569924986,50.329702311811374
nagoya,run3,17,30,-28.93972103079659,-34.108638579715404,-7.368455739706952,-1.1996641438835198,-0.9816811908646842,-0.9755416890903776,-12.492069691764879,6.333333333333333,4,7.766666666666667,3.3,6,-4.51455068299587,50.49989947760151
nagoya,run3,18,30,-31.09947520265375,-36.18972742640626,-12.13018864682351,-1.1117876028396918,-0.9762502145414891,-0.9629161945219769,-14.711332267703524,6.0,3,6.233333333333333,3.6333333333333333,7,-3.410230591601848,53.21425894440818
