city,run,window_index,epoch_count,sat_count_mean,nlos_count_mean,utd_candidate_sat_count_mean,utd_candidate_sat_count_max,utd_candidate_nlos_sat_count_mean,utd_candidate_nlos_sat_count_max,utd_candidate_count_total_mean,utd_candidate_count_total_max,utd_candidate_count_nlos_mean,utd_candidate_count_nlos_max,utd_min_excess_path_m_mean,utd_min_excess_path_m_min,utd_min_edge_distance_m_mean,utd_min_edge_distance_m_min,utd_min_fresnel_v_mean,utd_min_fresnel_v_min,utd_score_sum_mean,utd_score_sum_max,utd_score_nlos_sum_mean,utd_score_nlos_sum_max,utd_edge_count_total,utd_edge_boundary_count
tokyo,run2,0,5,23.8,0.0,1.0,1,0.0,0,10.4,25,0.0,0,3.938760602287948,0.9938330175355076,16.96370322893907,8.772489021535618,8.398584691458254,4.541562813693887,1.6608835302167066,4.110493309848979,0.0,0.0,50000,19
tokyo,run2,1,5,21.0,0.2,2.2,5,0.2,1,9.8,20,0.6,3,3.870791287533939,0.0,15.570552242475458,0.0,7.25927100565273,0.0,0.8765606802513236,2.350614432179359,0.0463469097178764,0.2317345485893824,50000,19
tokyo,run2,2,5,20.2,0.4,6.2,12,0.4,1,123.6,226,13.4,43,0.9257396809756756,3.318116068840027e-05,6.46030909719119,0.1219904448880559,2.9686624377622826,0.0264108292480534,25.080328489426,74.28985530977087,5.567767198054798,18.877042883818135,50000,19
tokyo,run2,3,5,17.8,4.6,15.2,20,4.6,9,266.0,394,136.8,270,0.0044684074819087,5.960464477539064e-08,0.5507602805000691,0.0025088671045598,0.2373589731174243,0.0011687500065322,65.13292117318903,118.62515695595704,46.61175459815297,92.86801870669144,50000,19
tokyo,run2,4,5,17.0,4.2,15.6,19,4.2,8,278.8,474,101.2,164,0.0672578997910022,5.960464477539064e-08,1.0283577267505244,0.0024994866109892,0.5938469656428359,0.0011643799031898,60.85219972817166,85.45263661980157,34.91012112911801,57.193634001240575,50000,19
tokyo,run2,5,5,21.4,0.4,10.6,14,0.4,2,156.0,251,7.0,35,0.4320144610479474,9.2383474111557e-05,5.072008322246607,0.2014176323984204,2.638930485956517,0.0440677629328602,19.034689246263603,27.286597722154703,1.9114741419111716,9.557370709555856,50000,19
tokyo,run2,6,5,21.2,0.0,8.2,11,0.0,0,92.0,137,0.0,0,0.5412916354835033,2.3439526557922363e-05,11.185488189433745,0.0919131503097649,2.947470741679523,0.0221982577008964,9.027009061356456,14.463027161092564,0.0,0.0,50000,19
tokyo,run2,7,5,23.0,0.6,8.4,11,0.6,2,58.2,74,6.0,18,1.6790654458105565,0.8963753953576088,18.78608814461643,17.60195323237578,5.47498697490724,4.336613945949354,3.827698472291449,4.92043104103168,0.4179363839378959,1.1873188985340573,50000,19
tokyo,run2,8,5,20.6,0.8,0.8,1,0.8,1,6.4,8,6.4,8,0.0115367569029331,0.0,2.016216221473609,0.0,0.4403928588344522,0.0,4.499186874434725,5.657233132835877,4.499186874434725,5.657233132835877,50000,19
tokyo,run2,9,5,22.2,0.4,1.2,2,0.4,1,13.4,33,3.2,8,0.3374190159142017,0.0129995159804821,8.580018052861224,2.394498147895036,2.054301876300157,0.5227271064782192,4.092374324928254,5.775978669158588,2.276160016426494,5.701446141998787,50000,19
tokyo,run2,10,5,16.2,1.8,5.4,7,1.8,4,131.4,193,81.8,156,0.0613914117217063,0.0001715458929538,2.6772008276737838,0.1947607003932473,0.7454609580393214,0.0600491403260763,33.294415005916235,53.87469901287936,25.520989259021647,49.35645892020097,50000,19
tokyo,run2,11,5,14.0,1.8,6.8,10,1.8,2,141.6,236,55.6,116,0.2325300015509128,0.0003553815186023,3.973126657596107,0.304195554956306,1.1912450490843185,0.0864306007055674,22.9716819571226,44.75342649855371,12.924445818849742,19.091422857395276,50000,19
tokyo,run2,12,5,17.2,2.6,11.8,13,2.6,3,231.6,285,76.2,109,0.003702025860548,0.0002032034099102,0.9103806735528616,0.1806288203952982,0.2523112563018657,0.0653552486678675,35.33747829775103,44.49491516703918,19.721363723610104,32.006414620409856,50000,19
tokyo,run2,13,5,20.0,0.2,6.8,11,0.2,1,65.8,98,7.0,35,0.4242083705961704,0.0023330934345722,6.051069383106809,0.4286767124310436,2.634765222791811,0.2214510551103676,12.453722717830829,19.69723088908196,2.322163169865082,11.61081584932541,50000,19
tokyo,run2,14,5,20.6,0.0,7.2,13,0.0,0,76.6,157,0.0,0,0.4274051621556282,0.0849055275321006,5.798469272554233,2.4643586750298754,2.803792110260213,1.335144264818941,11.693963582260318,19.294555114837934,0.0,0.0,50000,19
tokyo,run2,15,5,10.2,0.6,4.0,8,0.6,1,63.2,133,21.6,45,0.0442687936127185,0.0001017190515995,1.696942516136038,0.152952996414202,0.6632541223060937,0.0462398791549784,15.152739249257646,27.40244998449573,6.685114825245324,12.663258253897151,50000,19
tokyo,run2,16,5,11.0,0.6,3.4,7,0.6,2,57.2,148,29.8,104,0.0352447107434272,0.0,1.5495737715362825,0.0,0.6010533935103981,0.0,15.119160215551332,42.51192195988325,8.862482413333831,31.710675198426937,50000,19
tokyo,run2,17,5,10.6,0.4,2.0,5,0.4,1,33.2,119,15.6,71,0.7983800627291202,4.284083843231201e-07,11.391899603497333,0.0095419889046479,3.186501220412928,0.0030112728798607,7.851369264439103,32.357956347185976,5.404185058585371,24.26672626980631,50000,19
tokyo,run2,18,5,11.6,0.8,1.8,3,0.8,1,48.8,98,27.2,34,0.0150969348847866,0.0,1.9336024321570189,0.0,0.5023951558616011,0.0,10.62604389129363,17.953584140978997,7.860930822049037,9.91490054735358,50000,19
tokyo,run2,19,5,12.4,0.8,3.8,5,0.8,3,109.2,157,37.0,139,0.0848400734364986,3.725290298461914e-09,3.4850697542735767,0.0004121681603646,1.0201406441741097,0.0001504516012504,19.87266768738322,38.04073742141331,7.5612908963277,21.098781190596203,50000,19
tokyo,run2,20,5,13.4,1.2,8.8,12,1.2,2,141.0,215,39.2,80,0.0081876836717128,0.0002241060137748,1.2000864093999302,0.2153587024933916,0.3588862225016214,0.0686352586063651,21.72941583227164,39.853494307546576,11.001594137359632,22.657787493917755,50000,19
tokyo,run2,21,5,15.6,1.4,6.0,7,1.4,4,88.4,144,49.8,109,0.4228967495262622,0.0001984387636184,6.540257148254919,0.1959027496365292,1.9124260723362103,0.0645848160519718,22.32408389802934,41.26623130624612,17.214699060481014,39.31594357078302,50000,19
tokyo,run2,22,5,15.8,1.2,3.0,7,0.8,3,52.2,135,33.0,112,0.2765337392687798,0.0006850361824035,6.245195243944788,0.3491870284491824,1.7822128961408723,0.1199976053410917,13.386205307596011,39.16229572902926,9.715784562222016,33.543885047014925,50000,19
tokyo,run2,23,5,12.4,0.8,5.8,8,0.8,2,79.0,118,28.8,68,0.2629611745476722,0.0002507492899894,6.777314919607157,0.235998815338156,1.889424802138367,0.0726003952417699,14.370488831363478,25.073300766077278,7.592241138056815,17.134618446868647,50000,19
tokyo,run2,24,5,12.4,0.0,8.0,13,0.0,0,88.2,138,0.0,0,0.0315492384135723,0.0,2.751241773764524,0.0,0.6715082023971405,0.0,14.618809965492003,25.46894335237401,0.0,0.0,50000,19
tokyo,run2,25,5,17.2,0.4,9.4,12,0.4,1,151.2,230,13.8,45,0.0343431204557418,0.00020008161664,2.8176844859750654,0.2134545788547792,0.7000025646896422,0.0648518110686874,23.50205586307383,31.028021836035904,4.470167589273335,11.556024155673285,50000,19
tokyo,run2,26,5,17.8,0.8,6.2,11,0.8,1,111.8,223,17.0,25,0.0531357750296592,7.7076256275177e-06,2.1570946052632687,0.0533534808555797,0.6813409000973909,0.0127301531263147,25.025674780012523,30.237734737484487,8.765018152514289,14.433877478899054,50000,19
tokyo,run2,27,5,20.2,0.2,7.2,19,0.2,1,26.4,75,1.6,8,0.9545741863548756,0.0,8.366509396955191,0.0,3.203717741566023,0.0,4.7995421855722,15.714718586648196,0.7728798008203792,3.864399004101896,50000,19
tokyo,run2,28,5,20.6,0.0,4.0,16,0.0,0,31.6,102,0.0,0,2.7389915492385626,0.8509873822331429,13.53294516207939,4.837733113465803,7.166808879759993,4.165451316732014,4.770416677090055,16.63367927623704,0.0,0.0,50000,19
tokyo,run2,29,5,20.6,0.0,1.4,3,0.0,0,17.4,31,0.0,0,3.947604916244745,0.3044725870713591,15.211821811171587,4.811114772621814,8.05348799126279,2.52478801962889,2.5684897040761654,6.133402043204213,0.0,0.0,50000,19
tokyo,run2,30,2,22.0,0.0,1.0,1,0.0,0,8.5,12,0.0,0,3.300497700460255,0.8995021311566234,14.997906145348177,8.346662826339942,7.454862509593745,4.323262125033875,1.7068750705852276,3.0037599356575195,0.0,0.0,50000,19
