sat_count,los_count,nlos_count,utd_candidate_sat_count,utd_candidate_nlos_sat_count,utd_candidate_count_total,utd_candidate_count_nlos,utd_min_excess_path_m,utd_min_edge_distance_m,utd_min_fresnel_v,utd_score_sum,utd_score_nlos_sum,city,run,epoch,gps_tow,utd_edge_count_total,utd_edge_boundary_count
23,23,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,tokyo,run3,0,179460.0,50000,12
23,23,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,tokyo,run3,60,179472.0,50000,12
23,23,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,tokyo,run3,120,179484.0,50000,12
23,23,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,tokyo,run3,180,179496.0,50000,12
20,20,0,1,0,4,0,6.078775123693049,22.416094255026238,10.909816110812008,0.26145507086376707,0.0,tokyo,run3,240,179508.0,50000,12
20,20,0,1,0,2,0,5.336856819689274,20.833960999436385,10.26069077170889,0.18275468291713987,0.0,tokyo,run3,300,179520.0,50000,12
23,23,0,1,0,1,0,5.812911454588175,23.011060237489158,10.717215049124274,0.07488875026427128,0.0,tokyo,run3,360,179532.0,50000,12
22,22,0,1,0,3,0,5.015133813023567,19.272534304481905,9.936453158785922,0.25634289785545367,0.0,tokyo,run3,420,179544.0,50000,12
21,21,0,2,0,4,0,5.000790771096945,19.073928396121453,9.917485842573878,0.31623068250400227,0.0,tokyo,run3,480,179556.0,50000,12
19,19,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,tokyo,run3,540,179568.0,50000,12
20,20,0,3,0,4,0,8.178572226315737,19.46775483360499,12.0882185446295,0.25232909290739713,0.0,tokyo,run3,600,179580.0,50000,12
22,22,0,1,0,1,0,5.795991091057658,20.10153273688609,10.605719994141603,0.1002635732203166,0.0,tokyo,run3,660,179592.0,50000,12
22,21,1,2,1,28,19,0.013738498091697693,2.338601706644808,0.5373780287622393,6.141956645484565,4.742117786943506,tokyo,run3,720,179604.0,50000,12
21,21,0,1,0,1,0,3.2070429772138596,24.39668660531239,8.140479042865977,0.0742720326424159,0.0,tokyo,run3,780,179616.0,50000,12
14,13,1,13,1,119,27,0.005697928369045258,1.1833677253716368,0.3460758632453436,24.29015090931919,10.344148510257453,tokyo,run3,840,179628.0,50000,12
14,13,1,6,1,68,20,1.9669532775878906e-06,0.01978297050430338,0.006429374716714546,14.994664954659251,8.005052251212206,tokyo,run3,900,179640.0,50000,12
17,16,1,9,1,89,21,7.291138172149658e-05,0.12044270771823044,0.039150096486650764,16.98181418348718,8.01839098249379,tokyo,run3,960,179652.0,50000,12
19,17,2,10,2,130,53,0.000245559960603714,0.2209901801578146,0.07184561710570776,27.780824632813008,17.318198727053208,tokyo,run3,1020,179664.0,50000,12
20,18,2,11,2,138,53,0.0005196742713451385,0.32142559335182186,0.10451596128477171,28.758157905413945,17.34427441908204,tokyo,run3,1080,179676.0,50000,12
18,17,1,15,1,170,18,0.008375853300094604,1.0033058145888056,0.4195822913044541,29.506178275682597,6.19109832824328,tokyo,run3,1140,179688.0,50000,12
14,14,0,9,0,37,0,6.2291239239275455,16.00059730983321,10.993058960719269,2.2845950555620775,0.0,tokyo,run3,1200,179700.0,50000,12
18,14,4,8,4,167,83,0.00022514909505844116,0.20215948311979634,0.06879509948105886,48.4569725557275,26.768586867683084,tokyo,run3,1260,179712.0,50000,12
20,13,7,19,7,274,160,1.4502555131912231e-05,0.06455047280467266,0.017460416134209775,77.21717278102446,59.95103504988266,tokyo,run3,1320,179724.0,50000,12
11,11,0,5,0,68,0,0.1718726046383381,5.815910923105405,1.89990631865662,13.98239764616508,0.0,tokyo,run3,1380,179736.0,50000,12
18,18,0,17,0,207,0,0.017124470323324203,2.374504536861685,0.5999501043424454,34.02497233295573,0.0,tokyo,run3,1440,179748.0,50000,12
18,18,0,6,0,47,0,0.8724247813224792,14.415752221136204,4.278494905259505,3.8006818424217936,0.0,tokyo,run3,1500,179760.0,50000,12
21,20,1,18,1,213,21,0.3527131862938404,8.73760397070787,2.721595249995665,25.464629115464586,2.93057627794247,tokyo,run3,1560,179772.0,50000,12
19,18,1,17,1,143,22,1.6976700760424137,8.622020594493346,5.959654164573049,16.78671899614412,3.271372455561622,tokyo,run3,1620,179784.0,50000,12
20,19,1,18,1,176,22,0.30455781519412994,8.632443346565312,2.5291266251202655,22.279563923253694,3.2890618083758385,tokyo,run3,1680,179796.0,50000,12
19,18,1,17,1,167,22,0.30775148048996925,8.64287767909504,2.5423413820477507,21.374432283514558,3.3068863222804863,tokyo,run3,1740,179808.0,50000,12
19,18,1,17,1,139,22,1.6167011372745037,8.653323460381978,5.816452745670378,15.736470799449881,3.324845805345303,tokyo,run3,1800,179820.0,50000,12
18,17,1,14,1,142,28,0.49207689240574837,9.249135325806801,3.213831507384251,18.80891664430957,4.902940596182253,tokyo,run3,1860,179832.0,50000,12
18,18,0,4,0,62,0,0.34836195036768913,8.73956912357176,2.703886413793906,8.72443606253367,0.0,tokyo,run3,1920,179844.0,50000,12
14,14,0,14,0,177,0,0.27886296436190605,9.671852828615704,2.420221873727484,18.666490196707727,0.0,tokyo,run3,1980,179856.0,50000,12
17,17,0,11,0,109,0,0.17801209539175034,3.8873462877959857,1.932358511982152,17.272626611351974,0.0,tokyo,run3,2040,179868.0,50000,12
18,17,1,10,1,110,16,0.4481932371854782,6.132951077794187,3.0612152037398297,18.35150012075959,3.175014732956951,tokyo,run3,2100,179880.0,50000,12
17,17,0,9,0,94,0,0.4458813779056072,6.1171974900915105,3.0533519226806747,15.279739680164685,0.0,tokyo,run3,2160,179892.0,50000,12
