city,run,window_index,epoch_count,eff_db_p10_mean,eff_db_p10_min,eff_db_p50_mean,eff_db_p90_mean,eff_db_max_mean,eff_db_max_max,eff_db_mean_mean,usable_count_mean,usable_count_min,marginal_count_mean,nlos_at_high_elev_count_mean,nlos_at_high_elev_count_max,gain_db_mean_mean,elev_deg_p50_mean
tokyo,run3,0,30,-15.507287742028844,-15.57917828406817,-4.502229224133793,-0.9166532650673798,-0.0008072818386940659,-0.0007279717063232763,-6.68482638081376,10.0,10,19.0,0.0,0,-5.5484627444501236,36.58271236467345
tokyo,run3,1,30,-16.64457577680113,-29.063116093557483,-4.200914654624333,-0.8780209333426096,-0.0006437287849720719,-0.0005646806058246241,-6.591664920186307,10.0,10,17.7,0.5,2,-5.285691653686725,39.58911829287613
tokyo,run3,2,30,-26.922287105077693,-35.986036707795044,-3.8185506892841845,-0.8456241388951128,-0.000480324210009824,-0.0004032018950768545,-8.719583740927867,9.9,9,16.2,1.0,3,-4.802630207555568,41.34434141803676
tokyo,run3,3,30,-24.841323702955425,-36.86297775772712,-3.1568306723928865,-0.8087337817738895,-0.0003225810956033736,-0.00024775801357022014,-7.89654120001397,10.0,10,16.633333333333333,0.8666666666666667,1,-4.452715131574899,44.281097284707094
tokyo,run3,4,30,-10.906154856849366,-16.436252220866088,-3.870723838326358,-0.8587347655325471,-0.00017534149250151293,-0.00010837998785329512,-5.409265755978814,9.933333333333334,9,18.466666666666665,0.03333333333333333,1,-4.854763971213871,39.99743618831422
tokyo,run3,5,30,-23.463192010303374,-32.92136573538728,-3.515184765399357,-0.6962509569355755,-3.8296124851463905e-05,2.979858572440558e-05,-8.33206242393213,8.633333333333333,5,13.366666666666667,0.9666666666666667,3,-4.3272188198238215,47.707400688038184
tokyo,run3,6,30,-32.68481936829327,-33.058672491934985,-5.109928395276008,-0.6979567773623895,0.00010565483995533783,0.0001760973270632744,-13.04174069604717,7.333333333333333,6,10.333333333333334,1.9666666666666666,2,-4.606504320795315,46.894471150075205
tokyo,run3,7,30,-31.99328747584217,-34.15809092985687,-7.417502016808263,-0.7092448710773763,0.0002485312479224023,0.00031267061838502204,-13.595406956468736,7.033333333333333,4,10.3,2.7333333333333334,6,-4.33693192903086,46.13016824557776
tokyo,run3,8,30,-28.356388900137084,-35.074125722253655,-9.887499068403553,-0.7778717938952033,-0.014800805577487348,0.0004459682775594435,-12.945210374842459,6.5,4,9.733333333333333,2.933333333333333,6,-3.9016249290704814,48.43679215143752
tokyo,run3,9,30,-29.92358501054713,-36.436094163550365,-7.059834461190309,-0.7890224706373421,0.0005108010809101711,0.0005696419738142562,-12.623511959627974,6.6,3,9.733333333333333,2.0,8,-4.411376396389471,45.923826492758295
tokyo,run3,10,30,-32.81731693403477,-34.09024655991641,-5.739807169061385,-0.7416810483407233,0.0006351618876066949,0.0006985487656675527,-12.699062517301371,7.7,6,12.266666666666667,2.1666666666666665,4,-4.577772773333608,44.008155949514645
tokyo,run3,11,30,-31.14216769243861,-33.972246230245034,-4.924937052409876,-0.7178539590452967,0.0007659846490762795,0.0008285097161624207,-10.891685198069286,8.0,8,13.0,1.5666666666666667,2,-4.501158738947625,45.861173913219275
tokyo,run3,12,30,-24.604085765274977,-38.11364679758363,-4.131539757002437,-0.6980363227803731,0.0008906094395101695,0.0009457166966523997,-9.387723818088613,8.5,7,13.133333333333333,1.4666666666666666,3,-4.030504372730624,47.84933803948946
tokyo,run3,13,30,-18.665304867772175,-37.528753123450855,-3.2900263964028835,-0.6872079545058773,0.0010047019397530401,0.0010622519696288878,-7.604152604772514,8.866666666666667,6,13.6,1.2666666666666666,6,-3.959720329245038,50.124981161912146
