city,run,epoch,gps_tow,sat_id,los_gt,reflection_present,excess_delay_m
nagoya,run1,0,550380.0,E04,True,True,53.640489380806684
nagoya,run1,0,550380.0,E09,True,True,53.640489380806684
nagoya,run1,0,550380.0,E11,True,True,53.640489380806684
nagoya,run1,0,550380.0,E31,True,True,53.640489380806684
nagoya,run1,0,550380.0,E36,True,True,53.640489380806684
nagoya,run1,0,550380.0,G10,True,True,53.640489380806684
nagoya,run1,0,550380.0,G12,True,True,53.640489380806684
nagoya,run1,0,550380.0,G15,True,True,53.640489380806684
nagoya,run1,0,550380.0,G23,True,True,53.640489380806684
nagoya,run1,0,550380.0,G24,True,True,53.640489380806684
nagoya,run1,0,550380.0,G25,True,True,53.640489380806684
nagoya,run1,0,550380.0,G32,True,True,53.640489380806684
nagoya,run1,0,550380.0,J02,True,True,53.640489380806684
nagoya,run1,0,550380.0,J03,True,True,53.640489380806684
nagoya,run1,0,550380.0,J07,True,True,53.640489380806684
nagoya,run1,0,550380.0,R03,True,True,53.640489380806684
nagoya,run1,60,550392.0,E04,True,True,53.632207840681076
nagoya,run1,60,550392.0,E09,True,True,53.632207840681076
nagoya,run1,60,550392.0,E11,True,True,53.632207840681076
nagoya,run1,60,550392.0,E31,True,True,53.632207840681076
nagoya,run1,60,550392.0,E36,True,True,53.632207840681076
nagoya,run1,60,550392.0,G10,True,True,53.632207840681076
nagoya,run1,60,550392.0,G12,True,True,53.632207840681076
nagoya,run1,60,550392.0,G15,True,True,53.632207840681076
nagoya,run1,60,550392.0,G18,True,True,53.632207840681076
nagoya,run1,60,550392.0,G23,True,True,53.632207840681076
nagoya,run1,60,550392.0,G24,True,True,53.632207840681076
nagoya,run1,60,550392.0,G25,True,True,53.632207840681076
nagoya,run1,60,550392.0,G32,True,True,53.632207840681076
nagoya,run1,60,550392.0,J02,True,True,53.632207840681076
nagoya,run1,60,550392.0,J03,True,True,53.632207840681076
nagoya,run1,60,550392.0,J07,True,True,53.632207840681076
nagoya,run1,60,550392.0,R03,True,True,53.632207840681076
nagoya,run1,120,550404.0,E04,True,True,53.62091547250748
nagoya,run1,120,550404.0,E09,True,True,53.62091547250748
nagoya,run1,120,550404.0,E11,True,True,53.62091547250748
nagoya,run1,120,550404.0,E31,True,True,53.62091547250748
nagoya,run1,120,550404.0,E36,True,True,53.62091547250748
nagoya,run1,120,550404.0,G10,True,True,53.62091547250748
nagoya,run1,120,550404.0,G12,True,True,53.62091547250748
nagoya,run1,120,550404.0,G13,False,True,53.62091547250748
nagoya,run1,120,550404.0,G18,True,True,53.62091547250748
nagoya,run1,120,550404.0,G23,True,True,53.62091547250748
nagoya,run1,120,550404.0,G24,True,True,53.62091547250748
nagoya,run1,120,550404.0,G25,True,True,53.62091547250748
nagoya,run1,120,550404.0,G32,True,True,53.62091547250748
nagoya,run1,120,550404.0,J02,True,True,53.62091547250748
nagoya,run1,120,550404.0,J03,True,True,53.62091547250748
nagoya,run1,120,550404.0,J07,True,True,53.62091547250748
nagoya,run1,120,550404.0,R03,True,True,53.62091547250748
nagoya,run1,180,550416.0,E04,True,True,53.61056736856699
nagoya,run1,180,550416.0,E09,True,True,53.61056736856699
nagoya,run1,180,550416.0,E11,True,True,53.61056736856699
nagoya,run1,180,550416.0,E31,True,True,53.61056736856699
nagoya,run1,180,550416.0,E36,True,True,53.61056736856699
nagoya,run1,180,550416.0,G10,True,True,53.61056736856699
nagoya,run1,180,550416.0,G12,True,True,53.61056736856699
nagoya,run1,180,550416.0,G18,True,True,53.61056736856699
nagoya,run1,180,550416.0,G23,True,True,53.61056736856699
nagoya,run1,180,550416.0,G24,True,True,53.61056736856699
nagoya,run1,180,550416.0,G25,True,True,53.61056736856699
nagoya,run1,180,550416.0,G32,True,True,53.61056736856699
nagoya,run1,180,550416.0,J02,True,True,53.61056736856699
nagoya,run1,180,550416.0,J03,True,True,53.61056736856699
nagoya,run1,180,550416.0,J07,True,True,53.61056736856699
nagoya,run1,180,550416.0,R03,True,True,53.61056736856699
nagoya,run1,240,550428.0,E04,True,True,53.59040282294154
nagoya,run1,240,550428.0,E09,True,True,53.59040282294154
nagoya,run1,240,550428.0,E11,True,True,53.59040282294154
nagoya,run1,240,550428.0,E31,True,True,53.59040282294154
nagoya,run1,240,550428.0,E36,True,True,53.59040282294154
nagoya,run1,240,550428.0,G10,True,True,53.59040282294154
nagoya,run1,240,550428.0,G12,True,True,53.59040282294154
nagoya,run1,240,550428.0,G23,True,True,53.59040282294154
nagoya,run1,240,550428.0,G24,True,True,53.59040282294154
nagoya,run1,240,550428.0,G25,True,True,53.59040282294154
nagoya,run1,240,550428.0,G32,True,True,53.59040282294154
nagoya,run1,240,550428.0,J02,True,True,53.59040282294154
nagoya,run1,240,550428.0,J03,True,True,53.59040282294154
nagoya,run1,240,550428.0,J07,True,True,53.59040282294154
nagoya,run1,240,550428.0,R03,True,True,53.59040282294154
nagoya,run1,300,550440.0,E04,True,True,53.76204797625542
nagoya,run1,300,550440.0,E09,True,True,53.76204797625542
nagoya,run1,300,550440.0,E11,True,True,53.76204797625542
nagoya,run1,300,550440.0,E31,True,True,53.76204797625542
nagoya,run1,300,550440.0,E36,True,True,53.76204797625542
nagoya,run1,300,550440.0,G10,True,True,53.76204797625542
nagoya,run1,300,550440.0,G12,True,True,53.76204797625542
nagoya,run1,300,550440.0,G15,True,True,53.76204797625542
nagoya,run1,300,550440.0,G18,True,True,53.76204797625542
nagoya,run1,300,550440.0,G23,True,True,53.76204797625542
nagoya,run1,300,550440.0,G24,True,True,53.76204797625542
nagoya,run1,300,550440.0,G25,True,True,53.76204797625542
nagoya,run1,300,550440.0,G32,True,True,53.76204797625542
nagoya,run1,300,550440.0,J02,True,True,53.76204797625542
nagoya,run1,300,550440.0,J03,True,True,53.76204797625542
nagoya,run1,300,550440.0,J07,True,True,53.76204797625542
nagoya,run1,300,550440.0,R03,True,True,53.76204797625542
nagoya,run1,360,550452.0,E04,True,False,0.0
nagoya,run1,360,550452.0,E09,True,False,0.0
nagoya,run1,360,550452.0,E11,True,False,0.0
nagoya,run1,360,550452.0,E19,True,False,0.0
nagoya,run1,360,550452.0,E21,True,False,0.0
nagoya,run1,360,550452.0,E31,True,False,0.0
nagoya,run1,360,550452.0,E36,True,False,0.0
nagoya,run1,360,550452.0,G10,True,False,0.0
nagoya,run1,360,550452.0,G12,True,False,0.0
nagoya,run1,360,550452.0,G15,True,False,0.0
nagoya,run1,360,550452.0,G18,True,False,0.0
nagoya,run1,360,550452.0,G23,True,False,0.0
nagoya,run1,360,550452.0,G24,True,False,0.0
nagoya,run1,360,550452.0,G25,True,False,0.0
nagoya,run1,360,550452.0,G32,True,False,0.0
nagoya,run1,360,550452.0,J02,True,False,0.0
nagoya,run1,360,550452.0,J03,True,False,0.0
nagoya,run1,360,550452.0,J07,True,False,0.0
nagoya,run1,360,550452.0,R03,True,False,0.0
nagoya,run1,420,550464.0,E04,True,True,69.57301684841514
nagoya,run1,420,550464.0,E09,True,True,69.57301684841514
nagoya,run1,420,550464.0,E11,True,True,69.57301684841514
nagoya,run1,420,550464.0,E19,True,True,69.57301684841514
nagoya,run1,420,550464.0,E21,True,True,69.57301684841514
nagoya,run1,420,550464.0,E31,True,True,69.57301684841514
nagoya,run1,420,550464.0,E36,True,True,69.57301684841514
nagoya,run1,420,550464.0,G10,True,True,69.57301684841514
nagoya,run1,420,550464.0,G12,True,True,69.57301684841514
nagoya,run1,420,550464.0,G15,True,True,69.57301684841514
nagoya,run1,420,550464.0,G18,True,True,69.57301684841514
nagoya,run1,420,550464.0,G23,True,True,69.57301684841514
nagoya,run1,420,550464.0,G24,True,True,69.57301684841514
nagoya,run1,420,550464.0,G25,True,True,69.57301684841514
nagoya,run1,420,550464.0,G32,True,True,69.57301684841514
nagoya,run1,420,550464.0,J02,True,True,69.57301684841514
nagoya,run1,420,550464.0,J03,True,True,69.57301684841514
nagoya,run1,420,550464.0,J07,True,True,69.57301684841514
nagoya,run1,420,550464.0,R03,True,True,69.57301684841514
nagoya,run1,480,550476.0,E04,True,True,61.31668617576361
nagoya,run1,480,550476.0,E09,True,True,61.31668617576361
nagoya,run1,480,550476.0,E10,True,True,61.31668617576361
nagoya,run1,480,550476.0,E11,True,True,61.31668617576361
nagoya,run1,480,550476.0,E19,True,True,61.31668617576361
nagoya,run1,480,550476.0,E21,True,True,61.31668617576361
nagoya,run1,480,550476.0,E31,True,True,61.31668617576361
nagoya,run1,480,550476.0,E36,True,True,61.31668617576361
nagoya,run1,480,550476.0,G10,True,True,61.31668617576361
nagoya,run1,480,550476.0,G12,True,True,61.31668617576361
nagoya,run1,480,550476.0,G13,True,True,61.31668617576361
nagoya,run1,480,550476.0,G15,True,True,61.31668617576361
nagoya,run1,480,550476.0,G18,True,True,61.31668617576361
nagoya,run1,480,550476.0,G23,True,True,61.31668617576361
nagoya,run1,480,550476.0,G24,True,True,61.31668617576361
nagoya,run1,480,550476.0,G25,True,True,61.31668617576361
nagoya,run1,480,550476.0,G32,True,True,61.31668617576361
nagoya,run1,480,550476.0,J02,True,True,61.31668617576361
nagoya,run1,480,550476.0,J03,True,True,61.31668617576361
nagoya,run1,480,550476.0,J07,True,True,61.31668617576361
nagoya,run1,480,550476.0,R03,True,True,61.31668617576361
nagoya,run1,540,550488.0,E04,True,True,110.80078312009573
nagoya,run1,540,550488.0,E09,True,True,110.80078312009573
nagoya,run1,540,550488.0,E10,True,True,110.80078312009573
nagoya,run1,540,550488.0,E11,True,True,110.80078312009573
nagoya,run1,540,550488.0,E19,True,True,110.80078312009573
nagoya,run1,540,550488.0,E21,False,True,110.80078312009573
nagoya,run1,540,550488.0,E31,True,True,110.80078312009573
nagoya,run1,540,550488.0,E36,True,True,110.80078312009573
nagoya,run1,540,550488.0,G10,True,True,110.80078312009573
nagoya,run1,540,550488.0,G12,True,True,110.80078312009573
nagoya,run1,540,550488.0,G13,True,True,110.80078312009573
nagoya,run1,540,550488.0,G15,True,True,110.80078312009573
nagoya,run1,540,550488.0,G18,True,True,110.80078312009573
nagoya,run1,540,550488.0,G23,True,True,110.80078312009573
nagoya,run1,540,550488.0,G24,True,True,110.80078312009573
nagoya,run1,540,550488.0,G25,True,True,110.80078312009573
nagoya,run1,540,550488.0,G32,True,True,110.80078312009573
nagoya,run1,540,550488.0,J02,True,True,110.80078312009573
nagoya,run1,540,550488.0,J03,True,True,110.80078312009573
nagoya,run1,540,550488.0,J07,True,True,110.80078312009573
nagoya,run1,540,550488.0,R03,True,True,110.80078312009573
nagoya,run1,600,550500.0,E04,True,False,0.0
nagoya,run1,600,550500.0,E09,True,False,0.0
nagoya,run1,600,550500.0,E10,True,False,0.0
nagoya,run1,600,550500.0,E11,True,False,0.0
nagoya,run1,600,550500.0,E19,True,False,0.0
nagoya,run1,600,550500.0,E21,False,False,0.0
nagoya,run1,600,550500.0,E31,True,False,0.0
nagoya,run1,600,550500.0,E36,True,False,0.0
nagoya,run1,600,550500.0,G10,True,False,0.0
nagoya,run1,600,550500.0,G12,True,False,0.0
nagoya,run1,600,550500.0,G13,True,False,0.0
nagoya,run1,600,550500.0,G15,True,False,0.0
nagoya,run1,600,550500.0,G18,True,False,0.0
nagoya,run1,600,550500.0,G23,True,False,0.0
nagoya,run1,600,550500.0,G24,True,False,0.0
nagoya,run1,600,550500.0,G25,True,False,0.0
nagoya,run1,600,550500.0,G32,True,False,0.0
nagoya,run1,600,550500.0,J02,True,False,0.0
nagoya,run1,600,550500.0,J03,True,False,0.0
nagoya,run1,600,550500.0,J07,True,False,0.0
nagoya,run1,600,550500.0,R03,True,False,0.0
nagoya,run1,660,550512.0,E04,True,True,92.34819860756397
nagoya,run1,660,550512.0,E09,True,True,92.34819860756397
nagoya,run1,660,550512.0,E10,True,True,92.34819860756397
nagoya,run1,660,550512.0,E11,True,True,92.34819860756397
nagoya,run1,660,550512.0,E19,True,True,92.34819860756397
nagoya,run1,660,550512.0,E21,False,True,92.34819860756397
nagoya,run1,660,550512.0,E31,True,True,92.34819860756397
nagoya,run1,660,550512.0,E36,True,True,92.34819860756397
nagoya,run1,660,550512.0,G10,True,True,92.34819860756397
nagoya,run1,660,550512.0,G12,True,True,92.34819860756397
nagoya,run1,660,550512.0,G13,True,True,92.34819860756397
nagoya,run1,660,550512.0,G15,True,True,92.34819860756397
nagoya,run1,660,550512.0,G23,True,True,92.34819860756397
nagoya,run1,660,550512.0,G24,True,True,92.34819860756397
nagoya,run1,660,550512.0,G25,True,True,92.34819860756397
nagoya,run1,660,550512.0,G32,True,True,92.34819860756397
nagoya,run1,660,550512.0,J02,True,True,92.34819860756397
nagoya,run1,660,550512.0,J03,True,True,92.34819860756397
nagoya,run1,660,550512.0,J07,True,True,92.34819860756397
nagoya,run1,660,550512.0,R03,True,True,92.34819860756397
