city,run,epoch,gps_tow,sat_id,los_gt,reflection_present,excess_delay_m
tokyo,run2,0,177000.0,E02,True,False,0.0
tokyo,run2,0,177000.0,E04,True,False,0.0
tokyo,run2,0,177000.0,E09,True,False,0.0
tokyo,run2,0,177000.0,E10,True,False,0.0
tokyo,run2,0,177000.0,E11,True,False,0.0
tokyo,run2,0,177000.0,E12,True,False,0.0
tokyo,run2,0,177000.0,E19,True,False,0.0
tokyo,run2,0,177000.0,E24,True,False,0.0
tokyo,run2,0,177000.0,E25,True,False,0.0
tokyo,run2,0,177000.0,E36,True,False,0.0
tokyo,run2,0,177000.0,G03,True,False,0.0
tokyo,run2,0,177000.0,G04,True,False,0.0
tokyo,run2,0,177000.0,G06,True,False,0.0
tokyo,run2,0,177000.0,G09,True,False,0.0
tokyo,run2,0,177000.0,G11,True,False,0.0
tokyo,run2,0,177000.0,G12,True,False,0.0
tokyo,run2,0,177000.0,G14,True,False,0.0
tokyo,run2,0,177000.0,G17,True,False,0.0
tokyo,run2,0,177000.0,G19,True,False,0.0
tokyo,run2,0,177000.0,G20,True,False,0.0
tokyo,run2,0,177000.0,G22,True,False,0.0
tokyo,run2,0,177000.0,J02,True,False,0.0
tokyo,run2,0,177000.0,J03,True,False,0.0
tokyo,run2,0,177000.0,J07,True,False,0.0
tokyo,run2,0,177000.0,R20,True,False,0.0
tokyo,run2,200,177040.0,E02,True,False,0.0
tokyo,run2,200,177040.0,E04,True,False,0.0
tokyo,run2,200,177040.0,E09,True,False,0.0
tokyo,run2,200,177040.0,E10,True,False,0.0
tokyo,run2,200,177040.0,E11,True,False,0.0
tokyo,run2,200,177040.0,E12,True,False,0.0
tokyo,run2,200,177040.0,E19,True,False,0.0
tokyo,run2,200,177040.0,E24,True,False,0.0
tokyo,run2,200,177040.0,E25,True,False,0.0
tokyo,run2,200,177040.0,E36,True,False,0.0
tokyo,run2,200,177040.0,G03,True,False,0.0
tokyo,run2,200,177040.0,G04,True,False,0.0
tokyo,run2,200,177040.0,G06,True,False,0.0
tokyo,run2,200,177040.0,G09,True,False,0.0
tokyo,run2,200,177040.0,G11,True,False,0.0
tokyo,run2,200,177040.0,G12,True,False,0.0
tokyo,run2,200,177040.0,G14,True,False,0.0
tokyo,run2,200,177040.0,G17,True,False,0.0
tokyo,run2,200,177040.0,G19,True,False,0.0
tokyo,run2,200,177040.0,G20,True,False,0.0
tokyo,run2,200,177040.0,G22,True,False,0.0
tokyo,run2,200,177040.0,J02,True,False,0.0
tokyo,run2,200,177040.0,J03,True,False,0.0
tokyo,run2,200,177040.0,J07,True,False,0.0
tokyo,run2,200,177040.0,R20,True,False,0.0
tokyo,run2,400,177080.0,E04,True,True,50.30323650315404
tokyo,run2,400,177080.0,E10,True,True,50.30323650315404
tokyo,run2,400,177080.0,E11,True,True,50.30323650315404
tokyo,run2,400,177080.0,E12,True,True,50.30323650315404
tokyo,run2,400,177080.0,E19,True,True,50.30323650315404
tokyo,run2,400,177080.0,E24,True,True,50.30323650315404
tokyo,run2,400,177080.0,E25,True,True,50.30323650315404
tokyo,run2,400,177080.0,G03,True,True,50.30323650315404
tokyo,run2,400,177080.0,G04,True,True,50.30323650315404
tokyo,run2,400,177080.0,G06,True,True,50.30323650315404
tokyo,run2,400,177080.0,G09,True,True,50.30323650315404
tokyo,run2,400,177080.0,G11,True,True,50.30323650315404
tokyo,run2,400,177080.0,G17,True,True,50.30323650315404
tokyo,run2,400,177080.0,G19,True,True,50.30323650315404
tokyo,run2,400,177080.0,G20,True,True,50.30323650315404
tokyo,run2,400,177080.0,G22,True,True,50.30323650315404
tokyo,run2,400,177080.0,J02,True,True,50.30323650315404
tokyo,run2,400,177080.0,J03,True,True,50.30323650315404
tokyo,run2,400,177080.0,J07,True,True,50.30323650315404
tokyo,run2,600,177120.0,E04,True,False,0.0
tokyo,run2,600,177120.0,E09,True,False,0.0
tokyo,run2,600,177120.0,E10,True,False,0.0
tokyo,run2,600,177120.0,E11,True,False,0.0
tokyo,run2,600,177120.0,E12,True,False,0.0
tokyo,run2,600,177120.0,E19,True,False,0.0
tokyo,run2,600,177120.0,E24,True,False,0.0
tokyo,run2,600,177120.0,E25,True,False,0.0
tokyo,run2,600,177120.0,G02,True,False,0.0
tokyo,run2,600,177120.0,G03,True,False,0.0
tokyo,run2,600,177120.0,G04,True,False,0.0
tokyo,run2,600,177120.0,G06,True,False,0.0
tokyo,run2,600,177120.0,G09,True,False,0.0
tokyo,run2,600,177120.0,G14,True,False,0.0
tokyo,run2,600,177120.0,G17,True,False,0.0
tokyo,run2,600,177120.0,G19,True,False,0.0
tokyo,run2,600,177120.0,G22,True,False,0.0
tokyo,run2,600,177120.0,J02,True,False,0.0
tokyo,run2,600,177120.0,J03,True,False,0.0
tokyo,run2,600,177120.0,J07,True,False,0.0
tokyo,run2,600,177120.0,R20,True,False,0.0
tokyo,run2,800,177160.0,E02,True,True,17.0522656776011
tokyo,run2,800,177160.0,E04,True,True,17.0522656776011
tokyo,run2,800,177160.0,E09,True,True,17.0522656776011
tokyo,run2,800,177160.0,E11,True,True,17.0522656776011
tokyo,run2,800,177160.0,E12,True,True,17.0522656776011
tokyo,run2,800,177160.0,E19,True,True,17.0522656776011
tokyo,run2,800,177160.0,E24,True,True,17.0522656776011
tokyo,run2,800,177160.0,E25,True,True,17.0522656776011
tokyo,run2,800,177160.0,E36,False,True,17.0522656776011
tokyo,run2,800,177160.0,G02,True,True,17.0522656776011
tokyo,run2,800,177160.0,G03,True,True,17.0522656776011
tokyo,run2,800,177160.0,G04,True,True,17.0522656776011
tokyo,run2,800,177160.0,G06,True,True,17.0522656776011
tokyo,run2,800,177160.0,G11,True,True,17.0522656776011
tokyo,run2,800,177160.0,G12,True,True,17.0522656776011
tokyo,run2,800,177160.0,G17,True,True,17.0522656776011
tokyo,run2,800,177160.0,G19,True,True,17.0522656776011
tokyo,run2,800,177160.0,G22,True,True,17.0522656776011
tokyo,run2,800,177160.0,J02,True,True,17.0522656776011
tokyo,run2,800,177160.0,J03,True,True,17.0522656776011
tokyo,run2,800,177160.0,J07,True,True,17.0522656776011
tokyo,run2,800,177160.0,R20,True,True,17.0522656776011
tokyo,run2,1000,177200.0,E02,True,True,17.235414903610945
tokyo,run2,1000,177200.0,E04,True,True,17.235414903610945
tokyo,run2,1000,177200.0,E10,True,True,17.235414903610945
tokyo,run2,1000,177200.0,E11,True,True,17.235414903610945
tokyo,run2,1000,177200.0,E12,True,True,17.235414903610945
tokyo,run2,1000,177200.0,E19,True,True,17.235414903610945
