tow,any_pass,best_err,path_weight,n_cand,pick_label,pick_p_pass,pick_err
555720.2,1,0.0948540985301238,0.0010000001639127,25,csig01hr,0.8643634961713272,0.7478390470256332
555960.8,1,0.1515014853359519,2.2879594496409843,44,xd_gici_c4,0.9538810869605466,0.5378911229043408
555963.0,1,0.0897118163471116,2.1560427766390875,43,xd_gici_z,0.9449336633369432,0.6252961540480694
555963.2,1,0.2825535348649499,2.145509892948568,43,xd_gici_mb,0.938278933378603,0.901146875121865
555963.4,1,0.3325417267913001,2.1342037309661333,43,xd_gici_zr,0.7146332979787156,0.9250424967896212
555963.8,1,0.3764544330373066,2.1078136060731034,41,xd_gici_combo,0.3172380765857366,1.4466857296192936
555967.2,1,0.1442974011236129,1.7876922026827016,44,csig01hr,0.8530610655204418,1.7867042093415153
555968.0,1,0.1688345344107102,1.735019955704367,41,xd_gici_combo,0.1292578008702921,2.3440005525458205
555977.6,1,0.2166654794988498,1.843029276183017,41,xd_gici_ir,0.0882679812670415,1.6739842834310945
555977.8,1,0.2429344151768309,1.8511760515305,43,rtkout3,0.1115829640453874,3.625749888127959
555985.4,1,0.2948810096980828,2.193624082565257,44,xd_gici_c4,0.4053576769930062,1.032330194360492
555985.6,1,0.305666566750199,2.2077550486545467,44,xd_gici_c4,0.575805883321717,1.048940131619727
555985.8,1,0.3276414047322891,2.2193044958692765,44,xd_gici_r,0.4516792811323886,1.0886758102953091
555986.2,1,0.3148376565898564,2.227385762390578,43,xd_gici_r,0.4842174846729197,1.0959743837656164
555986.4,1,0.3097686393017235,2.2270706654984886,41,xd_gici_r,0.7486724474141052,1.14979901304444
555986.6,1,0.2941293760510836,2.2247089263105213,43,xd_gici_r,0.5547548561623163,1.161120584049937
555986.8,1,0.3074545006473447,2.220556312078215,42,xd_gici_r,0.5944004042495854,1.0424615387109382
555990.0,1,0.39373332315799,2.121600260766525,42,xd_fgo_v14_snr38,0.9941860143589114,0.5077622376591253
555990.6,1,0.4690741945724117,2.089377054685907,37,xd_gici_z,0.8378615324111799,0.5493630947575769
555990.8,1,0.4359687145308116,2.0759970545087105,35,xd_gici_z,0.9118982242069644,0.5358097236666698
555991.0,1,0.4240449267589461,2.064879949313365,40,xd_gici_z,0.9835144556806034,0.5349430155982404
555991.2,1,0.4313475284406752,2.056169498587521,42,xd_gici_z,0.8180456021327942,0.5465702976063307
555991.4,1,0.4156112244891214,2.0471302983336064,39,xd_gici_z,0.819150903063888,0.541219308380536
555991.6,1,0.4228555074152421,2.037041517274317,39,xd_gici_z,0.861203401639578,0.55792633064671
555991.8,1,0.4305533764564013,2.030584234777604,38,xd_gici_z,0.8065619334433847,0.5685663109504157
555992.0,1,0.415349744006899,2.02060638028172,38,xd_gici_z,0.8470667237644376,0.564633022530188
555992.2,1,0.4451820974523962,2.0042317953387254,38,xd_gici_z,0.8470667237644376,0.5698542357115406
555992.4,1,0.4841882482468703,1.991601321071992,38,xd_gici_z,0.821839268861484,0.6022343811206947
555992.6,1,0.4738795838592705,1.9842385784942664,36,xd_gici_z,0.8123950263160025,0.6428459378829326
555992.8,1,0.4751296243242588,1.976843827094488,37,xd_gici_z,0.8123950263160025,0.636815240075637
555993.0,1,0.4543927483566386,1.971411319890595,38,xd_gici_z,0.8273103117129398,0.5832355097615096
555993.2,1,0.4259797765961717,1.96090184901167,38,xd_gici_z,0.8519026722452083,0.5551695688593186
555993.4,1,0.4794647532664852,1.9461132594552308,31,xd_gici_z,0.8743490298106283,0.5917453586743097
555993.6,1,0.4615453823830365,1.9382095041119087,31,xd_gici_z,0.8743490298106283,0.6335215071913995
555993.8,1,0.4846852379477453,1.9322883808397744,37,xd_gici_z,0.8512570937564975,0.6193169624485247
555994.0,1,0.4725300100396045,1.9237385404456333,37,xd_gici_z,0.8512570937564975,0.6370908412358159
555994.2,1,0.4491492513265043,1.9103264656379872,37,xd_gici_z,0.8481311948078206,0.6513815933907773
555994.4,1,0.4489597309892928,1.901132306765715,30,xd_gici_z,0.8930359778047278,0.6546133284224869
555994.6,1,0.462916849629716,1.8975190614370852,37,xd_gici_z,0.8519026722452083,0.6570312019018423
555994.8,1,0.4674531421016868,1.8937431366294155,36,xd_gici_z,0.8519026722452083,0.6582121009515718
555995.0,1,0.4668102076221854,1.8970124354113111,40,xd_gici_z,0.775828443529243,0.6730542993063318
555995.2,1,0.4759032044371565,1.9038289183518853,39,xd_gici_z,0.8512570937564975,0.7010381590011208
555995.4,1,0.4634598040581582,1.9107004332759208,40,xd_gici_z,0.812915646337457,0.7022831194138037
555995.6,1,0.4407972097534472,1.922338778501232,41,xd_gici_z,0.8051946201533795,0.7045266422307432
555995.8,1,0.4360053207105178,1.934476677625251,41,xd_gici_z,0.7837174130872456,0.7142825352797139
555996.0,1,0.4563531090991185,1.9473876961765808,41,xd_gici_z,0.7765489033997327,0.7310913760639394
555996.2,1,0.4505377343813426,1.9595356977040133,41,xd_gici_z,0.7911415284875568,0.7551811306668281
555997.2,1,0.4999583382788069,2.004752979010373,44,xd_gici_z,0.7216799885389695,0.7086145569174497
555997.4,1,0.4880495568502558,1.9976769327071855,43,xd_gici_z,0.7438534661152927,0.747095047606995
555997.6,1,0.491125370843275,1.9837568940710464,43,xd_gici_z,0.7438534661152927,0.7229279494275822
555997.8,1,0.4564412006312617,1.9606374632965564,42,xd_gici_z,0.7609986009058756,0.6257698138607082
555998.0,1,0.4212845830889266,1.938880244118705,42,xd_gici_z,0.7609986009058756,0.6225871427279073
555998.2,1,0.3746358363247985,1.92296879168522,44,xd_gici_z,0.595979802036439,0.6806775592487794
555998.4,1,0.3266971837769698,1.9166889415050696,44,xd_gici_z,0.589822993779603,0.7151820680407419
555998.6,1,0.317031307478316,1.913255585670445,37,xd_gici_z,0.7453462462995983,0.7233045973020938
555998.8,1,0.3330201342225892,1.9059172317971385,42,xd_gici_z,0.6896571602764848,0.7736044983361832
555999.0,1,0.3975930712573491,1.902901770717683,36,xd_gici_z,0.764913002704208,0.8816666831510072
555999.2,1,0.3754501299859348,1.8961903189381708,40,xd_gici_z,0.7442545585513446,0.841203626025248
555999.4,1,0.4135929401028737,1.8837946609085343,40,xd_gici_z,0.6122074695570354,0.8876524601506792
555999.6,1,0.3782692428880206,1.8696912142526672,39,xd_gici_z,0.7643776899064726,0.8600213600808236
555999.8,1,0.3927974158073512,1.856678761661242,39,xd_gici_z,0.7067094826341634,0.8649198457570391
556000.0,1,0.3960076894377163,1.8488505122503451,36,xd_gici_z,0.4400085738449302,0.86538650929067
556000.2,1,0.3996589674501596,1.83484673670235,38,xd_gici_z,0.5846701608875218,0.8753669744506981
556000.4,1,0.3837345434245536,1.8153574070369087,40,xd_gici_z,0.3729785859568167,0.8701022813536297
556000.6,1,0.4098164223355964,1.7947838364317263,40,xd_gici_z,0.5310940048504297,0.8778013497392516
556000.8,1,0.4484828870570643,1.7718120702733744,34,xd_gici_z,0.4721121700844251,0.918123020196936
556001.0,1,0.3858300402104377,1.7486452521223308,36,xd_gici_z,0.5688520180569406,0.8557956297495225
556001.2,1,0.4196533567517381,1.721846789446102,40,xd_gici_z,0.3729785859568167,0.87248418876965
556001.4,1,0.3821233048677597,1.686941195144594,39,xd_gici_z,0.5990968122804258,0.8823269402660889
556001.6,1,0.3782044553793343,1.6460039245828204,36,xd_gici_z,0.4093078401338897,0.9205187343657564
556001.8,1,0.4020296131603153,1.6024894130138163,38,xd_gici_z,0.4666634655835676,0.9196723765702792
556002.0,1,0.4025747257410486,1.5581659572679911,38,xd_gici_z,0.4597071639647686,0.8918172566031286
556002.2,1,0.4338352336535667,1.515035790205542,37,xd_gici_ir,0.3756486446278328,0.9628434761463396
556002.6,1,0.4919540221741085,1.4295183847192647,40,xd_gici_z,0.3729785859568167,0.978680259465698
556002.8,1,0.4510876964229624,1.3869573434864826,40,xd_gici_z,0.2781311437267897,0.9105238656097908
556003.0,1,0.4044545708899233,1.342001864874588,40,xd_gici_z,0.3787203672903363,0.8369693425302737
556003.2,1,0.408961722281828,1.297648605363917,40,xd_gici_z,0.3787203672903363,0.8201218811247898
556003.4,1,0.4737412376692528,1.253796677315285,40,xd_gici_combo,0.3994808654901237,0.7756979953002376
556005.4,1,0.4991721648937818,0.8314077330368743,43,xd_gici_combo,0.3183404086052236,0.8677051919311857
556005.6,1,0.4849171578184711,0.7895548368256942,44,xd_gici_combo,0.2942786702787216,0.8885460091781131
556005.8,1,0.4963381411670223,0.7471771184010374,44,xd_gici_ir,0.3162651305564001,1.0828674437202026
556006.6,1,0.4941579505921676,0.5738052516963837,43,xd_gici_ir,0.2747390365529885,1.128839465970828
556006.8,1,0.4673521155302532,0.5240358994219859,43,xd_gici_ir,0.2793028983809185,1.1384807858682346
556007.0,1,0.4431167901456421,0.4691856259503714,43,xd_gici_hs45,0.2890054337669698,1.0340096562728625
556007.2,1,0.4413369120625834,0.4105709531396689,43,xd_gici_ir,0.3445921060564199,1.1211576382274933
556007.4,1,0.4307763921770037,0.3554301274173873,43,xd_gici_ir,0.315120306744412,1.1323034619751997
556007.6,1,0.3987907845154202,0.3029640775500762,44,xd_gici_ir,0.2871128833304297,1.1308280594562663
556008.0,1,0.3822327169515008,0.2016972410879139,44,xd_gici_ir,0.2871128833304297,1.1161365371728948
556008.6,1,0.3623924116405154,0.0649067300555608,43,xd_gici_ir,0.2066750083382208,1.1489984160171416
556008.8,1,0.364432353159953,0.0228717062601071,43,xd_gici_ir,0.1962511978327494,1.1609541933970038
556009.0,1,0.3732450399933164,0.0037383067061845,43,xd_gici_ir,0.1962511978327494,1.153737344408741
556009.2,1,0.3830989819442906,0.0035793881617513,43,xd_gici_ir,0.2278202448351264,1.167534761591314
556009.4,1,0.3903604234768905,0.0014142134649085,43,xd_gici_ir,0.2265027446887255,1.1691601985629825
556009.6,1,0.3907824330242161,0.0007071067324542,43,xd_gici_ir,0.2265027446887255,1.15975906535432
556009.8,1,0.3909531043837841,0.0,41,xd_gici_ir,0.2513375576797044,1.14650788459803
556010.0,1,0.394829482333433,0.0005000000819563,41,xd_gici_ir,0.2391560947907728,1.13143750130959
556010.2,1,0.4018478317167929,0.0005000000819563,41,xd_gici_ir,0.2391560947907728,1.1303044675774507
556013.0,1,0.4805988972590047,0.0,43,xd_gici_ir,0.2325973198674184,1.058623946064926
556013.2,1,0.4829748852042365,0.0,43,xd_gici_ir,0.2325973198674184,1.0520578547169148
556013.4,1,0.4845743387047943,0.0,43,xd_gici_ir,0.2325973198674184,1.052642697859958
556013.6,1,0.4895206937969121,0.0,43,xd_gici_ir,0.2325973198674184,1.0531698625925037
556013.8,1,0.4874772710338029,0.0,43,xd_gici_ir,0.2913828767435163,1.032960342840008
556014.0,1,0.4875925655642322,0.0,43,xd_gici_ir,0.2913828767435163,1.0207633220099914
556014.2,1,0.4838591013564159,0.0,43,xd_gici_ir,0.2840469605726161,1.0126831091660558
556014.4,1,0.4856586971175753,0.0,42,xd_gici_ir,0.3126409770339826,1.0080050890541732
556014.6,1,0.4835996896023548,0.0005000000819563,42,xd_gici_ir,0.3126409770339826,0.9988522011812092
556014.8,1,0.4873698800254216,0.0010000001639127,43,xd_gici_ir,0.2976205248934613,0.9650392373587896
556015.0,1,0.4935198676228921,0.0005000000819563,43,xd_gici_ir,0.2976205248934613,0.9423419175896915
