city,run,window_index,epoch_count,sat_count_mean,nlos_count_mean,utd_candidate_sat_count_mean,utd_candidate_sat_count_max,utd_candidate_nlos_sat_count_mean,utd_candidate_nlos_sat_count_max,utd_candidate_count_total_mean,utd_candidate_count_total_max,utd_candidate_count_nlos_mean,utd_candidate_count_nlos_max,utd_min_excess_path_m_mean,utd_min_excess_path_m_min,utd_min_edge_distance_m_mean,utd_min_edge_distance_m_min,utd_min_fresnel_v_mean,utd_min_fresnel_v_min,utd_score_sum_mean,utd_score_sum_max,utd_score_nlos_sum_mean,utd_score_nlos_sum_max,utd_edge_count_total,utd_edge_boundary_count
tokyo,run1,0,5,20.6,0.0,1.6,3,0.0,0,5.6,12,0.0,0,2.6048441430553795,0.0,12.57275549324431,0.0,5.508212708086981,0.0,0.4309307073634989,0.9531841800321992,0.0,0.0,50000,11
tokyo,run1,1,5,20.0,0.2,1.6,5,0.2,1,3.6,9,0.4,2,4.249959305673838,0.0,15.52827312981189,0.0,8.030646310369963,0.0,0.3121149336804013,0.8452511622082464,0.036074801201286866,0.18037400600643433,50000,11
tokyo,run1,2,5,20.0,0.8,3.6,10,0.8,1,11.0,28,1.6,2,3.500833362340927,3.225421492010355,16.602507095990163,14.542069111844661,8.403188392593908,8.084607570954198,1.0893061325831659,2.434193268511202,0.20927016656340483,0.2673626893500019,50000,11
tokyo,run1,3,5,18.6,0.0,9.0,11,0.0,0,33.4,47,0.0,0,2.0793884633108974,1.082423023879528,12.192531333492205,7.629919441995319,6.388808946744927,4.751551852538346,3.5988592359961897,5.238210553459963,0.0,0.0,50000,11
tokyo,run1,4,5,18.6,0.0,16.0,20,0.0,0,86.8,164,0.0,0,2.7055132247507574,0.9641950093209743,9.904343986484333,5.742943548129964,7.155814213096439,4.446313862460555,9.205355470981955,18.61087375865013,0.0,0.0,50000,11
tokyo,run1,5,5,19.2,0.8,9.2,18,0.6,2,47.2,101,3.4,9,0.34328238889575,0.0,5.119049101383051,0.0,1.805041096375826,0.0,5.727656241209354,12.790529686327643,1.1613682899936573,4.061102591907303,50000,11
tokyo,run1,6,5,18.6,0.0,18.6,20,0.0,0,120.8,192,0.0,0,0.49219033047556876,1.1626631021499634e-05,4.174960439684334,0.018518512458302668,2.599475381929456,0.015635543367526546,19.057594889006005,30.358514957612805,0.0,0.0,50000,11
tokyo,run1,7,5,18.0,0.4,11.8,19,0.4,1,89.4,150,19.4,54,0.6926818376407027,0.00010721758008003235,5.678754859049413,0.21306491902799124,3.1189721015517073,0.04747344279158649,11.98535130815208,19.89777555295994,4.120428384341222,11.283163719424408,50000,11
tokyo,run1,8,5,17.2,0.6,14.8,19,0.6,1,180.4,282,28.8,55,0.6883390143513679,0.4484623968601227,7.198096417510442,5.306849235706763,3.698484255044795,3.062194148243822,21.585351057961027,36.051434931292505,5.176532976738929,9.552821512366748,50000,11
tokyo,run1,9,5,10.4,1.2,9.8,16,1.2,5,179.4,328,23.6,100,0.16953541189432145,0.0005004070699214935,3.5369982898406045,0.3318784100281544,1.3733678086085446,0.1025601426750415,33.79862977832528,62.73829943745008,7.532173610531418,32.2756070343786,50000,11
tokyo,run1,10,5,12.8,1.2,12.8,15,1.2,3,483.4,611,61.8,138,0.0033051542937755584,4.172325134277344e-07,0.29168891769377986,0.007364399865301099,0.17277215672526208,0.0029823154224734904,113.71057026421931,149.39326851161348,21.046181635734733,46.64811478184183,50000,11
tokyo,run1,11,5,10.0,1.6,6.6,10,1.6,3,99.6,174,41.6,110,0.021660944819450377,0.00016796216368675232,1.8214623364010225,0.1899036774935262,0.5418961402823186,0.05941830570383639,26.07119831429545,50.98994855822859,13.982219413923,37.692467819941015,50000,11
tokyo,run1,12,5,7.6,1.4,7.6,9,1.4,3,108.0,168,43.4,105,0.0054515890777111055,0.00019938498735427856,0.7451784121868364,0.24023760497988306,0.2271142366850754,0.06473893242578825,28.299553140732648,50.84468508056884,16.344253506523422,39.10370440576246,50000,11
tokyo,run1,13,5,8.8,2.2,8.8,12,2.2,3,100.8,165,41.8,59,0.000711870938539505,3.4570693969726562e-06,0.2540777324740119,0.02156595440867372,0.08161499111487833,0.008522418965257399,29.383964041625386,46.95099886278289,15.891335271518756,21.270127866873995,50000,11
tokyo,run1,14,5,11.6,2.6,11.6,13,2.6,4,159.4,188,53.0,82,1.4719367027282714e-05,1.8253922462463379e-06,0.04264107688112208,0.020350405374182094,0.016537011906920588,0.006198817551950177,44.78924056997354,55.89517008191187,19.203640293537724,30.255336072339844,50000,11
tokyo,run1,15,5,11.0,2.0,9.8,11,2.0,3,158.0,200,59.8,107,0.00326182022690773,3.6310404539108276e-05,0.5911864112626217,0.11586486842191186,0.2106298375944029,0.02762572318763936,35.4984841990958,47.05319440026707,20.65930906884918,35.57085262103757,50000,11
tokyo,run1,16,5,14.4,0.8,7.6,10,0.8,1,66.2,111,18.2,38,0.23927002102136613,0.0001378171145915985,3.196035469648479,0.2579858598052148,1.4698431346620526,0.05382299601172845,13.436182823323099,25.280980095183832,5.765094127196331,10.778307244958611,50000,11
tokyo,run1,17,5,13.6,1.6,8.2,13,1.6,3,60.0,105,17.0,41,0.3085323259234428,1.1455267667770386e-05,3.9669865700219473,0.03053908608825953,1.6562422189029526,0.01551316398969955,11.476815030271178,21.181069859731952,3.714422583810644,9.620934991529063,50000,11
tokyo,run1,18,5,13.2,1.4,8.4,10,1.4,3,67.6,111,24.4,69,0.05446463078260422,0.0001498013734817505,2.426799527339332,0.12819895473611673,0.7533596922309237,0.05611401752925444,15.061425394263736,32.11347177091912,8.660334878464882,25.46021298858961,50000,11
tokyo,run1,19,5,15.6,5.6,10.0,14,5.2,7,116.2,159,81.2,103,0.0023219048976898192,5.0418078899383545e-05,0.5294336746333503,0.12953120425068732,0.15914674491029132,0.03255326535121764,28.649156179027635,44.78621241497559,23.265061050425377,35.57673653579388,50000,11
tokyo,run1,20,5,12.4,3.4,8.6,11,3.0,4,74.2,81,46.2,62,0.0071736909449100494,1.9408762454986572e-06,0.8212220719015073,0.02612400772541412,0.21103200625933255,0.006386618991271642,19.503713045447437,24.007183781371186,14.716724310823945,19.864513676292393,50000,11
tokyo,run1,21,5,11.8,3.8,10.6,11,3.6,4,78.6,82,51.6,54,0.00040707066655158995,0.00014672428369522095,0.25393825181558943,0.16596626355068597,0.0904408297323138,0.05553631517364918,22.681154718620785,24.300673324405906,18.547880994396923,20.16867379933756,50000,11
tokyo,run1,22,5,14.0,4.4,10.6,13,4.2,7,123.4,180,81.8,154,0.0207741379737854,3.0919909477233887e-07,1.1400910321248303,0.010197421539264449,0.3120387991694684,0.0025529618182385905,35.91654211379456,59.94132893573359,29.68731857567449,55.88517529927837,50000,11
tokyo,run1,23,5,15.6,0.8,9.4,11,0.8,2,106.0,138,17.2,54,0.04092633798718452,0.00028160959482192993,2.2390321128622253,0.184920128740591,0.6572891037606843,0.07693735799464804,19.719206027187646,26.460841661928516,6.48166125526695,17.94400983431908,50000,11
