city,run,epoch,gps_tow,sat_count,los_count,nlos_count,nlos_at_high_elev_count,elev_deg_p50,elev_deg_max,eff_db_p10,eff_db_p25,eff_db_p50,eff_db_p75,eff_db_p90,eff_db_max,eff_db_mean,usable_count,marginal_count,gain_db_mean
nagoya,run3,0,553800.0,16,16,0,0,46.19327116839078,60.32445290573477,-10.66999494003303,-8.926510590059182,-2.8325154159884542,-1.5107788970408456,-1.2409022058298347,-1.2154256884200652,-5.902366788667172,8,13,-5.902366788667172
nagoya,run3,5,553801.0,16,16,0,0,46.19492043677818,60.326455714947194,-10.66987452805874,-8.925300279116009,-2.832261042303208,-1.5107098415383997,-1.240445034979786,-1.2152529138753694,-5.902216410568283,8,13,-5.902216410568283
nagoya,run3,10,553802.0,16,16,0,0,46.19656970928607,60.32845568723226,-10.669754811284042,-8.924090627991358,-2.832006697216972,-1.510641048971816,-1.239987980835278,-1.2150803980626455,-5.902066316912785,8,13,-5.902066316912785
nagoya,run3,15,553803.0,16,16,0,0,46.198218985905726,60.33045282192761,-10.669635789653716,-8.922881636542996,-2.8317523807279033,-1.5105725193447774,-1.2395310433931988,-1.2149081409789269,-5.9019165076945574,8,13,-5.9019165076945574
nagoya,run3,20,553804.0,17,17,0,0,44.45959191166136,60.332447118373295,-12.878571254864099,-9.287602923804997,-3.084158143342508,-1.5755278227132183,-1.2413025923134053,-1.214736142621111,-6.449322743802196,8,13,-6.449322743802196
nagoya,run3,25,553805.0,17,17,0,0,44.46289087503966,60.33443857590845,-12.880361699475655,-9.28984916867903,-3.083649570980889,-1.5752030632732712,-1.2408583628122456,-1.2145644029862463,-6.4492645159197295,8,13,-6.4492645159197295
nagoya,run3,30,553806.0,16,16,0,0,46.20316684034968,60.336427193874684,-10.669282895078098,-8.919258618837118,-2.8309896028251282,-1.5103685081378528,-1.2381609312501283,-1.2143929220712368,-5.901468786602904,8,13,-5.901468786602904
nagoya,run3,35,553807.0,16,16,0,0,46.20481613333051,60.33841297161273,-10.669166653476148,-8.918052264676563,-2.830735400706189,-1.510301030305955,-1.2377044605863983,-1.214221699873135,-5.901320115073574,8,13,-5.901320115073574
nagoya,run3,40,553808.0,16,16,0,0,46.20646543038013,60.34039590846572,-10.669051106745442,-8.916846569484846,-2.8304812271751514,-1.5102338154321249,-1.2372481066094645,-1.2140507363888566,-5.901171727951792,8,13,-5.901171727951792
nagoya,run3,45,553809.0,17,17,0,0,44.476086814468395,60.34237600377593,-12.887527591923728,-9.298840950829621,-3.0816158527331035,-1.5739066326030025,-1.23908248930404,-1.2138800316154628,-6.449034286852365,8,13,-6.449034286852365
