city,run,window_index,epoch_count,eff_db_p10_mean,eff_db_p10_min,eff_db_p50_mean,eff_db_p90_mean,eff_db_max_mean,eff_db_max_max,eff_db_mean_mean,usable_count_mean,usable_count_min,marginal_count_mean,nlos_at_high_elev_count_mean,nlos_at_high_elev_count_max,gain_db_mean_mean,elev_deg_p50_mean
tokyo,run2,0,30,-14.174008907225698,-14.243373497952547,-5.407017849736482,-0.7110968116516098,-0.020018708671898984,-0.019892483263846523,-7.288160220214662,9.0,9,17.933333333333334,0.0,0,-7.288160220214662,32.39622545406816
tokyo,run2,1,30,-14.050036111704275,-14.360547403560265,-5.061853649559363,-0.610710673763884,-0.019754591429727963,-0.019623367985288184,-7.086693599696773,8.833333333333334,8,16.8,0.0,0,-7.086693599696773,34.03440347094551
tokyo,run2,2,30,-12.57138811008146,-15.77975262400046,-4.3327267901576505,-0.5604863048561289,-0.01948821384210504,-0.019366212738779472,-6.143593355275883,8.933333333333334,8,17.633333333333333,0.0,0,-6.027521926704454,37.62769892545483
tokyo,run2,3,30,-15.761023411066097,-34.347857679164925,-4.588591018753237,-0.6045617858908643,-0.019246774936686997,-0.019132606640861347,-7.037492842913289,9.0,9,17.633333333333333,0.0,0,-6.674487792408238,36.31659616373827
tokyo,run2,4,30,-16.495714873421825,-23.607523201612537,-4.069812127028274,-0.5273710115690876,-0.018999418749019694,-0.018873914243381057,-6.993521326247923,8.6,8,16.933333333333334,0.0,0,-6.229413675698625,38.8824745637003
tokyo,run2,5,30,-17.201644441813087,-37.93923989349791,-3.9951598060376385,-0.4908677668677752,-0.018743631913422223,-0.018626594223630114,-7.123346294053107,8.566666666666666,7,15.566666666666666,0.0,0,-5.895424735720322,39.71778255630876
tokyo,run2,6,30,-19.51228060670463,-33.59530478877863,-2.9817413192624587,-0.33706090593538157,-0.01849962372444529,-0.01838300259124532,-6.944942607187983,8.233333333333333,6,12.433333333333334,0.43333333333333335,2,-4.997117849959201,45.37519223838453
tokyo,run2,7,30,-35.32388857983127,-38.08045936046393,-16.067992700704682,-0.9674226087006168,-0.0182512753416462,-0.018125754323191724,-16.968302267883832,5.166666666666667,4,9.9,4.366666666666666,6,-6.705768713907957,38.40033964199742
tokyo,run2,8,30,-28.42565744170094,-36.14231537278119,-12.30006154097576,-0.6836022021036008,-0.017992682686716603,-0.017872143731816507,-13.616438119296848,4.4,4,9.433333333333334,3.7666666666666666,6,-5.7434825145301,40.388521085040075
tokyo,run2,9,30,-14.81225966985971,-32.26542677007432,-2.9263982355972673,-0.39680613037988377,-0.017745831233238384,-0.017625665568062304,-5.81006053019081,8.966666666666667,6,14.033333333333333,0.3,2,-4.881934734417956,45.84921112500459
