city,run,epoch,gps_tow,sat_id,los_gt,reflection_present,excess_delay_m
nagoya,run2,0,555720.0,E03,True,False,0.0
nagoya,run2,0,555720.0,E05,True,False,0.0
nagoya,run2,0,555720.0,E09,True,False,0.0
nagoya,run2,0,555720.0,E15,True,False,0.0
nagoya,run2,0,555720.0,E24,True,False,0.0
nagoya,run2,0,555720.0,E25,True,False,0.0
nagoya,run2,0,555720.0,E31,True,False,0.0
nagoya,run2,0,555720.0,E34,True,False,0.0
nagoya,run2,0,555720.0,G10,True,False,0.0
nagoya,run2,0,555720.0,G12,True,False,0.0
nagoya,run2,0,555720.0,G15,True,False,0.0
nagoya,run2,0,555720.0,G23,True,False,0.0
nagoya,run2,0,555720.0,G24,True,False,0.0
nagoya,run2,0,555720.0,G25,True,False,0.0
nagoya,run2,0,555720.0,G32,True,False,0.0
nagoya,run2,0,555720.0,J02,True,False,0.0
nagoya,run2,0,555720.0,J03,True,False,0.0
nagoya,run2,0,555720.0,J07,True,False,0.0
nagoya,run2,0,555720.0,R05,True,False,0.0
nagoya,run2,60,555732.0,E03,True,False,0.0
nagoya,run2,60,555732.0,E05,True,False,0.0
nagoya,run2,60,555732.0,E09,True,False,0.0
nagoya,run2,60,555732.0,E15,True,False,0.0
nagoya,run2,60,555732.0,E24,True,False,0.0
nagoya,run2,60,555732.0,E25,True,False,0.0
nagoya,run2,60,555732.0,E31,True,False,0.0
nagoya,run2,60,555732.0,E34,True,False,0.0
nagoya,run2,60,555732.0,G10,True,False,0.0
nagoya,run2,60,555732.0,G12,True,False,0.0
nagoya,run2,60,555732.0,G15,True,False,0.0
nagoya,run2,60,555732.0,G18,True,False,0.0
nagoya,run2,60,555732.0,G23,True,False,0.0
nagoya,run2,60,555732.0,G24,True,False,0.0
nagoya,run2,60,555732.0,G25,True,False,0.0
nagoya,run2,60,555732.0,G32,True,False,0.0
nagoya,run2,60,555732.0,J02,True,False,0.0
nagoya,run2,60,555732.0,J03,True,False,0.0
nagoya,run2,60,555732.0,J07,True,False,0.0
nagoya,run2,60,555732.0,R05,True,False,0.0
nagoya,run2,120,555744.0,E03,True,False,0.0
nagoya,run2,120,555744.0,E05,True,False,0.0
nagoya,run2,120,555744.0,E09,True,False,0.0
nagoya,run2,120,555744.0,E15,True,False,0.0
nagoya,run2,120,555744.0,E24,True,False,0.0
nagoya,run2,120,555744.0,E25,True,False,0.0
nagoya,run2,120,555744.0,E31,True,False,0.0
nagoya,run2,120,555744.0,E34,True,False,0.0
nagoya,run2,120,555744.0,G10,True,False,0.0
nagoya,run2,120,555744.0,G12,True,False,0.0
nagoya,run2,120,555744.0,G15,True,False,0.0
nagoya,run2,120,555744.0,G23,True,False,0.0
nagoya,run2,120,555744.0,G24,True,False,0.0
nagoya,run2,120,555744.0,G25,True,False,0.0
nagoya,run2,120,555744.0,G32,True,False,0.0
nagoya,run2,120,555744.0,J02,True,False,0.0
nagoya,run2,120,555744.0,J03,True,False,0.0
nagoya,run2,120,555744.0,J07,True,False,0.0
nagoya,run2,120,555744.0,R05,True,False,0.0
nagoya,run2,180,555756.0,E03,True,False,0.0
nagoya,run2,180,555756.0,E05,True,False,0.0
nagoya,run2,180,555756.0,E09,True,False,0.0
nagoya,run2,180,555756.0,E15,True,False,0.0
nagoya,run2,180,555756.0,E24,True,False,0.0
nagoya,run2,180,555756.0,E25,True,False,0.0
nagoya,run2,180,555756.0,E31,True,False,0.0
nagoya,run2,180,555756.0,E34,True,False,0.0
nagoya,run2,180,555756.0,G10,True,False,0.0
nagoya,run2,180,555756.0,G12,True,False,0.0
nagoya,run2,180,555756.0,G15,True,False,0.0
nagoya,run2,180,555756.0,G18,True,False,0.0
nagoya,run2,180,555756.0,G23,True,False,0.0
nagoya,run2,180,555756.0,G24,True,False,0.0
nagoya,run2,180,555756.0,G25,True,False,0.0
nagoya,run2,180,555756.0,G32,True,False,0.0
nagoya,run2,180,555756.0,J02,True,False,0.0
nagoya,run2,180,555756.0,J07,True,False,0.0
nagoya,run2,180,555756.0,R05,True,False,0.0
nagoya,run2,240,555768.0,E03,True,False,0.0
nagoya,run2,240,555768.0,E05,True,False,0.0
nagoya,run2,240,555768.0,E09,True,False,0.0
