city,run,window_index,epoch_count,eff_db_p10_mean,eff_db_p10_min,eff_db_p50_mean,eff_db_p90_mean,eff_db_max_mean,eff_db_max_max,eff_db_mean_mean,usable_count_mean,usable_count_min,marginal_count_mean,nlos_at_high_elev_count_mean,nlos_at_high_elev_count_max,gain_db_mean_mean,elev_deg_p50_mean
nagoya,run1,0,30,-25.870169416818918,-34.571701818045966,-4.432378544879209,-1.0721272575069491,-0.38319193877867685,-0.3812797532846734,-9.06555853008368,5.0,5,11.0,0.6666666666666666,1,-5.241007876488908,37.718791747210695
nagoya,run1,1,30,-21.90573269244648,-34.62578431255234,-4.391481079976245,-1.082814106373815,-0.3793063501355338,-0.3774930362365584,-8.503056275985953,5.0,5,11.3,0.36666666666666664,1,-5.303651514081192,37.81041481811405
nagoya,run1,2,30,-28.530572047550734,-38.60317685621658,-4.711785377067785,-1.1102630418745154,-0.37561385995529195,-0.37389410448000504,-10.176802511242657,5.0,5,12.4,0.13333333333333333,1,-6.037308043865062,35.87848367814521
nagoya,run1,3,30,-24.225045083516513,-38.633906552365445,-5.71508334914838,-1.1297470086622845,-0.3721289722296526,-0.3705089731481399,-9.987381194076608,5.0,5,13.0,0.0,0,-7.011504001094151,31.39693346868609
nagoya,run1,4,30,-36.89504003355356,-38.83433567486027,-5.266304132831722,-1.132713052909657,-0.368847559168349,-0.36732631222654455,-13.023357057901471,5.0,5,11.3,0.13333333333333333,1,-6.858030547180223,33.48773507674051
nagoya,run1,5,30,-25.019220661653726,-41.20841129185734,-4.357437617797924,-1.133382197666747,-0.36577695649215175,-0.36436200387124884,-9.75783095870076,5.0,5,10.766666666666667,0.26666666666666666,1,-6.341076757020087,37.77339898227049
nagoya,run1,6,30,-18.15789796004412,-35.331457863185044,-4.574679326497507,-1.1448192199648592,-0.36292151057720906,-0.36160870405452084,-8.352005318146416,5.0,5,11.566666666666666,0.3333333333333333,1,-6.287530917274956,37.22105684201167
nagoya,run1,7,14,-18.143216819385973,-29.83556256255426,-4.086030494060472,-1.3271751491844204,-0.3601150310643377,-0.3591555578199352,-8.194133971113027,3.5714285714285716,1,7.785714285714286,1.1428571428571428,4,-3.7490225932285406,43.05088682987194
nagoya,run1,8,29,-31.518085525879822,-40.361752320612425,-12.582696027855617,-1.2842640359166582,-0.38576861980478355,-0.3569433037499483,-15.45661329659879,2.5517241379310347,1,4.724137931034483,2.2413793103448274,7,-5.149023376939906,40.08158698480335
nagoya,run1,9,30,-26.78138545962178,-36.529240851179765,-4.252350173817105,-1.2915570865331374,-0.3558155479794281,-0.35479043379999914,-9.350466013531308,4.833333333333333,3,11.166666666666666,0.8666666666666667,3,-5.228590340185048,39.085349974606146
