city,run,window_index,epoch_count,sat_count_mean,nlos_count_mean,utd_candidate_sat_count_mean,utd_candidate_sat_count_max,utd_candidate_nlos_sat_count_mean,utd_candidate_nlos_sat_count_max,utd_candidate_count_total_mean,utd_candidate_count_total_max,utd_candidate_count_nlos_mean,utd_candidate_count_nlos_max,utd_min_excess_path_m_mean,utd_min_excess_path_m_min,utd_min_edge_distance_m_mean,utd_min_edge_distance_m_min,utd_min_fresnel_v_mean,utd_min_fresnel_v_min,utd_score_sum_mean,utd_score_sum_max,utd_score_nlos_sum_mean,utd_score_nlos_sum_max,utd_edge_count_total,utd_edge_boundary_count
tokyo,run2,0,5,23.8,0.0,1.0,1,0.0,0,10.4,25,0.0,0,3.938760602287948,0.9938330175355077,16.96370322893907,8.772489021535618,8.398584691458254,4.541562813693887,1.6608835302167066,4.110493309848979,0.0,0.0,50000,19
tokyo,run2,1,5,21.0,0.2,2.2,5,0.2,1,9.8,20,0.6,3,3.870791287533939,0.0,15.570552242475458,0.0,7.25927100565273,0.0,0.8765606802513236,2.350614432179359,0.046346909717876486,0.23173454858938242,50000,19
tokyo,run2,2,5,20.2,0.4,6.2,12,0.4,1,123.6,226,13.4,43,0.9257396809756756,3.318116068840027e-05,6.46030909719119,0.1219904448880559,2.9686624377622826,0.026410829248053425,25.080328489425998,74.28985530977087,5.567767198054798,18.877042883818138,50000,19
tokyo,run2,3,5,17.8,4.6,15.2,20,4.6,9,266.0,394,136.8,270,0.004468407481908798,5.960464477539063e-08,0.5507602805000691,0.002508867104559817,0.23735897311742438,0.0011687500065322427,65.13292117318903,118.62515695595705,46.61175459815297,92.86801870669143,50000,19
tokyo,run2,4,5,17.0,4.2,15.6,19,4.2,8,278.8,474,101.2,164,0.06725789979100227,5.960464477539063e-08,1.0283577267505244,0.0024994866109892995,0.5938469656428359,0.0011643799031898858,60.85219972817166,85.45263661980157,34.91012112911801,57.193634001240575,50000,19
tokyo,run2,5,5,21.4,0.4,10.6,14,0.4,2,156.0,251,7.0,35,0.4320144610479474,9.238347411155701e-05,5.072008322246607,0.2014176323984204,2.638930485956517,0.044067762932860265,19.034689246263603,27.286597722154703,1.9114741419111714,9.557370709555856,50000,19
tokyo,run2,6,5,21.2,0.0,8.2,11,0.0,0,92.0,137,0.0,0,0.5412916354835033,2.3439526557922363e-05,11.185488189433745,0.0919131503097649,2.947470741679523,0.022198257700896437,9.027009061356456,14.463027161092565,0.0,0.0,50000,19
tokyo,run2,7,5,23.0,0.6,8.4,11,0.6,2,58.2,74,6.0,18,1.6790654458105565,0.8963753953576088,18.78608814461643,17.60195323237578,5.47498697490724,4.336613945949354,3.8276984722914493,4.92043104103168,0.41793638393789595,1.1873188985340573,50000,19
tokyo,run2,8,5,20.6,0.8,0.8,1,0.8,1,6.4,8,6.4,8,0.011536756902933121,0.0,2.0162162214736092,0.0,0.4403928588344522,0.0,4.499186874434725,5.657233132835877,4.499186874434725,5.657233132835877,50000,19
tokyo,run2,9,5,22.2,0.4,1.2,2,0.4,1,13.4,33,3.2,8,0.33741901591420176,0.012999515980482101,8.580018052861224,2.3944981478950353,2.0543018763001575,0.5227271064782192,4.092374324928254,5.775978669158588,2.276160016426494,5.701446141998787,50000,19
