city,run,window_index,epoch_count,sat_count_mean,nlos_count_mean,utd_candidate_sat_count_mean,utd_candidate_sat_count_max,utd_candidate_nlos_sat_count_mean,utd_candidate_nlos_sat_count_max,utd_candidate_count_total_mean,utd_candidate_count_total_max,utd_candidate_count_nlos_mean,utd_candidate_count_nlos_max,utd_min_excess_path_m_mean,utd_min_excess_path_m_min,utd_min_edge_distance_m_mean,utd_min_edge_distance_m_min,utd_min_fresnel_v_mean,utd_min_fresnel_v_min,utd_score_sum_mean,utd_score_sum_max,utd_score_nlos_sum_mean,utd_score_nlos_sum_max,utd_edge_count_total,utd_edge_boundary_count
tokyo,run3,0,5,22.4,0.0,0.2,1,0.0,0,0.8,4,0.0,0,1.2157550247386097,0.0,4.4832188510052475,0.0,2.1819632221624015,0.0,0.05229101417275341,0.26145507086376707,0.0,0.0,50000,12
tokyo,run3,1,5,21.0,0.0,1.0,2,0.0,0,2.0,4,0.0,0,4.233138571679592,0.0,16.43829678750578,0.0,8.166368964438593,0.0,0.16604340270817342,0.31623068250400227,0.0,0.0,50000,12
tokyo,run3,2,5,19.8,0.4,4.0,13,0.4,1,30.6,119,9.2,27,3.4402085442095993,0.005697928369045258,13.497588721563982,1.1833677253716368,6.343574294728933,0.3460758632453436,6.171794450714777,24.29015090931919,3.0172532594401917,10.344148510257453,50000,12
tokyo,run3,3,5,17.6,1.4,10.2,15,1.4,2,119.0,170,33.0,53,0.0018431931734085084,1.9669532775878906e-06,0.3371894532641952,0.01978297050430338,0.12830466817965977,0.006429374716714546,23.604327990411196,29.506178275682597,11.375402941616905,17.34427441908204,50000,12
tokyo,run3,4,5,16.2,2.2,11.6,19,2.2,7,150.6,274,48.6,160,1.2836721301078797,1.4502555131912231e-05,4.891544545144955,0.06455047280467266,2.7158341798667207,0.017460416134209775,35.19322207428697,77.21717278102446,17.343924383513148,59.95103504988266,50000,12
tokyo,run3,5,5,19.4,0.8,15.2,18,0.8,1,149.2,213,17.4,22,0.7070234678685665,0.30455781519412994,9.810139562399554,8.622020594493346,3.606242465399247,2.5291266251202655,17.941205232159753,25.464629115464586,2.5595793728320837,3.3068863222804863,50000,12
tokyo,run3,6,5,17.2,0.4,12.0,17,0.4,1,125.8,177,10.0,28,0.5828030079603195,0.17801209539175034,8.040245405234446,3.8873462877959857,3.217350210511634,1.932358511982152,15.841788062870563,18.80891664430957,1.6455572803055112,4.902940596182253,50000,12
tokyo,run3,7,5,17.4,0.6,9.4,10,0.6,1,101.8,110,9.6,16,0.4437819741666317,0.4395832009613514,6.1028193054732585,6.074068316499635,3.046175163451035,3.031824330508682,17.190774611390005,18.71613669110006,1.9160097880090532,3.208042466540213,50000,12
tokyo,run3,8,5,17.0,0.0,10.2,16,0.0,0,110.2,204,0.0,0,0.554577124863863,0.41886163130402565,9.080850997150595,6.048810665401503,3.364262912107187,2.964757704895394,15.214937630429025,22.20952194192196,0.0,0.0,50000,12
tokyo,run3,9,5,15.6,1.4,13.2,15,1.4,2,123.6,156,18.2,25,0.11168591976165772,0.006660386919975281,3.852059309675923,1.2323858999347386,1.1838615706874434,0.37416327296488217,16.322396430430793,20.73608031027336,4.655173633731756,6.8058482856820595,50000,12
tokyo,run3,10,5,13.4,1.0,7.0,16,1.0,2,85.2,182,19.0,42,0.0720596119761467,2.1763145923614502e-05,2.970533957297429,0.06863900409060433,1.0185614202566293,0.021388192931479432,17.81081760544688,25.07372013840016,4.863131415934877,11.27342407492996,50000,12
tokyo,run3,11,5,19.0,1.6,1.8,2,0.6,1,32.0,35,10.2,17,0.07763307467103005,3.0882656574249268e-06,1.8410037407843642,0.024507152024815605,0.5951176292747556,0.00806244902608647,7.007622891751041,8.000335606387209,3.1910951864493966,5.336420689112531,50000,12
tokyo,run3,12,5,21.4,0.0,1.8,4,0.0,0,15.4,40,0.0,0,1.2290625222027303,0.0,7.465184901432522,0.0,3.210982154082687,0.0,3.022812276962382,8.355315005623318,0.0,0.0,50000,12
tokyo,run3,13,5,20.8,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000,12
tokyo,run3,14,5,20.2,0.0,2.8,7,0.0,0,10.0,31,0.0,0,2.6513440631330014,0.0,17.771992374436458,0.0,6.576877083290455,0.0,0.5874832948904817,1.5288613403968725,0.0,0.0,50000,12
tokyo,run3,15,5,22.2,0.4,2.0,4,0.2,1,18.0,46,4.0,20,1.40975711196661,0.0,11.432555648534125,0.0,3.877715644035708,0.0,3.3426779816079324,12.606431311689388,1.4623859008022264,7.311929504011132,50000,12
tokyo,run3,16,5,21.0,0.2,2.6,4,0.0,0,18.2,27,0.0,0,0.7284349426627159,0.1901875101029873,14.430963029445772,9.017984856150166,3.5423903729450403,1.9990016676112732,2.767053492752108,5.437254773974132,0.0,0.0,50000,12
tokyo,run3,17,5,20.2,0.0,1.2,2,0.0,0,9.0,20,0.0,0,0.5484060391783714,0.0,12.022739971457545,0.0,2.71485531242018,0.0,1.445018717008521,4.053837275636577,0.0,0.0,50000,12
tokyo,run3,18,5,21.2,0.6,3.2,6,0.4,1,45.2,111,13.0,44,0.5421739751473069,0.0,4.868526720134144,0.0,1.8843023527445797,0.0,11.361354736207113,31.390211969052956,5.437716308663539,17.361152102943745,50000,12
tokyo,run3,19,5,18.4,0.4,5.4,10,0.4,1,93.0,183,17.6,44,0.2935132898390293,3.300607204437256e-06,7.357093334416021,0.03700298309623511,1.8121763794703871,0.008328580524982138,18.639275458385317,33.88236167444903,6.118451247069062,19.83165807154871,50000,12
tokyo,run3,20,5,13.2,0.0,5.0,6,0.0,0,70.0,86,0.0,0,0.3293099969625473,0.17704909667372704,7.713164371363402,5.575351820731168,2.6062957954113193,1.9281721821919475,9.8915882972431,11.305254816124952,0.0,0.0,50000,12
tokyo,run3,21,5,14.8,0.2,5.0,7,0.0,0,60.8,83,0.0,0,0.3623204238712788,0.17859245836734772,8.280753787275799,6.613115492385609,2.728085791282727,1.9368280590141949,9.0246601623059,10.82456177566504,0.0,0.0,50000,12
tokyo,run3,22,5,16.4,0.6,6.4,12,0.6,2,58.0,154,9.4,36,0.39339481145143507,0.003406669944524765,6.923001858243848,0.8973352223062798,2.4089538535876556,0.2675959680923391,10.92057029983318,29.225536051089314,2.4850154074467623,11.161195912258988,50000,12
tokyo,run3,23,5,20.0,0.4,3.0,4,0.4,1,20.2,37,8.8,22,1.0302396029233933,0.010750990360975266,10.352872427882778,1.5423900157435153,3.518820332776509,0.47536976276394016,4.738476262136951,7.99745792846713,2.863334136839641,7.169989264624089,50000,12
