sat_count,los_count,nlos_count,utd_candidate_sat_count,utd_candidate_nlos_sat_count,utd_candidate_count_total,utd_candidate_count_nlos,utd_min_excess_path_m,utd_min_edge_distance_m,utd_min_fresnel_v,utd_score_sum,utd_score_nlos_sum,city,run,epoch,gps_tow,utd_edge_count_total,utd_edge_boundary_count
16,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,nagoya,run3,0,553800.0,50000,8250
17,17,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,nagoya,run3,60,553812.0,50000,8250
17,17,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,nagoya,run3,120,553824.0,50000,8250
17,17,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,nagoya,run3,180,553836.0,50000,8250
17,17,0,1,0,19,0,1.4422934651374817,15.579528311453917,5.48266299993461,2.387113366653199,0.0,nagoya,run3,240,553848.0,50000,8250
17,17,0,2,0,10,0,0.04630691930651665,3.0499898583562763,0.9864855344200575,2.874667342171144,0.0,nagoya,run3,300,553860.0,50000,8250
15,15,0,4,0,8,0,0.1272655911743641,4.35519528791381,1.634887925744952,2.1882146840574754,0.0,nagoya,run3,360,553872.0,50000,8250
16,16,0,3,0,23,0,0.3948276564478874,9.677966613272183,2.8784619969659504,3.2972532036630877,0.0,nagoya,run3,420,553884.0,50000,8250
17,17,0,3,0,23,0,0.40891044959425926,9.848862352331434,2.9292601163898313,3.2689715648333735,0.0,nagoya,run3,480,553896.0,50000,8250
16,16,0,2,0,21,0,0.42324860394001007,10.019878148973316,2.980083857795718,3.0975074336078046,0.0,nagoya,run3,540,553908.0,50000,8250
16,16,0,2,0,16,0,0.8516335673630238,14.481769353727794,4.223734432981827,2.26549261630174,0.0,nagoya,run3,600,553920.0,50000,8250
16,16,0,2,0,11,0,2.925895848311484,17.451160993332852,7.734415435960777,1.0775005680141465,0.0,nagoya,run3,660,553932.0,50000,8250
17,17,0,8,0,61,0,1.4378465488553047,11.688077316001891,5.475087926199232,7.73836581329862,0.0,nagoya,run3,720,553944.0,50000,8250
16,16,0,9,0,49,0,2.7690784335136414,10.400825339080525,7.372498855258564,4.673620892621745,0.0,nagoya,run3,780,553956.0,50000,8250
16,16,0,8,0,39,0,2.8208892680704594,12.737591073146131,7.598678776654283,3.63008742779323,0.0,nagoya,run3,840,553968.0,50000,8250
16,16,0,7,0,51,0,3.0987423239275813,14.20982498016702,7.9545891365204175,4.212746448327556,0.0,nagoya,run3,900,553980.0,50000,8250
