city,run,window_index,epoch_count,canyon_blocked_count_mean,canyon_blocked_count_max,canyon_blocked_fraction_mean,canyon_blocked_fraction_max,edge_near_sat_count_mean,edge_near_sat_count_max,edge_near_sat_fraction_mean,edge_near_sat_fraction_max
tokyo,run2,0,30,0.0,0,0.0,0.0,0.0,0,0.0,0.0
tokyo,run2,1,30,0.0,0,0.0,0.0,0.0,0,0.0,0.0
tokyo,run2,2,30,0.0,0,0.0,0.0,0.5666666666666667,1,0.025626764539808018,0.05
tokyo,run2,3,30,0.43333333333333335,1,0.027083333333333334,0.0625,0.6666666666666666,2,0.029276460254721127,0.09090909090909091
tokyo,run2,4,30,1.0,1,0.0625,0.0625,0.06666666666666667,1,0.0030303030303030303,0.045454545454545456
tokyo,run2,5,30,1.4333333333333333,3,0.08958333333333333,0.1875,0.5,2,0.024662938297848783,0.11764705882352941
tokyo,run2,6,30,2.8333333333333335,7,0.17708333333333334,0.4375,0.5,2,0.03351675758022507,0.14285714285714285
tokyo,run2,7,30,7.466666666666667,8,0.4666666666666667,0.5,2.7,5,0.13304119206797899,0.23809523809523808
tokyo,run2,8,30,8.366666666666667,10,0.5229166666666667,0.625,1.7333333333333334,3,0.10331395356163159,0.23076923076923078
tokyo,run2,9,30,3.6666666666666665,8,0.22916666666666666,0.5,0.5666666666666667,2,0.036259642347103646,0.18181818181818182
tokyo,run2,10,30,0.1,1,0.00625,0.0625,1.3,2,0.061224124210394235,0.10526315789473684
tokyo,run2,11,30,0.03333333333333333,1,0.0020833333333333333,0.0625,0.43333333333333335,2,0.02031138452191084,0.09090909090909091
tokyo,run2,12,30,0.7,1,0.04375,0.0625,0.43333333333333335,2,0.02113997113997114,0.1111111111111111
tokyo,run2,13,30,0.0,0,0.0,0.0,0.26666666666666666,1,0.011413043478260868,0.043478260869565216
tokyo,run2,14,30,0.0,0,0.0,0.0,0.13333333333333333,1,0.005555555555555555,0.041666666666666664
tokyo,run2,15,30,0.13333333333333333,1,0.008333333333333333,0.0625,0.8333333333333334,2,0.03793159226568838,0.10526315789473684
tokyo,run2,16,30,0.0,0,0.0,0.0,1.2,2,0.058672438672438675,0.1
tokyo,run2,17,30,0.0,0,0.0,0.0,2.3,3,0.10757575757575757,0.13636363636363635
tokyo,run2,18,30,0.0,0,0.0,0.0,2.2,3,0.10338917121525816,0.14285714285714285
tokyo,run2,19,30,3.066666666666667,7,0.19166666666666668,0.4375,0.5666666666666667,2,0.024209228774446163,0.08695652173913043
tokyo,run2,20,30,6.866666666666666,8,0.42916666666666664,0.5,0.8333333333333334,3,0.049670663587072256,0.14285714285714285
tokyo,run2,21,30,6.833333333333333,8,0.4270833333333333,0.5,1.0,3,0.06003968253968254,0.17647058823529413
tokyo,run2,22,30,5.4,7,0.3375,0.4375,0.9666666666666667,4,0.06750087330969684,0.25
tokyo,run2,23,30,2.033333333333333,4,0.12708333333333333,0.25,1.0666666666666667,3,0.07630423226011461,0.1875
tokyo,run2,24,30,4.0,4,0.25,0.25,1.9,3,0.11356784999199859,0.1875
tokyo,run2,25,30,5.133333333333334,7,0.32083333333333336,0.4375,1.4666666666666666,4,0.08828859321506381,0.25
tokyo,run2,26,30,4.833333333333333,7,0.3020833333333333,0.4375,0.3,2,0.017212475633528266,0.13333333333333333
tokyo,run2,27,30,4.0,4,0.25,0.25,0.0,0,0.0,0.0
tokyo,run2,28,30,4.0,4,0.25,0.25,0.0,0,0.0,0.0
tokyo,run2,29,30,5.766666666666667,10,0.36041666666666666,0.625,0.36666666666666664,2,0.02607164077752313,0.2
tokyo,run2,30,26,6.653846153846154,11,0.41586538461538464,0.6875,1.2692307692307692,3,0.10908215715908023,0.2727272727272727
tokyo,run2,31,30,6.0,6,0.375,0.375,1.9,3,0.16776381026381026,0.25
tokyo,run2,32,30,6.0,6,0.375,0.375,2.3333333333333335,3,0.18798914048914048,0.3
tokyo,run2,33,30,5.933333333333334,6,0.37083333333333335,0.375,1.1333333333333333,3,0.11191225441225441,0.25
tokyo,run2,34,30,7.033333333333333,9,0.4395833333333333,0.5625,0.4666666666666667,3,0.03373604465709729,0.16666666666666666
tokyo,run2,35,30,5.833333333333333,7,0.3645833333333333,0.4375,0.9333333333333333,3,0.07402989983872338,0.3
tokyo,run2,36,30,7.0,7,0.4375,0.4375,0.6666666666666666,3,0.04652858579329167,0.17647058823529413
tokyo,run2,37,30,7.0,7,0.4375,0.4375,0.1,2,0.007142857142857143,0.14285714285714285
tokyo,run2,38,30,6.433333333333334,7,0.40208333333333335,0.4375,0.3333333333333333,2,0.028524669774669775,0.15384615384615385
tokyo,run2,39,30,3.7666666666666666,7,0.23541666666666666,0.4375,0.9,3,0.06394553975436329,0.23076923076923078
tokyo,run2,40,30,3.2333333333333334,4,0.20208333333333334,0.25,0.26666666666666666,2,0.01815126050420168,0.14285714285714285
tokyo,run2,41,30,5.133333333333334,7,0.32083333333333336,0.4375,0.6666666666666666,3,0.052274419480301836,0.23076923076923078
tokyo,run2,42,30,5.233333333333333,7,0.32708333333333334,0.4375,0.26666666666666666,2,0.01602971102971103,0.14285714285714285
tokyo,run2,43,25,7.36,10,0.46,0.625,1.04,4,0.08376340326340326,0.36363636363636365
tokyo,run2,44,30,6.666666666666667,8,0.4166666666666667,0.5,2.3333333333333335,5,0.146639386298829,0.2631578947368421
tokyo,run2,45,30,3.8,5,0.2375,0.3125,1.7666666666666666,4,0.11388299336828749,0.25
tokyo,run2,46,30,5.633333333333334,7,0.35208333333333336,0.4375,0.9666666666666667,4,0.06757177319870819,0.25
tokyo,run2,47,30,7.966666666666667,9,0.4979166666666667,0.5625,0.26666666666666666,2,0.018075396825396824,0.125
tokyo,run2,48,30,6.333333333333333,9,0.3958333333333333,0.5625,0.7,2,0.05093101343101343,0.14285714285714285
tokyo,run2,49,30,3.2333333333333334,5,0.20208333333333334,0.3125,0.0,0,0.0,0.0
tokyo,run2,50,30,3.0,3,0.1875,0.1875,0.0,0,0.0,0.0
tokyo,run2,51,30,3.3333333333333335,5,0.20833333333333334,0.3125,0.8333333333333334,3,0.04716890264877881,0.16666666666666666
tokyo,run2,52,30,5.8,6,0.3625,0.375,1.3,3,0.06926900584795322,0.16666666666666666
tokyo,run2,53,30,4.266666666666667,6,0.26666666666666666,0.375,0.7,3,0.03762699231739479,0.15
tokyo,run2,54,30,0.06666666666666667,2,0.004166666666666667,0.125,0.13333333333333333,2,0.006683375104427736,0.10526315789473684
tokyo,run2,55,30,1.4333333333333333,3,0.08958333333333333,0.1875,0.0,0,0.0,0.0
tokyo,run2,56,30,1.1666666666666667,3,0.07291666666666667,0.1875,0.06666666666666667,2,0.0033333333333333335,0.1
tokyo,run2,57,30,0.0,0,0.0,0.0,0.0,0,0.0,0.0
tokyo,run2,58,30,0.0,0,0.0,0.0,0.0,0,0.0,0.0
tokyo,run2,59,30,0.0,0,0.0,0.0,0.36666666666666664,1,0.016771127423301335,0.05
tokyo,run2,60,30,0.0,0,0.0,0.0,0.03333333333333333,1,0.0013888888888888887,0.041666666666666664
tokyo,run2,61,1,0.0,0,0.0,0.0,0.0,0,0.0,0.0
