city,run,window_index,epoch_count,eff_db_p10_mean,eff_db_p10_min,eff_db_p50_mean,eff_db_p90_mean,eff_db_max_mean,eff_db_max_max,eff_db_mean_mean,usable_count_mean,usable_count_min,marginal_count_mean,nlos_at_high_elev_count_mean,nlos_at_high_elev_count_max,gain_db_mean_mean,elev_deg_p50_mean
tokyo,run1,0,30,-17.866350183437596,-21.01675165479247,-4.593897841561799,-0.2223628120015136,-0.04468437754759152,-0.04389989712879133,-7.622605051702519,7.0,7,15.533333333333333,0.0,0,-7.622605051702519,36.121367310065985
tokyo,run1,1,30,-17.873978247604672,-19.76541893829137,-4.585364902304238,-0.2201304616626979,-0.043111227471795764,-0.04239645851610844,-7.524934246447216,7.0,7,15.966666666666667,0.0,0,-7.524934246447216,36.209199641929494
tokyo,run1,2,30,-18.511174169529585,-22.34088828473416,-4.117254290253924,-0.2045897339131815,-0.0416923856962459,-0.041059170801486744,-7.176373334974485,7.0,7,15.733333333333333,0.0,0,-7.176373334974485,38.543832297252685
tokyo,run1,3,30,-23.65082935077697,-30.0,-3.9763813228894103,-0.19748739328548073,-0.040434200006089376,-0.03987180439286603,-7.450439784388964,7.0,7,16.1,0.0,0,-6.908146551306258,39.2337814421186
tokyo,run1,4,30,-29.960503085859628,-30.0,-4.267452569133623,-0.21632927357170897,-0.03932938101836724,-0.03884720955156594,-8.4226696345344,7.0,7,17.0,0.0,0,-7.204235291100056,37.70379020234027
tokyo,run1,5,30,-20.839139243362055,-30.0,-3.83225666734235,-0.16929696155242538,-0.03837034469302662,-0.037939613619473955,-6.943728219015473,6.7,5,15.233333333333333,0.0,0,-6.616347266634521,40.108185916773174
tokyo,run1,6,30,-17.90791973841871,-22.998026114791035,-3.9208519599701983,-0.18331051941793478,-0.03753598949059614,-0.037183311032245765,-6.814935423541446,6.833333333333333,6,15.7,0.0,0,-6.814935423541446,39.56102065081538
tokyo,run1,7,30,-16.259984069131146,-20.850608836920976,-3.807949528665927,-0.18407455717069265,-0.036880971017565954,-0.0366309995925372,-6.6828859582581375,6.966666666666667,6,15.833333333333334,0.0,0,-6.6828859582581375,40.13563620868323
tokyo,run1,8,30,-16.976461076240657,-22.155790330013513,-3.9103199915494096,-0.1895843067575381,-0.03641975920616844,-0.036248692963763596,-6.893613538253671,7.0,7,15.833333333333334,0.0,0,-6.893613538253671,39.595796857935596
tokyo,run1,9,30,-21.44141698829919,-31.012870818716202,-3.8693562088078313,-0.18481254274648148,-0.036567514702448164,-0.03603570505418596,-7.608437920430713,6.966666666666667,6,14.433333333333334,0.0,0,-7.2100379171545494,39.80991563483661
tokyo,run1,10,30,-23.14341337183313,-33.56696836031791,-4.10959878348987,-0.2055356312795359,-0.03599951287937001,-0.035987271720156436,-8.236037496040332,7.0,7,15.066666666666666,0.0,0,-7.526052305791984,38.72947682540319
tokyo,run1,11,30,-19.729692157397675,-30.24673121308049,-3.620830996089691,-0.14901546778152833,-0.03604050417158738,-0.03599608457224825,-7.070698650305327,6.966666666666667,6,13.533333333333333,0.2,1,-6.424779317659987,41.95873957005544
tokyo,run1,12,30,-20.04713010845055,-23.70665010309524,-3.7750632124928845,-0.16639514573907643,-0.03622819723645057,-0.03611541136475482,-6.977795288232737,7.0,7,14.4,0.03333333333333333,1,-6.931498991936439,40.325072406457174
tokyo,run1,13,30,-15.184876922096587,-20.62785162898521,-3.8435505720347516,-0.1806165823674266,-0.03626882979442434,-0.035463159517566095,-6.707126849767882,7.0,7,15.266666666666667,0.0,0,-6.707126849767882,39.92519124520534
tokyo,run1,14,30,-17.86769902646719,-30.0,-3.7155700189981955,-0.15814042141962362,-0.03410330591557047,-0.03285088030409706,-6.612221872443505,7.0,7,14.566666666666666,0.0,0,-6.572539332760966,40.7288310724369
tokyo,run1,15,30,-23.197268020973784,-30.0,-3.5901251199736897,-0.140154703116612,-0.031540073099925875,-0.030327912243616337,-7.341630837665689,7.0,7,14.2,0.0,0,-6.565526463167353,41.419073646653075
tokyo,run1,16,30,-23.652587319705834,-30.0,-3.711522133956415,-0.15518582823638571,-0.029073760959832093,-0.027925538871573466,-7.515607128308782,7.0,7,14.666666666666666,0.03333333333333333,1,-6.64474226189438,40.66811156984665
tokyo,run1,17,30,-19.84817708817159,-31.940101776197814,-3.4233702319381645,-0.15679505514180292,-0.02930401782430264,-0.025665561327579946,-7.2848742128226895,6.5,3,12.9,0.36666666666666664,2,-6.078877194132174,43.24424822345575
tokyo,run1,18,30,-23.81084036927796,-31.63055214853873,-2.3817657204360136,-0.07365305140825953,-0.024543475758793183,-0.023505136642891607,-8.069338821786888,5.0,3,7.533333333333333,0.8666666666666667,3,-5.643159676857741,54.652368854390396
tokyo,run1,19,30,-14.40120052014549,-30.169989264183194,-2.2213276157010395,-0.07859301932935556,-0.02311558152665263,-0.02145248200025535,-5.80790525107642,5.133333333333334,3,8.333333333333334,0.16666666666666666,1,-5.231155611826781,53.73671527576073
tokyo,run1,20,30,-18.19126274537929,-30.27572763305851,-3.3134131700160583,-0.09181793829726392,-0.020441431166372308,-0.019514709437395708,-6.276048709704993,5.833333333333333,5,11.266666666666667,0.5333333333333333,2,-4.899199864106148,45.52832737366326
tokyo,run1,21,30,-21.064375853993003,-30.0,-2.7154512303333127,-0.07613388684319826,-0.01943559180222525,-0.01770290019266502,-6.98933416535566,5.733333333333333,3,9.4,0.7666666666666667,2,-4.565088748463185,52.36882264592751
tokyo,run1,22,30,-29.050484510713158,-33.758126963641175,-4.988826528252718,-0.2159062908610907,-0.1369904535678258,-0.016079917294944325,-10.233893049615896,4.966666666666667,0,7.966666666666667,1.1333333333333333,4,-5.802779636884837,48.68717246908882
tokyo,run1,23,29,-28.392918670310024,-31.199749582185643,-4.174683357108281,-0.05731229604497777,-0.01518265456150372,-0.014451289262038486,-10.88809105730556,4.793103448275862,3,5.586206896551724,2.1724137931034484,4,-4.676591828564951,65.81818339959064
tokyo,run1,24,30,-22.132040391779523,-29.2166258582626,-0.3523603649942878,-0.03635600902312129,-0.01368336775118527,-0.012983866582056584,-7.163472154683041,5.0,5,5.366666666666666,0.8333333333333334,2,-4.443564747275634,73.89020409483288
tokyo,run1,25,30,-23.846994294884087,-29.34936898734468,-0.34982218053869657,-0.03729203256919246,-0.012276455099956222,-0.01163374101163508,-7.917086252629957,5.0,5,5.1,1.0,3,-4.706107416651122,73.91537286926304
tokyo,run1,26,30,-23.78235102370177,-29.907051452813477,-3.417345001491893,-0.03924885403009555,-0.01098255598354717,-0.0103951747114186,-9.014944385505807,4.0,2,4.933333333333334,1.6333333333333333,5,-3.496275554336976,70.10113722262389
tokyo,run1,27,30,-29.723484205004752,-29.98448337380643,-3.748964611121073,-0.06967662786091129,-0.00981046725156293,-0.00928142891072625,-11.220476397868703,4.9,3,7.5,3.033333333333333,5,-4.404965519857825,58.39669644234946
tokyo,run1,28,30,-27.97582440068562,-29.72687881567201,-3.26453652478306,-0.06855129126477831,-0.008755901408531643,-0.008282994609320573,-9.644968744373255,5.0,5,8.0,2.4,4,-4.225388324792836,60.61092524943135
tokyo,run1,29,30,-29.146086739922527,-30.0,-3.0268264737800323,-0.07499736856515044,-0.007817547558383224,-0.007401585773579945,-10.313260645994829,5.066666666666666,5,7.9,2.533333333333333,4,-4.306656139390322,59.36488432804351
tokyo,run1,30,30,-29.871665477435343,-30.146814362889966,-1.7583556627369565,-0.07330756573485732,-0.006996161190819984,-0.006635313228475135,-10.000690876121485,5.866666666666666,5,7.866666666666666,2.1666666666666665,3,-4.442610068040676,58.73246013440675
tokyo,run1,31,30,-25.911727425434563,-30.0,-1.2206053970077766,-0.07240225823216973,-0.006285511684540358,-0.00597716618683658,-8.113256041658081,6.066666666666666,6,7.966666666666667,1.3333333333333333,3,-4.711352389754429,62.37938004356202
tokyo,run1,32,30,-25.054832868695613,-30.0,-3.273554970491234,-0.12620911215108746,-0.005687430106334143,-0.005435250310784193,-8.355217282177916,6.5,6,11.566666666666666,1.4,4,-5.6569991060185645,45.03305981608934
tokyo,run1,33,30,-19.14013123609317,-28.306106983954187,-3.4793233531931085,-0.17928255439995106,-0.005207655603882332,-0.005014985482942318,-6.952860140718704,5.466666666666667,5,10.9,0.7,2,-5.68912387698244,44.16101173090928
tokyo,run1,34,30,-23.956989865352078,-29.567588852995026,-3.102774871124355,-0.1240763391745623,-0.004848449769039371,-0.004711013079276308,-7.469607260619431,6.2,5,11.433333333333334,0.9666666666666667,2,-5.5434598785896965,44.37278650133319
tokyo,run1,35,30,-24.84249791953324,-29.994044139565993,-2.609582487762145,-0.09583587025912685,-0.004601121583000601,-0.004518435075280985,-7.742880405145311,5.833333333333333,4,9.2,1.3,3,-4.64906966795222,57.26721516137043
tokyo,run1,36,30,-24.935531711874887,-30.0,-2.7264810083945648,-0.09970104897327557,-0.004460290846908592,-0.004424729149807748,-7.605010925960557,5.8,4,9.566666666666666,0.43333333333333335,2,-6.305643626593257,50.35165931061108
tokyo,run1,37,30,-28.931807426893766,-35.13455135447404,-5.796946773533092,-0.12269252283649647,-0.00443542636433655,-0.004423116626646678,-10.684639440782652,5.233333333333333,5,9.566666666666666,1.6333333333333333,4,-6.8925822332842674,41.05155752465468
tokyo,run1,38,30,-31.19834622041117,-35.08341226295421,-12.40744941866595,-0.17041442725153752,-0.004535109534814135,-0.0044676445824242015,-14.908664098575896,5.766666666666667,5,7.633333333333334,3.2333333333333334,5,-7.3129469072704705,43.44373502607671
tokyo,run1,39,30,-29.946414047428153,-30.0,-5.501789965389633,-0.2358662238889272,-0.004750160442361028,-0.004628388245792097,-13.148994718080262,5.9,5,8.833333333333334,3.3666666666666667,5,-6.258821982319289,45.72930187472771
