city,run,epoch,gps_tow,sat_count,los_count,nlos_count,reflection_count,excess_delay_m_max,excess_delay_m_p90
tokyo,run2,0,177000.0,25,25,0,0,0.0,0.0
tokyo,run2,60,177012.0,24,24,0,0,0.0,0.0
tokyo,run2,120,177024.0,25,25,0,0,0.0,0.0
tokyo,run2,180,177036.0,23,23,0,0,0.0,0.0
tokyo,run2,240,177048.0,22,22,0,22,51.47159980610013,51.47159980610013
tokyo,run2,300,177060.0,21,21,0,21,50.70576761290431,50.70576761290431
tokyo,run2,360,177072.0,21,21,0,21,50.49656494706869,50.49656494706869
tokyo,run2,420,177084.0,20,19,1,0,0.0,0.0
tokyo,run2,480,177096.0,20,20,0,0,0.0,0.0
tokyo,run2,540,177108.0,23,23,0,23,213.83342112600803,213.83342112600803
tokyo,run2,600,177120.0,21,21,0,0,0.0,0.0
tokyo,run2,660,177132.0,21,20,1,0,0.0,0.0
tokyo,run2,720,177144.0,21,21,0,0,0.0,0.0
tokyo,run2,780,177156.0,22,21,1,22,17.09505507722497,17.09505507722497
tokyo,run2,840,177168.0,16,16,0,0,0.0,0.0
tokyo,run2,900,177180.0,19,16,3,0,0.0,0.0
tokyo,run2,960,177192.0,12,11,1,0,0.0,0.0
tokyo,run2,1020,177204.0,15,14,1,0,0.0,0.0
tokyo,run2,1080,177216.0,23,14,9,23,17.39675249531865,17.39675249531865
tokyo,run2,1140,177228.0,20,11,9,20,38.60446193814278,38.60446193814278
tokyo,run2,1200,177240.0,19,11,8,19,38.55958428233862,38.55958428233862
tokyo,run2,1260,177252.0,17,10,7,0,0.04314936697483063,0.04314936697483063
tokyo,run2,1320,177264.0,14,11,3,14,52.08472951501608,52.08472951501608
tokyo,run2,1380,177276.0,21,18,3,21,52.065311551094055,52.065311551094055
tokyo,run2,1440,177288.0,14,14,0,14,13.835855942219496,13.835855942219496
tokyo,run2,1500,177300.0,20,20,0,0,0.0,0.0
tokyo,run2,1560,177312.0,23,21,2,23,13.469003096222878,13.469003096222878
tokyo,run2,1620,177324.0,19,19,0,19,4.055686675012112,4.055686675012112
tokyo,run2,1680,177336.0,23,23,0,23,17.395956099033356,17.395956099033356
tokyo,run2,1740,177348.0,22,22,0,0,0.0,0.0
tokyo,run2,1800,177360.0,22,22,0,22,16.40578258410096,16.40578258410096
tokyo,run2,1860,177372.0,19,19,0,19,26.05873642861843,26.05873642861843
tokyo,run2,1920,177384.0,21,21,0,0,0.0,0.0
tokyo,run2,1980,177396.0,22,22,0,22,17.553574234247208,17.553574234247208
tokyo,run2,2040,177408.0,22,22,0,22,17.57606179267168,17.57606179267168
tokyo,run2,2100,177420.0,23,23,0,23,17.59839953109622,17.59839953109622
tokyo,run2,2160,177432.0,22,22,0,22,17.5103667601943,17.5103667601943
tokyo,run2,2220,177444.0,23,22,1,23,17.532277408987284,17.532277408987284
tokyo,run2,2280,177456.0,24,22,2,24,17.554038871079683,17.554038871079683
tokyo,run2,2340,177468.0,23,23,0,0,0.0,0.0
tokyo,run2,2400,177480.0,18,18,0,18,18.71429367363453,18.71429367363453
tokyo,run2,2460,177492.0,20,19,1,20,19.00321640819311,19.00321640819311
tokyo,run2,2520,177504.0,21,20,1,21,19.02604352682829,19.02604352682829
tokyo,run2,2580,177516.0,22,21,1,22,19.048709206283092,19.048709206283092
tokyo,run2,2640,177528.0,22,21,1,22,19.071213349699974,19.071213349699974
tokyo,run2,2700,177540.0,22,21,1,22,19.093555849045515,19.093555849045515
tokyo,run2,2760,177552.0,22,21,1,22,19.115736607462168,19.115736607462168
tokyo,run2,2820,177564.0,21,21,0,0,0.0,0.0
tokyo,run2,2880,177576.0,22,22,0,0,0.0,0.0
tokyo,run2,2940,177588.0,24,24,0,24,370.0143205411732,370.0143205411732
tokyo,run2,3000,177600.0,16,16,0,16,55.90905599296093,55.90905599296093
tokyo,run2,3060,177612.0,14,14,0,14,16.257844228297472,16.257844228297472
tokyo,run2,3120,177624.0,16,14,2,16,24.389378484338522,24.389378484338522
tokyo,run2,3180,177636.0,18,15,3,18,26.23663530498743,26.23663530498743
tokyo,run2,3240,177648.0,17,13,4,17,79.86434277519584,79.86434277519584
tokyo,run2,3300,177660.0,15,13,2,0,0.0,0.0
tokyo,run2,3360,177672.0,13,12,1,0,0.0,0.0
tokyo,run2,3420,177684.0,15,13,2,15,646.1814067028463,646.1814067028463
tokyo,run2,3480,177696.0,13,11,2,13,17.848531667143106,17.848531667143106
tokyo,run2,3540,177708.0,14,12,2,14,17.975651282817125,17.975651282817125
tokyo,run2,3600,177720.0,16,13,3,16,17.929707244038582,17.929707244038582
tokyo,run2,3660,177732.0,19,16,3,19,17.950742043554783,17.950742043554783
tokyo,run2,3720,177744.0,17,15,2,17,17.96883251518011,17.96883251518011
tokyo,run2,3780,177756.0,18,15,3,18,17.967835132032633,17.967835132032633
tokyo,run2,3840,177768.0,16,14,2,16,4.339162804186344,4.339162804186344
tokyo,run2,3900,177780.0,15,15,0,0,0.0,0.0
tokyo,run2,3960,177792.0,18,18,0,18,5.772541023790836,5.772541023790836
tokyo,run2,4020,177804.0,21,21,0,0,0.0,0.0
tokyo,run2,4080,177816.0,23,22,1,0,0.0,0.0
tokyo,run2,4140,177828.0,23,23,0,0,0.0,0.0
tokyo,run2,4200,177840.0,21,21,0,0,0.0,0.0
tokyo,run2,4260,177852.0,22,22,0,0,0.0,0.0
tokyo,run2,4320,177864.0,21,21,0,21,6.4143083319067955,6.4143083319067955
tokyo,run2,4380,177876.0,22,22,0,22,6.459039397537708,6.459039397537708
tokyo,run2,4440,177888.0,17,17,0,17,184.34870564937592,184.34870564937592
tokyo,run2,4500,177900.0,9,8,1,0,0.0,0.0
tokyo,run2,4560,177916.199999094,8,8,0,8,30.93773641437292,30.93773641437292
tokyo,run2,4620,177928.199999094,12,11,1,12,195.31639114022255,195.31639114022255
tokyo,run2,4680,177940.20000004768,14,13,1,14,195.26198976114392,195.26198976114392
tokyo,run2,4740,177952.39999890327,8,8,0,8,31.723002791404724,31.723002791404724
tokyo,run2,4800,177964.40000009537,15,13,2,15,195.1516957655549,195.1516957655549
tokyo,run2,4860,177976.39999890327,15,14,1,15,195.0967145562172,195.0967145562172
tokyo,run2,4920,177988.39999890327,10,10,0,10,31.605876598507166,31.605876598507166
tokyo,run2,4980,178000.39999890327,6,6,0,6,31.566459637135267,31.566459637135267
tokyo,run2,5040,178012.39999890327,9,9,0,9,31.526855498552322,31.526855498552322
tokyo,run2,5100,178024.40000009537,10,10,0,0,0.0,0.0
tokyo,run2,5160,178036.39999890327,10,10,0,0,0.0,0.0
tokyo,run2,5220,178048.39999890327,10,10,0,0,0.0,0.0
tokyo,run2,5280,178060.39999890327,9,8,1,0,0.0,0.0
