city,run,window_index,epoch_count,sat_count_mean,nlos_count_mean,utd_candidate_sat_count_mean,utd_candidate_sat_count_max,utd_candidate_nlos_sat_count_mean,utd_candidate_nlos_sat_count_max,utd_candidate_count_total_mean,utd_candidate_count_total_max,utd_candidate_count_nlos_mean,utd_candidate_count_nlos_max,utd_min_excess_path_m_mean,utd_min_excess_path_m_min,utd_min_edge_distance_m_mean,utd_min_edge_distance_m_min,utd_min_fresnel_v_mean,utd_min_fresnel_v_min,utd_score_sum_mean,utd_score_sum_max,utd_score_nlos_sum_mean,utd_score_nlos_sum_max,utd_edge_count_total,utd_edge_boundary_count
nagoya,run2,0,5,19.2,0.0,1.0,1,0.0,0,26.4,27,0.0,0,2.6924557177349926,0.644524946808815,14.461366768229045,7.294709298632574,7.173916235993832,3.666573217924867,3.551740999567459,6.668516149222185,0.0,0.0,50000,5980
nagoya,run2,1,5,18.2,0.0,1.8,2,0.0,0,10.0,19,0.0,0,3.106219797767699,2.424309454858303,18.87598772867832,15.236404194240867,7.841336942090426,7.10080859015129,0.8182020871542053,1.608452746937434,0.0,0.0,50000,5980
nagoya,run2,2,5,17.2,0.0,1.2,3,0.0,0,19.2,30,0.0,0,2.1427171846851705,0.0,10.368966851905132,0.0,5.39444781027141,0.0,2.999215944692717,5.116042026800021,0.0,0.0,50000,5980
nagoya,run2,3,5,16.4,0.6,5.6,9,0.2,1,48.0,90,5.2,26,1.927574273943901,4.120171070098877e-05,10.47675469895071,0.042478485785377156,4.955646577890946,0.029429403824142403,7.803966018921709,19.1325095534652,1.807526103857781,9.037630519288905,50000,5980
nagoya,run2,4,5,13.4,1.6,9.2,14,1.6,4,220.2,473,75.0,185,0.9666877955198288,0.0008546486496925354,6.8960204525648665,0.23751918378715,2.962606203576971,0.13403189171129784,42.43302653255252,80.56689732719676,20.822528907690444,50.10270406847011,50000,5980
nagoya,run2,5,5,14.6,1.4,14.6,17,1.4,3,485.6,617,84.6,191,0.0009544238448143006,0.0006786137819290161,0.25347149928286833,0.21711237230119274,0.140974448348365,0.11943353193506459,76.34156159175372,101.42569047094231,25.363901784829284,47.926277284005195,50000,5980
nagoya,run2,6,5,14.0,0.6,13.8,15,0.6,1,310.6,497,38.4,103,0.0943970650434494,3.330409526824951e-05,1.2058056129773687,0.030463496722762506,0.8490162379533761,0.026459624672387393,53.05647563166766,75.58366461177123,8.581940907902169,19.93022358060309,50000,5980
nagoya,run2,7,5,13.0,0.4,12.6,15,0.4,1,271.8,402,26.4,104,0.09380044639110566,0.0005846992135047913,2.1246472521436055,0.5339541071365737,1.2303806815569192,0.11086249359169387,47.902280980534115,75.31024831782993,5.602209641018281,23.981844597420228,50000,5980
nagoya,run2,8,5,13.8,2.6,13.8,16,2.6,5,386.6,426,150.8,254,0.0031521350145339968,6.556138396263123e-05,0.42141952130455557,0.08799861196681696,0.22410387106779023,0.037123688528583124,80.62478381919433,97.69221466891811,38.752266462920225,66.18776378878368,50000,5980
nagoya,run2,9,5,12.0,3.2,12.0,15,3.2,5,287.6,435,132.6,251,0.0027493879199028013,1.5992671251296997e-05,0.43876095364984896,0.05425750233087519,0.21299210140304697,0.01833545892115397,61.02286642092281,93.72373886583141,35.1666208907074,69.02908627400976,50000,5980
nagoya,run2,10,5,10.0,2.2,9.0,12,2.2,4,214.6,258,78.2,160,0.007194222509860992,0.00010273605585098267,0.6680387697909916,0.08892492911027773,0.29510222427167637,0.046469269186843624,43.88524117340055,51.04981332750397,20.243606870970908,37.14257939536415,50000,5980
