city,run,epoch,gps_tow,sat_count,los_count,nlos_count,nlos_at_high_elev_count,elev_deg_p50,elev_deg_max,eff_db_p10,eff_db_p25,eff_db_p50,eff_db_p75,eff_db_p90,eff_db_max,eff_db_mean,usable_count,marginal_count,gain_db_mean
tokyo,run3,0,179460.0,23,23,0,0,34.370616765168016,88.01132491707399,-16.095011076300818,-7.587480553200434,-4.9524421062466,-1.43914696873381,-0.9248469101785917,-0.0008870327509268273,-6.602262198377645,10,19,-6.602262198377645
tokyo,run3,5,179461.0,23,23,0,0,34.3666078164822,88.01237686594011,-16.100254287050372,-7.5859944205021055,-4.953327961138717,-1.439130983763457,-0.9245985892491687,-0.0008815024039397083,-6.602899537195318,10,19,-6.602899537195318
tokyo,run3,10,179462.0,23,23,0,0,34.36259773526142,88.01342875694336,-16.105500241658863,-7.584508583473902,-4.954214198809426,-1.4391151551072348,-0.9243503533106731,-0.0008759752894119759,-6.603537386929904,10,19,-6.603537386929904
tokyo,run3,15,179463.0,23,23,0,0,34.3585865218618,88.01448058964516,-16.11074894283394,-7.583023042008742,-4.955100819319189,-1.4390994827685253,-0.9241022023697892,-0.0008704514091576172,-6.60417574791234,10,19,-6.60417574791234
tokyo,run3,20,179464.0,23,23,0,0,34.35457417663913,88.01553236360593,-16.11600039328703,-7.581537795999665,-4.955987822728593,-1.4390839667507134,-0.9238541364332079,-0.0008649307649944763,-6.6048146204740465,10,19,-6.6048146204740465
tokyo,run3,25,179465.0,23,23,0,0,34.35056069994913,88.01658407838528,-16.12125459573348,-7.5800528453396945,-4.956875209098275,-1.4390686070572016,-0.9236061555076192,-0.0008594133587365363,-6.605454004946921,10,19,-6.605454004946921
tokyo,run3,30,179466.0,23,23,0,0,34.346546092147676,88.01763573354167,-16.12651155289235,-7.5785681899220005,-4.95776297848887,-1.4390534036913825,-0.923358259599721,-0.0008538991922006722,-6.60609390166333,10,19,-6.60609390166333
tokyo,run3,35,179467.0,23,23,0,0,34.342530353591044,88.01868732863264,-16.131771267486673,-7.577083829639763,-4.958651130960971,-1.4390383566566487,-0.9231104487162116,-0.0008483882672047217,-6.606734310956117,10,19,-6.606734310956117
tokyo,run3,40,179468.0,23,23,0,0,34.338513484634824,88.01973886321471,-16.13703374224329,-7.575599764386224,-4.959539666575363,-1.4390234659564203,-0.9228627228637877,-0.000842880585564591,-6.607375233158611,10,19,-6.607375233158611
tokyo,run3,45,179469.0,23,23,0,0,34.33449548563486,88.02079033684365,-16.142298979892836,-7.574115994054744,-4.960428585392814,-1.4390087315940994,-0.9226150820491585,-0.0008373761490966668,-6.608016668604608,10,19,-6.608016668604608
tokyo,run3,50,179470.0,23,23,0,0,34.3304763569474,88.02184174907389,-16.147566983169934,-7.572632518538663,-4.961317887474039,-1.43899415357309,-0.9223675262790303,-0.0008318749596192634,-6.608658617628398,10,19,-6.608658617628398
