city,run,window_index,epoch_count,sat_count_mean,nlos_count_mean,utd_candidate_sat_count_mean,utd_candidate_sat_count_max,utd_candidate_nlos_sat_count_mean,utd_candidate_nlos_sat_count_max,utd_candidate_count_total_mean,utd_candidate_count_total_max,utd_candidate_count_nlos_mean,utd_candidate_count_nlos_max,utd_min_excess_path_m_mean,utd_min_excess_path_m_min,utd_min_edge_distance_m_mean,utd_min_edge_distance_m_min,utd_min_fresnel_v_mean,utd_min_fresnel_v_min,utd_score_sum_mean,utd_score_sum_max,utd_score_nlos_sum_mean,utd_score_nlos_sum_max,utd_edge_count_total,utd_edge_boundary_count
tokyo,run3,0,5,21.4,1.0,12.6,13,1.0,1,54.8,60,16.0,19,0.16511570811271667,0.04369828850030899,2.949278739278242,2.175516307752048,1.5267407261389057,0.958213819863045,6.2378163760691985,6.61264356467741,3.089189055604133,3.446018812551601,50000,35
tokyo,run3,1,5,20.0,2.0,8.8,13,1.8,3,35.6,47,12.6,19,0.05913453549146652,0.0029093511402606964,1.903516810653283,0.5643889208807178,0.8955362665013737,0.2472919926073981,9.050976812369214,15.811312483652511,3.8417578551911395,6.716744014514046,50000,35
tokyo,run3,2,5,19.0,4.4,16.8,21,4.4,10,234.6,388,86.6,221,0.004227109998464584,9.384751319885254e-05,0.6129139593137628,0.05422452415996567,0.24022062530858673,0.04441455076990246,63.99935545173743,116.7688929659616,28.23936852637337,71.47674930087514,50000,35
tokyo,run3,3,5,17.0,5.8,17.0,19,5.8,7,406.6,457,189.0,295,0.00016445517539978027,3.1888484954833984e-06,0.08660856992437331,0.025186991189750492,0.04623843850241862,0.008185905942321617,95.56617459669648,117.67588145398726,48.768745199322304,82.2380387155904,50000,35
tokyo,run3,4,5,15.4,5.6,14.8,19,5.6,10,392.0,500,203.0,397,0.000690692663192749,2.7567148208618164e-07,0.1871041986422441,0.004890318741004685,0.09384457967925593,0.0023875030365896927,99.69983676043361,150.68910069684082,66.73469197353026,136.7537762941888,50000,35
tokyo,run3,5,5,18.4,5.6,18.4,20,5.6,8,545.6,635,281.0,378,0.00031106024980545046,8.195638656616211e-08,0.13977732754603314,0.005646353259893989,0.06819170765851837,0.0012943515044742465,123.70992585841176,155.96273282523728,75.30107550353601,107.16837727188785,50000,35
tokyo,run3,6,5,16.4,2.2,16.4,18,2.2,5,385.2,492,93.0,219,0.007975418865680695,2.7433037757873535e-05,0.6355169696376304,0.05740523919518171,0.32270462676094736,0.024013787826974255,81.30214082836729,114.67141999135708,26.641760385379957,60.30788412960247,50000,35
tokyo,run3,7,5,17.4,0.6,17.4,18,0.6,1,464.4,483,12.0,20,0.0034177377820014954,0.002505980432033539,0.4005679110152034,0.3442248668248976,0.266724810053215,0.22950645391570404,83.21844708987813,86.18284990161153,2.5383513480726334,4.237734443347972,50000,35
tokyo,run3,8,5,16.8,2.2,16.8,18,2.2,6,511.2,656,143.4,366,0.023429344594478606,4.403293132781982e-06,1.2010487237048462,0.02468504374720296,0.4484065285166038,0.009621060457146655,110.91917755550371,169.8078295524445,43.13342103477813,110.97952826155796,50000,35
tokyo,run3,9,5,14.6,2.6,14.6,15,2.6,3,373.6,476,130.6,219,0.004290100932121277,6.636977195739746e-05,0.5669154717628445,0.11979748236868933,0.24949685084301207,0.03735109870839133,95.33560384308043,132.80818736526277,42.94320799389152,79.61029450873077,50000,35
tokyo,run3,10,5,12.2,3.6,12.0,16,3.6,4,249.8,508,121.0,235,0.0010752446949481964,9.611248970031738e-07,0.3071136544905036,0.014421231787786976,0.10625316042464934,0.004490840561185787,69.43467725563578,140.46465439959107,38.83032720472706,80.73319565638268,50000,35
tokyo,run3,11,5,17.8,1.6,16.8,18,1.6,3,194.6,211,35.0,60,0.07763742730021476,3.166496753692627e-06,1.5316458203177659,0.024811095707508248,0.5950942464122247,0.008162464193912795,33.89144558572764,37.21179984965793,7.711951464784218,12.453488677145632,50000,35
tokyo,run3,12,5,19.4,0.8,18.0,21,0.8,1,187.8,261,25.2,58,0.07354166060686111,2.80626118183136e-05,2.4291286961474876,0.07377942136462586,0.9535051869935938,0.024286233117000566,37.093428389665135,52.65083738305108,7.814342722267813,21.4047869609544,50000,35
tokyo,run3,13,5,19.0,0.6,14.0,23,0.6,1,65.2,93,9.4,17,0.05493657365441322,0.001300070434808731,1.7094321851068617,0.4868148195175506,0.7999010577561589,0.1653100302275178,14.604557897206973,19.960848477326916,3.7712651693132044,6.390477232848205,50000,35
tokyo,run3,14,5,19.0,2.8,17.0,20,2.8,4,306.2,409,109.0,169,0.0026838846504688265,1.862645149230957e-06,0.27084032290091153,0.012219738633516242,0.17829881042683365,0.006262437641144035,71.52073861158951,84.87465810391461,33.64910515242954,50.78521386453136,50000,35
