sat_count,los_count,nlos_count,utd_candidate_sat_count,utd_candidate_nlos_sat_count,utd_candidate_count_total,utd_candidate_count_nlos,utd_min_excess_path_m,utd_min_edge_distance_m,utd_min_fresnel_v,utd_score_sum,utd_score_nlos_sum,city,run,epoch,gps_tow,utd_edge_count_total,utd_edge_boundary_count
16,16,0,1,0,28,0,0.21094286255538464,4.1748645629814,2.1030354195140957,9.182460848996403,0.0,nagoya,run1,0,550380.0,50000,4494
17,17,0,1,0,28,0,0.2110268622636795,4.175754295908426,2.103453109697267,9.181889006697956,0.0,nagoya,run1,60,550392.0,50000,4494
17,16,1,1,0,28,0,0.21094117872416973,4.174876787766205,2.103027081030336,9.18250938917939,0.0,nagoya,run1,120,550404.0,50000,4494
16,16,0,1,0,28,0,0.2109596999362111,4.17505959182028,2.103119169215301,9.182394643885344,0.0,nagoya,run1,180,550416.0,50000,4494
15,15,0,1,0,28,0,0.21108494605869055,4.176020645391465,2.1037414394910576,9.191508619824688,0.0,nagoya,run1,240,550428.0,50000,4494
17,17,0,1,0,31,0,0.3025009837001562,5.008203162881101,2.5170419744136407,9.16743414036748,0.0,nagoya,run1,300,550440.0,50000,4494
19,19,0,1,0,8,0,5.61286084074527,21.683327876618016,10.53244300578778,0.584465172644135,0.0,nagoya,run1,360,550452.0,50000,4494
19,19,0,1,0,12,0,4.981413126923144,20.50766122950564,9.943649016689122,0.8511090075822252,0.0,nagoya,run1,420,550464.0,50000,4494
21,21,0,1,0,12,0,2.488398715853691,14.257211480903944,7.124620849286126,1.899791606242633,0.0,nagoya,run1,480,550476.0,50000,4494
21,20,1,1,0,10,0,4.20386565476656,19.102788026996766,9.180640107391403,0.773576944045028,0.0,nagoya,run1,540,550488.0,50000,4494
21,20,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,nagoya,run1,600,550500.0,50000,4494
20,19,1,1,0,6,0,1.9804101288318634,19.37342779112275,6.418567331216069,0.652655847803033,0.0,nagoya,run1,660,550512.0,50000,4494
