sat_count,los_count,nlos_count,utd_candidate_sat_count,utd_candidate_nlos_sat_count,utd_candidate_count_total,utd_candidate_count_nlos,utd_min_excess_path_m,utd_min_edge_distance_m,utd_min_fresnel_v,utd_score_sum,utd_score_nlos_sum,city,run,epoch,gps_tow,utd_edge_count_total,utd_edge_boundary_count
18,17,1,18,1,392,30,3.8370490074157715e-06,0.022079954778546153,0.00898851802804139,65.9578251302454,10.420921256069681,nagoya,run2,0,555720.0,50000,6016
19,17,2,19,2,499,136,3.3527612686157227e-07,0.006464272214820902,0.002631631317114572,96.87910647556534,41.116169850339105,nagoya,run2,60,555732.0,50000,6016
18,17,1,18,1,393,30,8.83638858795166e-06,0.033477777660008874,0.013629278031367731,66.35129298532924,10.430581740629856,nagoya,run2,120,555744.0,50000,6016
18,17,1,18,1,468,106,0.009289730340242386,1.472159059043536,0.4418863952334999,88.06738952755336,30.35059145900448,nagoya,run2,180,555756.0,50000,6016
18,14,4,18,4,451,196,0.0008939988911151886,0.26879170666084234,0.137083085038617,116.10592619324143,56.368504157511055,nagoya,run2,240,555768.0,50000,6016
17,16,1,13,1,286,23,0.0028985068202018738,0.8679334604932382,0.24683257099068645,52.75583652051385,5.590997156156566,nagoya,run2,300,555780.0,50000,6016
17,15,2,13,2,258,92,0.006649591028690338,1.309701097063998,0.3738605042080996,50.45572939018741,26.57281134445484,nagoya,run2,360,555792.0,50000,6016
18,16,2,14,2,356,95,0.0001680813729763031,0.20755277559807161,0.05943903627448383,79.63804749063698,27.8809623656053,nagoya,run2,420,555804.0,50000,6016
16,12,4,15,4,288,151,0.00553533062338829,0.6915479729043185,0.34110319898650876,51.16217143837905,34.69654166898552,nagoya,run2,480,555816.0,50000,6016
18,13,5,17,5,434,216,0.003741968423128128,0.4933213507155594,0.2804501540631745,96.89822038812696,54.16079691543421,nagoya,run2,540,555828.0,50000,6016
16,13,3,16,3,438,183,2.857297658920288e-05,0.0320225677347956,0.024505718619036266,107.87097378136177,56.970745733206115,nagoya,run2,600,555840.0,50000,6016
16,10,6,16,6,448,277,0.0019048452377319336,0.4153618715718662,0.20009861586378386,110.98982715822481,80.52787909814457,nagoya,run2,660,555852.0,50000,6016
16,11,5,16,5,442,243,1.4901161193847656e-08,0.0013996699032800518,0.0005934136261170361,109.69794858955345,74.15591651205287,nagoya,run2,720,555864.0,50000,6016
