city,run,epoch,gps_tow,sat_count,los_count,nlos_count,reflection_count,excess_delay_m_max,excess_delay_m_p90
tokyo,run3,0,179460.0,23,23,0,0,0.0,0.0
tokyo,run3,60,179472.0,23,23,0,0,0.0,0.0
tokyo,run3,120,179484.0,23,23,0,0,0.0,0.0
tokyo,run3,180,179496.0,23,23,0,0,0.0,0.0
tokyo,run3,240,179508.0,20,20,0,0,0.0,0.0
tokyo,run3,300,179520.0,20,20,0,20,63.07648792862892,63.07648792862892
tokyo,run3,360,179532.0,23,23,0,0,0.0,0.0
tokyo,run3,420,179544.0,22,22,0,22,15.674218408763409,15.674218408763409
tokyo,run3,480,179556.0,21,21,0,21,4.951722498983145,4.951722498983145
tokyo,run3,540,179568.0,19,19,0,0,0.0,0.0
tokyo,run3,600,179580.0,20,20,0,0,0.0,0.0
tokyo,run3,660,179592.0,22,22,0,0,0.0,0.0
tokyo,run3,720,179604.0,22,21,1,0,0.0,0.0
tokyo,run3,780,179616.0,21,21,0,0,0.0,0.0
tokyo,run3,840,179628.0,14,13,1,0,0.0,0.0
tokyo,run3,900,179640.0,14,13,1,14,79.00983203947544,79.00983203947544
tokyo,run3,960,179652.0,17,16,1,0,0.0,0.0
tokyo,run3,1020,179664.0,19,17,2,19,35.65050411596894,35.65050411596894
tokyo,run3,1080,179676.0,20,18,2,0,0.0,0.0
tokyo,run3,1140,179688.0,18,17,1,0,0.0,0.0
tokyo,run3,1200,179700.0,14,14,0,14,4154.3430642187595,4154.3430642187595
tokyo,run3,1260,179712.0,18,14,4,0,0.0,0.0
tokyo,run3,1320,179724.0,20,13,7,20,2.788337167352438,2.788337167352438
tokyo,run3,1380,179736.0,11,11,0,11,18.82764456793666,18.82764456793666
tokyo,run3,1440,179748.0,18,18,0,18,63.002700846642256,63.002700846642256
tokyo,run3,1500,179760.0,18,18,0,0,0.0,0.0
tokyo,run3,1560,179772.0,21,20,1,0,0.0,0.0
tokyo,run3,1620,179784.0,19,18,1,19,14.338240411132574,14.338240411132574
tokyo,run3,1680,179796.0,20,19,1,20,14.332185182720423,14.332185182720423
tokyo,run3,1740,179808.0,19,18,1,19,14.32601685449481,14.32601685449481
tokyo,run3,1800,179820.0,19,18,1,19,63.235487539321184,63.235487539321184
tokyo,run3,1860,179832.0,18,17,1,0,0.0,0.0
tokyo,run3,1920,179844.0,18,18,0,18,770.9382486753166,770.9382486753166
tokyo,run3,1980,179856.0,14,14,0,0,0.0,0.0
tokyo,run3,2040,179868.0,17,17,0,17,45.53894353285432,45.53894353285432
tokyo,run3,2100,179880.0,18,17,1,18,45.577696938067675,45.577696938067675
tokyo,run3,2160,179892.0,17,17,0,17,45.60263117775321,45.60263117775321
tokyo,run3,2220,179904.0,18,17,1,18,45.627440582960844,45.627440582960844
tokyo,run3,2280,179916.0,18,17,1,18,45.652125012129545,45.652125012129545
tokyo,run3,2340,179928.0,16,16,0,16,45.67668433114886,45.67668433114886
tokyo,run3,2400,179940.0,17,17,0,17,45.701118394732475,45.701118394732475
tokyo,run3,2460,179952.0,18,18,0,18,45.72542707249522,45.72542707249522
tokyo,run3,2520,179964.0,16,16,0,0,0.0,0.0
tokyo,run3,2580,179976.0,17,17,0,17,17.578863635659218,17.578863635659218
tokyo,run3,2640,179988.0,17,17,0,17,63.595693703740835,63.595693703740835
tokyo,run3,2700,180000.0,16,15,1,0,0.0,0.0
tokyo,run3,2760,180012.0,14,13,1,0,0.0,0.0
tokyo,run3,2820,180024.0,16,14,2,0,0.0,0.0
tokyo,run3,2880,180036.0,16,14,2,0,0.0,0.0
tokyo,run3,2940,180048.0,16,15,1,0,0.0,0.0
tokyo,run3,3000,180060.0,17,15,2,0,0.0,0.0
tokyo,run3,3060,180072.0,7,7,0,0,0.0,0.0
tokyo,run3,3120,180084.0,7,6,1,7,14.758279897272587,14.758279897272587
tokyo,run3,3180,180096.0,18,16,2,0,0.0,0.0
tokyo,run3,3240,180108.0,18,18,0,0,0.0,0.0
tokyo,run3,3300,180120.0,17,16,1,0,0.0,0.0
tokyo,run3,3360,180132.0,20,19,1,0,0.0,0.0
tokyo,run3,3420,180144.0,19,17,2,0,0.0,0.0
tokyo,run3,3480,180156.0,20,17,3,0,0.0,0.0
tokyo,run3,3540,180168.0,19,18,1,0,0.0,0.0
tokyo,run3,3600,180180.0,21,21,0,0,0.0,0.0
tokyo,run3,3660,180192.0,19,19,0,0,0.0,0.0
tokyo,run3,3720,180204.0,21,21,0,21,53.53418476879597,53.53418476879597
tokyo,run3,3780,180216.0,22,22,0,0,0.0,0.0
tokyo,run3,3840,180228.0,24,24,0,0,0.0,0.0
tokyo,run3,3900,180240.0,25,25,0,0,0.0,0.0
