city,run,epoch,gps_tow,sat_count,los_count,nlos_count,nlos_at_high_elev_count,elev_deg_p50,elev_deg_max,eff_db_p10,eff_db_p25,eff_db_p50,eff_db_p75,eff_db_p90,eff_db_max,eff_db_mean,usable_count,marginal_count,gain_db_mean
tokyo,run2,0,177000.0,25,25,0,0,32.12472080595076,85.69781010020262,-14.188910938597525,-11.407197434330724,-5.470289555347183,-2.7869350410691323,-0.73242983978871,-0.020143735255934533,-7.34948835061227,9,18,-7.34948835061227
tokyo,run2,5,177001.0,25,25,0,0,32.12319007856876,85.6985656086382,-14.186003880249158,-11.405321996450592,-5.470657835720507,-2.787360089859598,-0.7327213244582723,-0.020135128481892396,-7.349363660391853,9,18,-7.349363660391853
tokyo,run2,10,177002.0,24,24,0,0,32.84782778430622,85.69932129098574,-14.243373497952547,-10.239047491346017,-5.301067163324276,-2.5477862768381567,-0.6735556013017625,-0.020126521244411257,-7.180314174438945,9,18,-7.180314174438945
tokyo,run2,15,177003.0,25,25,0,0,32.120125546829875,85.70007714723451,-14.180194098804778,-11.401572191005439,-5.471395202088507,-2.788210348287844,-0.7333047175788052,-0.020117913544658406,-7.349115821644293,9,18,-7.349115821644293
tokyo,run2,20,177004.0,25,25,0,0,32.11859174269592,85.70083317737384,-14.17729137379342,-11.399697823140977,-5.471764288120699,-2.7886355579492603,-0.7335966260590943,-0.020109305383800152,-7.34899267307026,9,18,-7.34899267307026
tokyo,run2,25,177005.0,25,25,0,0,32.117056913200784,85.70158938139303,-14.174390091314262,-11.397823811649019,-5.472133642743446,-2.7890608212579915,-0.7338886758389503,-0.020100696763004258,-7.348870038332093,9,18,-7.348870038332093
tokyo,run2,30,177006.0,24,24,0,0,32.838421872792004,85.70234575928139,-14.232535347536531,-10.23181403700572,-5.303248647972507,-2.5485800891420047,-0.674874650517053,-0.02009208768343606,-7.18011449078341,9,18,-7.18011449078341
tokyo,run2,35,177007.0,24,24,0,0,32.83606919292545,85.70310231102812,-14.229829309326734,-10.230006941261244,-5.303794444560788,-2.5487786996039428,-0.6752048107823962,-0.0200834781462662,-7.180065870819042,9,18,-7.180065870819042
tokyo,run2,40,177008.0,25,25,0,0,32.11244627366629,85.70385903662257,-14.165694889525739,-11.392203913913978,-5.4732433183427,-2.790336933186376,-0.7347656731226351,-0.020074868152661435,-7.348505216909516,9,18,-7.348505216909516
tokyo,run2,45,177009.0,24,24,0,0,32.83136239126667,85.70461593605394,-14.224421425968455,-10.22639426978041,-5.30488654833062,-2.5491761094469143,-0.6758656089808682,-0.020066257703789978,-7.179970191913213,9,18,-7.179970191913213
tokyo,run2,50,177010.0,24,24,0,0,32.829008269606064,85.70537300931149,-14.22171957904925,-10.224588693644453,-5.305432855535552,-2.549374908843931,-0.6761962469465734,-0.020057646800820027,-7.179923132940004,9,18,-7.179923132940004
tokyo,run2,55,177011.0,24,24,0,0,32.82665366747919,85.70613025638443,-14.219019127457745,-10.222783623645217,-5.3059793329694145,-2.549573771235295,-0.6765270441783234,-0.020049035444920732,-7.179876594266065,9,18,-7.179876594266065
tokyo,run2,60,177012.0,24,24,0,0,32.82429858495178,85.70688767726195,-14.216320070311083,-10.220979059583332,-5.3065259806439515,-2.5497726966290384,-0.6768580006924101,-0.02004042363726319,-7.179830575876494,9,18,-7.179830575876494
tokyo,run2,65,177013.0,24,24,0,0,32.82194302208984,85.70764527193329,-14.213622406727277,-10.21917500125949,-5.307072798570863,-2.5499716850331575,-0.6771891165051477,-0.02003181137901411,-7.179785077756745,9,18,-7.179785077756745
tokyo,run2,70,177014.0,24,24,0,0,32.81958697895941,85.70840304038761,-14.21092613582544,-10.217371448474498,-5.307619786761854,-2.550170736455661,-0.6775203916328418,-0.020023198671345048,-7.179740099892681,9,18,-7.179740099892681
tokyo,run2,75,177015.0,25,25,0,0,32.10165224799101,85.70916098261412,-14.14545639624041,-11.379103264374457,-5.475841965589834,-2.7933164075521844,-0.7368169483431258,-0.020014585515425124,-7.347671947154688,9,18,-7.347671947154688
tokyo,run2,80,177016.0,24,24,0,0,32.81487345215682,85.70991909860194,-14.205537768548686,-10.213765858725273,-5.308714273983077,-2.5505690283879217,-0.6781834198983631,-0.02000597191242539,-7.179651704876929,9,18,-7.179651704876929
tokyo,run2,85,177017.0,24,24,0,0,32.81251596861672,85.71067738834026,-14.20284567041686,-10.21196382136346,-5.309261773036797,-2.550768268913731,-0.6785151730688294,-0.019997357863515912,-7.179608287698874,9,18,-7.179608287698874
tokyo,run2,90,177018.0,25,25,0,0,32.097010872806884,85.71143585181821,-14.136804256490125,-11.373494024256878,-5.47695970314436,-2.794173439523822,-0.7376981879182063,-0.01998874336986821,-7.34732253606508,9,18,-7.34732253606508
tokyo,run2,95,177019.0,25,25,0,0,32.09546170001235,85.71219448902488,-14.133923069683993,-11.371624986324543,-5.477332820013563,-2.7933109919658383,-0.7379922174342668,-0.019980128432652816,-7.347207092834756,9,18,-7.347207092834756
tokyo,run2,100,177020.0,25,25,0,0,32.09391150353871,85.71295329994942,-14.131043311199077,-11.369756302531822,-5.477706205756614,-2.792448834925898,-0.7382863884703924,-0.019971513053043177,-7.347092163141737,9,18,-7.347092163141737
tokyo,run2,105,177021.0,25,25,0,0,32.092360214272716,85.71371252410125,-14.128164892629014,-11.367887821347757,-5.478079877068013,-2.7915870173677364,-0.738580707910172,-0.019962894513469717,-7.346977732597015,9,18,-7.346977732597015
tokyo,run2,110,177022.0,25,25,0,0,32.09080714769786,85.71447410140793,-14.125287185414065,-11.366018361572202,-5.478453998896645,-2.790725954275219,-0.7388752359823689,-0.019954250800696266,-7.346863716680707,9,18,-7.346863716680707
tokyo,run2,115,177023.0,25,25,0,0,32.08925230910492,85.71523873513627,-14.12241003317423,-11.364147619161145,-5.478828570046761,-2.7898657612266486,-0.7391699856979131,-0.01994557394924908,-7.34675010594993,9,18,-7.34675010594993
tokyo,run2,120,177024.0,25,25,0,0,32.087695162076194,85.71600995647786,-14.11953249556867,-11.362273793056627,-5.479203719835413,-2.789007096028029,-0.7394650417191004,-0.01993682391758523,-7.346636806162014,9,18,-7.346636806162014
tokyo,run2,125,177025.0,25,25,0,0,32.08613603737656,85.71678607628293,-14.116655096164981,-11.360397830375458,-5.479579368669299,-2.7881496342235885,-0.7397603616874756,-0.01992801990555248,-7.346523888866245,9,18,-7.346523888866245
tokyo,run2,130,177026.0,25,25,0,0,32.08457499058079,85.7175664395952,-14.113777922709572,-11.358519977062532,-5.47995550324519,-2.787293258990593,-0.7400559319847858,-0.019919169371005283,-7.346411341929497,9,18,-7.346411341929497
tokyo,run2,135,177027.0,24,24,0,0,32.78887390138246,85.7183513145037,-14.175964022680812,-11.760809497828514,-5.314755584619775,-2.543766871393916,-0.6818447033540531,-0.019910269300637138,-7.332162295159094,9,17,-7.332162295159094
tokyo,run2,140,177028.0,25,25,0,0,32.0814459258651,85.71913655751088,-14.108024533508686,-11.354759355825122,-5.480709520314887,-2.7855833801608307,-0.7406478067410388,-0.01990136669477941,-7.346187265762983,9,18,-7.346187265762983
tokyo,run2,145,177029.0,24,24,0,0,32.27888906327662,85.71992025335177,-14.170588389901813,-11.757407308531342,-5.440041206841357,-2.54224305695146,-0.6825139109543592,-0.019892483263846523,-7.423783751913423,9,17,-7.423783751913423
tokyo,run2,150,177030.0,24,24,0,0,32.781746868841985,85.72070270204058,-14.167903287709988,-11.755707763953406,-5.3164128846159295,-2.5414813294111758,-0.6828486969566108,-0.019883615598348996,-7.331539708826622,9,17,-7.331539708826622
tokyo,run2,155,177031.0,22,22,0,0,32.27272849618647,85.72148426094431,-14.296848629313498,-12.563781878818773,-5.441514736068923,-2.056119772898519,-0.5664775274279009,-0.01987475964149797,-7.621363998167081,8,15,-7.621363998167081
tokyo,run2,160,177032.0,21,21,0,0,31.060474192083614,85.72226359184404,-14.360547403560265,-12.967510705186125,-5.731689603850226,-1.8133373449007406,-0.508574944695397,-0.01986593054713047,-7.80170846484187,8,14,-7.80170846484187
tokyo,run2,165,177033.0,21,21,0,0,31.057487908122265,85.72303866167236,-14.35843751048392,-12.966357609058345,-5.732438477159816,-1.8128557207618363,-0.5090252604693521,-0.019857151327863327,-7.801432337994715,8,14,-7.801432337994715
tokyo,run2,170,177034.0,22,22,0,0,32.26348307530883,85.72380863891365,-14.289952803508806,-12.559783717540345,-5.44372702080623,-2.054394646874971,-0.5677130102973306,-0.019848431373377762,-7.573896824572102,9,15,-7.573896824572102
tokyo,run2,175,177035.0,22,22,0,0,32.26039982279146,85.72457365754086,-14.287665297222247,-12.55846026922611,-5.444465070055687,-2.0538206093120817,-0.568124532035357,-0.01983976913557865,-7.573654488419993,9,15,-7.573654488419993
tokyo,run2,180,177036.0,23,23,0,0,33.46613377409533,85.72533565516169,-14.218618336161235,-12.151352233813862,-5.15571339524988,-2.295077529560323,-0.6266969626092279,-0.019831142650742366,-7.410597755749073,9,16,-7.410597755749073
tokyo,run2,185,177037.0,23,23,0,0,33.462961383496456,85.72610524804605,-13.663109522357344,-10.335141424157495,-5.156438588057073,-2.294409633040435,-0.6270707122763939,-0.019822431747293017,-6.344461576719359,9,17,-6.344461576719359
