city,run,window_index,epoch_count,sat_count_mean,nlos_count_mean,utd_candidate_sat_count_mean,utd_candidate_sat_count_max,utd_candidate_nlos_sat_count_mean,utd_candidate_nlos_sat_count_max,utd_candidate_count_total_mean,utd_candidate_count_total_max,utd_candidate_count_nlos_mean,utd_candidate_count_nlos_max,utd_min_excess_path_m_mean,utd_min_excess_path_m_min,utd_min_edge_distance_m_mean,utd_min_edge_distance_m_min,utd_min_fresnel_v_mean,utd_min_fresnel_v_min,utd_score_sum_mean,utd_score_sum_max,utd_score_nlos_sum_mean,utd_score_nlos_sum_max,utd_edge_count_total,utd_edge_boundary_count
tokyo,run2,0,5,22.8,1.4,19.6,22,1.4,4,379.0,599,56.6,213,0.0786898486316204,0.0009482912719249725,2.693526876998819,0.22085855326674317,1.0880261013662254,0.141183773028117,71.6372522833163,126.48038568336172,16.05064127272767,63.74174862186025,50000,32
tokyo,run2,1,5,20.2,3.6,19.2,22,3.6,10,629.6,1782,210.8,811,0.143185493350029,5.960464477539063e-08,2.1187585362720966,0.0012134578546613224,1.124686954325475,0.0011854379439484829,150.66089845644234,507.10146968722745,59.03591622724739,230.82091636043543,50000,32
tokyo,run2,2,5,19.6,6.8,19.6,22,6.8,9,1232.6,1469,623.8,794,5.27501106262207e-05,2.864748239517212e-06,0.05214863952247121,0.02365379695040834,0.02962613955705299,0.007759865747861157,355.17992372794004,424.97284201639593,189.9299845250095,248.0422612598376,50000,32
tokyo,run2,3,5,17.0,7.0,17.0,22,7.0,11,1014.6,1492,639.0,1139,0.00035208910703659057,5.960464477539063e-08,0.09360180632785661,0.0025088675096983765,0.06083440625409585,0.001168750195277476,230.70903873622993,347.93808330964447,167.24069939674547,289.2840009216015,50000,32
tokyo,run2,4,5,16.4,7.4,16.4,20,7.4,12,1107.0,1668,640.4,1242,4.596412181854248e-05,5.960464477539063e-08,0.05358535351283718,0.002499486966546378,0.021049041472304287,0.0011643800688298613,245.06189885295416,382.7277322547248,164.29556352055815,314.47465066415396,50000,32
tokyo,run2,5,5,20.4,6.2,20.4,22,6.2,12,1877.8,2790,846.4,1782,0.0007044367492198944,3.2782554626464844e-06,0.2337724359400309,0.01604141566671024,0.09924372602854277,0.008302268196449128,403.6124023401709,654.9454772187605,199.08520217398535,421.3930092798078,50000,32
tokyo,run2,6,5,20.2,3.0,19.4,21,3.0,4,800.4,947,279.2,365,0.00038119927048683164,2.356618642807007e-05,0.20285332604726478,0.0921553623343002,0.0812393148282498,0.02225702008834271,163.2495391396329,187.0603807656886,74.36125534285785,92.09951260033368,50000,32
tokyo,run2,7,5,22.4,5.2,22.4,24,5.2,12,1064.2,1187,419.8,603,0.0007069967687129974,8.058175444602966e-05,0.27478927828868965,0.0802494302469173,0.1113622393001957,0.04115729414101667,230.9179123598783,263.08641597931324,115.35518192360799,175.78282320004539,50000,32
tokyo,run2,8,5,19.6,17.0,19.6,21,17.0,21,326.4,363,279.8,363,0.007368121296167374,1.0356307029724121e-06,0.2984531110598221,0.008742748081893218,0.30975408832854956,0.004679288228686327,92.20198015805963,104.6724244170972,81.09382085024029,104.6724244170972,50000,32
tokyo,run2,9,5,21.2,17.4,21.2,23,17.4,23,391.0,589,332.0,589,0.006432673335075379,3.964081406593323e-05,0.22535719066932045,0.03056474867340917,0.24532043267678164,0.028865817829399124,122.18885687434833,161.7077868818392,101.63070081216041,161.7077868818392,50000,32
