epoch,tow,ecef_x,ecef_y,ecef_z,fix,gamma_fixed,consistency_pass,float_consistency_pass,ddpr_consistency_pass,ddpr_support_pass,ddpr_freshness_pass,map_float_separation_m,map_ddpr_separation_m,ddpr_guard_error_m,last_ddpr_pairs,ddpr_age_epochs,last_ddpr_nis,output_error_m,map_error_m,temporal_lineage_enabled,temporal_map_assignment_id,temporal_gamma,temporal_ess,temporal_dwell_epochs,temporal_map_error_m,integrity_lineage_enabled,integrity_anchor_available,integrity_excluded_satellite,integrity_tdcp_available,integrity_tdcp_postfit_rms_m,integrity_map_assignment_id,integrity_gamma,integrity_ess,integrity_dwell_epochs,integrity_map_error_m,integrity_map_ecef_x,integrity_map_ecef_y,integrity_map_ecef_z,integrity_map_float_separation_m,integrity_map_ddpr_separation_m,integrity_guard_pass,integrity_position_ball_gamma,integrity_position_ball_members,integrity_position_ball_spread_m,integrity_position_ball_error_m,basin_oracle_min_error_m,basin_oracle_sub50cm_available,position_cluster_error_m,position_cluster_gamma,position_cluster_spread_m,position_cluster_members,position_cluster_float_separation_m,position_cluster_ddpr_separation_m,float_error_m,float_position_sigma_m,dd_pr_nis,dd_cp_nis,ambiguities_reset,gamma,fix_streak,map_assignment_id,n_basins,basin_ess,map_n_ambiguities,n_candidates_born,respawn_triggered,n_respawn_candidates_born,respawn_oracle_min_error_m,respawn_oracle_rank,n_dd_pr,n_dd_cp
0,177000.0,-3961765.3108884394,3349009.416671417,3698311.585201168,0,0,1,1,1,1,1,0.2061006668841879,0.2359402517813181,0.3177292252570848,30,0,0.013099417336066985,0.28610230190234714,0.19226066015020857,0,,0.0,0.0,0,nan,1,1,E36,0,nan,e8fbf40b994e527a,0.03179695995731291,52.245582370201284,1,0.19226066015020857,-3961765.39018924,3349009.2270494476,3698311.6004450694,0.2061006668841879,0.2359402517813181,1,0.06263090505755173,2,0.21668759085162823,0.36441936773258143,0.19226066015020857,1,0.1948605178485552,0.08072916666666666,0.04243102299472153,2,0.20289196182243946,0.232420585885203,0.28610230190234714,3.6285841164024566,0.013099417336066985,0.0037780928343312203,0,0.07994791666666666,0,e8fbf40b994e527a,64,13.032411335482777,8,12,1,64,0.19225113898177038,1,30,29
1,177000.20000004768,-3961765.313279197,3349009.415127322,3698311.5847510514,0,0,1,1,1,1,1,0.205797265490419,0.23588379318167654,0.31487072619980544,30,1,0.013099417336066985,0.28332494266862157,0.1902229566759662,0,,0.0,0.0,0,nan,1,0,,1,0.002377964391713743,e8fbf40b994e527a,0.030985982415609414,53.20099036243089,2,0.1902229566759662,-3961765.3932435308,3349009.2261378802,3698311.6002820106,0.205797265490419,0.23588379318167654,1,0.06105724241510275,2,0.2166888891474302,0.3616125569029253,0.1902229566759662,1,0.1927832779548875,0.08072916666666666,0.04243102299472157,2,0.2025795580818343,0.23235961311211387,0.28332494266862157,3.630647873333563,nan,nan,0,0.07994791666666666,0,e8fbf40b994e527a,64,13.032411335482777,8,0,0,0,nan,-1,0,0
2,177000.40000009537,-3961765.3143942268,3349009.412626965,3698311.5836937125,0,0,1,1,1,1,1,0.20583098043607914,0.23586539865898765,0.31249676329100873,30,2,0.013099417336066985,0.2807473638439896,0.18934153340381274,0,,0.0,0.0,0,nan,1,0,,1,0.001848690578167929,e8fbf40b994e527a,0.030215052962511025,54.09417856725724,3,0.18934153340381274,-3961765.394208582,3349009.223531474,3698311.5991519284,0.20583098043607914,0.23586539865898765,1,0.05956129114898483,2,0.21669015319329452,0.35986115862129736,0.18934153340381274,1,0.19186319415098718,0.08072916666666666,0.04243102299472157,2,0.20261510554020584,0.23234207071408036,0.2807473638439896,3.6343109708255867,nan,nan,0,0.07994791666666666,0,e8fbf40b994e527a,64,13.032411335482777,8,0,0,0,nan,-1,0,0
3,177000.59999990463,-3961765.319530165,3349009.4108321522,3698311.584491989,0,0,1,1,1,1,1,0.2058623953911906,0.23595994142702237,0.30752113502308503,30,3,0.013099417336066985,0.27632345088507837,0.1867494729530617,0,,0.0,0.0,0,nan,1,0,,1,0.0016956860795135794,e8fbf40b994e527a,0.029481768746250626,54.92726652870419,4,0.1867494729530617,-3961765.399561566,3349009.2218023348,3698311.600049264,0.2058623953911906,0.23595994142702237,1,0.058138388641718636,2,0.2166913821960985,0.35543593328711925,0.1867494729530617,1,0.1891891488427034,0.08072916666666666,0.04243102299472157,2,0.2026442220578553,0.23243560808537125,0.27632345088507837,3.6383005676795186,nan,nan,0,0.07994791666666666,0,e8fbf40b994e527a,64,13.032411335482777,8,0,0,0,nan,-1,0,0
4,177000.79999995232,-3961765.325847057,3349009.4116757535,3698311.585450335,0,0,1,1,1,1,1,0.20582968747472646,0.23593879285873462,0.3028451286646795,30,4,0.013099417336066985,0.2725446665482871,0.18307053981341476,0,,0.0,0.0,0,nan,1,0,,1,0.0018390783783022173,e8fbf40b994e527a,0.028783937279939206,55.70257835612462,5,0.18307053981341476,-3961765.4059035303,3349009.2226926386,3698311.601013228,0.20582968747472646,0.23593879285873462,1,0.05678428047868249,2,0.2166925754057692,0.35068450060061335,0.18307053981341476,1,0.1854501896428978,0.08072916666666666,0.042431022994721575,2,0.20261104982061864,0.23241418687271637,0.2725446665482871,3.642378967463817,nan,nan,0,0.07994791666666666,0,e8fbf40b994e527a,64,13.032411335482777,8,0,0,0,nan,-1,0,0
5,177001.0,-3961765.1551638953,3349009.24716077,3698311.4739669757,0,0,1,1,1,1,1,0.27100356517723206,0.41514054382497156,0.5026806281582864,30,0,0.010525283928269118,0.3693651223878057,0.19477690458376762,0,,0.0,0.0,0,nan,1,1,E36,1,0.0019671544486747528,e8fbf40b994e527a,0.04754217826991729,40.96956058357287,6,0.19477690458376762,-3961765.391431113,3349009.2262494313,3698311.6050526355,0.27100356517723206,0.41514054382497156,1,0.09035473310633926,2,0.21641831151825705,0.3581871440618146,0.19477690458376762,1,0.19616360923675683,0.13153678679529088,0.031410513243664506,2,0.2694147805042264,0.4138826207394461,0.3693651223878057,2.9554103318872795,0.010525283928269118,0.004614324904751482,0,0.13084231164222504,0,e8fbf40b994e527a,64,11.928821789167019,8,12,0,0,nan,-1,30,29
6,177001.199999094,-3961765.156896986,3349009.2454644367,3698311.473466487,0,0,1,1,1,1,1,0.27142759681293627,0.41432930745381147,0.5000789404656967,30,1,0.010525283928269118,0.3677175748141455,0.19362071817352325,0,,0.0,0.0,0,nan,1,0,,1,0.0018873732933730367,e8fbf40b994e527a,0.045941914227533485,42.463786147521944,7,0.19362071817352325,-3961765.393482126,3349009.224381804,3698311.604828333,0.27142759681293627,0.41432930745381147,1,0.08739088411912974,2,0.21642012543459832,0.35617484022308243,0.19362071817352325,1,0.19499511993348748,0.13225533479713258,0.03153787221166384,2,0.26982581794233285,0.41306696521168224,0.3677175748141455,2.957340457886866,nan,nan,0,0.13155130459411524,0,e8fbf40b994e527a,64,11.908467159649323,8,0,0,0,nan,-1,0,0
7,177001.39999890327,-3961765.160853964,3349009.2451535203,3698311.4745993274,0,0,1,1,1,1,1,0.27158743635264965,0.41412360568069695,0.49578642584670635,30,2,0.010525283928269118,0.36380375284760175,0.19184732354745063,0,,0.0,0.0,0,nan,1,0,,1,0.0020902871299353374,e8fbf40b994e527a,0.044420193085434954,43.90999753316714,8,0.19184732354745063,-3961765.397564501,3349009.2240885533,3698311.6060684277,0.27158743635264965,0.41412360568069695,1,0.0845728314261871,2,0.21642874080601102,0.35342072402355157,0.19184732354745063,1,0.19319483232531967,0.1323251022395382,0.031551199911866404,2,0.2699845383639704,0.41286103579678374,0.36380375284760175,2.9615225973469723,nan,nan,0,0.1316200894786578,0,e8fbf40b994e527a,64,11.90724057480957,8,0,0,0,nan,-1,0,0
8,177001.59999990463,-3961765.162823227,3349009.2424130864,3698311.4738010173,0,0,1,1,1,1,1,0.2715744664910588,0.4141045996956072,0.49462910533489834,30,3,0.010525283928269118,0.36199261865793314,0.1906161385089283,0,,0.0,0.0,0,nan,1,0,,1,0.002230827828503672,e8fbf40b994e527a,0.04297419806433147,45.30246066906157,9,0.1906161385089283,-3961765.3995189094,3349009.221301605,3698311.6052626087,0.2715744664910588,0.4141045996956072,1,0.0818950230062834,2,0.21643806759082412,0.3510792216664482,0.1906161385089283,1,0.1919341238960342,0.13233231260503522,0.03155239671082386,2,0.2699713031522525,0.412842424480727,0.36199261865793314,2.9663154855527036,nan,nan,0,0.13162720017287094,0,e8fbf40b994e527a,64,11.907116853654623,8,0,0,0,nan,-1,0,0
9,177001.79999995232,-3961765.164889187,3349009.2409266084,3698311.4734000196,0,0,1,1,1,1,1,0.2715850740663208,0.41408927180807253,0.4930267256795564,30,4,0.010525283928269118,0.3600255702996937,0.18933996684909124,0,,0.0,0.0,0,nan,1,0,,1,0.0021412281540817064,e8fbf40b994e527a,0.04160321728955813,46.634148973914655,10,0.18933996684909124,-3961765.4015930174,3349009.219814553,3698311.604868762,0.2715850740663208,0.41408927180807253,1,0.07935624738971225,2,0.21644819407260069,0.34906283420741785,0.18933996684909124,1,0.1906356574859522,0.13233304397487777,0.0315525046951729,2,0.269981910225465,0.41282717153526516,0.3600255702996937,2.9712839713286647,nan,nan,0,0.1316279210809241,0,e8fbf40b994e527a,64,11.90710452244241,8,0,0,0,nan,-1,0,0
10,177002.0,-3961765.1486493805,3349009.1635822942,3698311.4175557145,0,0,1,1,1,1,1,0.3146903398496929,0.4457255756375006,0.5117992284728392,29,0,0.005698474987023572,0.3923290710975758,0.19447476868136185,0,,0.0,0.0,0,nan,1,1,G04,1,0.0023079266626501228,e8fbf40b994e527a,0.06473739870500479,32.1805294414152,11,0.19447476868136185,-3961765.3929085652,3349009.2258799337,3698311.605934229,0.3146903398496929,0.4457255756375006,1,0.1229005344361151,2,0.21638869655443613,0.3570554480546462,0.19447476868136185,1,0.19526584928100466,0.2003974105825479,0.02389113108570111,2,0.3140866658500931,0.4452697434144396,0.3923290710975758,2.5659310933571224,0.005698474987023572,0.005023355230376275,0,0.1997865843447661,0,e8fbf40b994e527a,64,9.862795197437624,8,12,0,0,nan,-1,29,29
11,177002.20000004768,-3961765.1483476884,3349009.1627834667,3698311.4173814976,0,0,1,1,1,1,1,0.31484300478006505,0.44554646624847793,0.5118973415986676,29,1,0.005698474987023572,0.3928492648145469,0.19461457385095413,0,,0.0,0.0,0,nan,1,0,,1,0.0014962810878995985,e8fbf40b994e527a,0.06227516554294478,33.82445673511212,12,0.19461457385095413,-3961765.39276925,3349009.2251453428,3698311.605783234,0.31484300478006505,0.44554646624847793,1,0.11830571949600496,2,0.21639822918143642,0.35711667572028677,0.19461457385095413,1,0.19540880223027204,0.20192246111734735,0.023974225859591757,2,0.31423503292741034,0.44508991347749655,0.3928492648145469,2.568149500521978,nan,nan,0,0.2013026922121149,0,e8fbf40b994e527a,64,9.791445336099427,8,0,0,0,nan,-1,0,0
12,177002.39999890327,-3961765.1506924974,3349009.161692421,3698311.417606769,0,0,1,1,1,1,1,0.31494162467001097,0.44536206509819093,0.5098318725527317,29,2,0.005698474987023572,0.39086831591259,0.19339451678453545,0,,0.0,0.0,0,nan,1,0,,1,0.001353964227131313,e8fbf40b994e527a,0.05993662794594254,35.45857615891289,13,0.19339451678453545,-3961765.395201212,3349009.2240985855,3698311.606045582,0.31494162467001097,0.44536206509819093,1,0.11394175137853449,2,0.2164088333243925,0.3551296596865981,0.19339451678453545,1,0.19417690615618366,0.2020578716073496,0.02398325973765288,2,0.31433320204903487,0.44490628381822683,0.39086831591259,2.5729605802100934,nan,nan,0,0.20143723163125046,0,e8fbf40b994e527a,64,9.786266111868365,8,0,0,0,nan,-1,0,0
13,177002.59999990463,-3961765.1485368703,3349009.1582412296,3698311.4163241372,0,0,1,1,1,1,1,0.3148970205668631,0.4454284791819154,0.513517968935884,29,3,0.005698474987023572,0.39402399583569736,0.19471601475477696,0,,0.0,0.0,0,nan,1,0,,1,0.0022113458852222297,e8fbf40b994e527a,0.05771545015450737,37.07459596091711,14,0.19471601475477696,-3961765.3930152757,3349009.220614312,3698311.604738684,0.3148970205668631,0.4454284791819154,1,0.10979671202844474,2,0.21641659378403635,0.35594450955060164,0.19471601475477696,1,0.19549258009698356,0.20207173767585568,0.02398409519735607,2,0.3142884986371134,0.4449727797977946,0.39402399583569736,2.578474596776601,nan,nan,0,0.20145100846113037,0,e8fbf40b994e527a,64,9.785742553961871,8,0,0,0,nan,-1,0,0
14,177002.79999899864,-3961765.1491677416,3349009.158051193,3698311.416327457,0,0,1,1,1,1,1,0.3149158634342016,0.4454027208463706,0.5129816046350221,29,4,0.005698474987023572,0.3934745463141427,0.19433172182346395,0,,0.0,0.0,0,nan,1,0,,1,0.0016566388866279301,e8fbf40b994e527a,0.05560556756035201,38.66452116125941,15,0.19433172182346395,-3961765.3936609393,3349009.2204371467,3698311.604750041,0.3149158634342016,0.4454027208463706,1,0.10585937087342684,2,0.21642509537875104,0.35551446574724177,0.19433172182346395,1,0.19510548765294014,0.20207315006669554,0.023984202265139944,2,0.31430735224685163,0.44494707543678963,0.3934745463141427,2.5841884338470607,nan,nan,0,0.2014524115847918,0,e8fbf40b994e527a,64,9.785689228147934,8,0,0,0,nan,-1,0,0
15,177003.0,-3961765.1280218554,3349009.1038474417,3698311.3801718703,0,0,1,1,1,1,1,0.362053117531633,0.49800088090437944,0.5660234226285757,30,0,0.0076061547505964265,0.436813373905198,0.1983792648136137,0,,0.0,0.0,0,nan,1,1,G04,1,0.001585366508592032,e8fbf40b994e527a,0.07964337729400502,26.932896869423796,16,0.1983792648136137,-3961765.3874518694,3349009.220074618,3698311.6043810835,0.362053117531633,0.49800088090437944,1,0.1526412664481956,2,0.21648833289915612,0.3620078397054381,0.1983792648136137,1,0.19884168369563968,0.28655119143166663,0.018352026122649676,2,0.36178667192599884,0.497800281220795,0.436813373905198,2.291689653640516,0.0076061547505964265,0.005512399110511435,0,0.2860364392831428,0,e8fbf40b994e527a,65,7.2722282195254575,8,12,0,0,nan,-1,30,29
16,177003.20000004768,-3961765.1269950215,3349009.1032077842,3698311.380489733,0,0,1,1,1,1,1,0.3612841557177812,0.49766597842342464,0.5675748001361213,30,1,0.0076061547505964265,0.4379181491906412,0.1998719153295758,0,,0.0,0.0,0,nan,1,0,,1,0.002424259990933417,e8fbf40b994e527a,0.07642260945867929,28.56802263114819,17,0.1998719153295758,-3961765.385818018,3349009.218810036,3698311.6044830745,0.3612841557177812,0.49766597842342464,1,0.14653283256760608,2,0.21649304460338104,0.36336747172728684,0.1998719153295758,1,0.20033623531385902,0.2892716034104165,0.018397135750770982,2,0.36101620380929705,0.4974648685343839,0.4379181491906412,2.2941749080589324,nan,nan,0,0.2887494040193411,0,e8fbf40b994e527a,65,7.185597939978901,8,0,0,0,nan,-1,0,0
17,177003.39999890327,-3961765.124732516,3349009.101641455,3698311.378652197,0,0,1,1,1,1,1,0.3609831879114763,0.49778498522447123,0.5710960177166161,30,2,0.0076061547505964265,0.44092095122116987,0.20070515824317695,0,,0.0,0.0,0,nan,1,0,,1,0.002530493671829553,e8fbf40b994e527a,0.07336149532845411,30.224596312190418,18,0.20070515824317695,-3961765.383335525,3349009.2170251342,3698311.602527055,0.3609831879114763,0.49778498522447123,1,0.1407271517290413,2,0.21649745365743242,0.3644258714038256,0.20070515824317695,1,0.20117126369066746,0.2895213162985071,0.018401900078716556,2,0.36071500676382595,0.4975839645463357,0.44092095122116987,2.2995596194359473,nan,nan,0,0.2889983949957051,0,e8fbf40b994e527a,65,7.178302013897416,8,0,0,0,nan,-1,0,0
18,177003.59999990463,-3961765.1210975735,3349009.101380034,3698311.378845197,0,0,1,1,1,1,1,0.360937741026478,0.49775360332432705,0.5742565548712179,30,3,0.0076061547505964265,0.44427320136225157,0.20349263388167435,0,,0.0,0.0,0,nan,1,0,,1,0.003338071565601962,e8fbf40b994e527a,0.07045439707681671,31.892831095720734,19,0.20349263388167435,-3961765.379660634,3349009.216725775,3698311.602712472,0.360937741026478,0.49775360332432705,1,0.13521361842870466,2,0.2165015228840593,0.3677678630308113,0.20349263388167435,1,0.20396396486443685,0.28954681881625993,0.018402358937600744,2,0.36066954223202374,0.4975525108132237,0.44427320136225157,2.305727649359002,nan,nan,0,0.2890238233931068,0,e8fbf40b994e527a,65,7.177560808919261,8,0,0,0,nan,-1,0,0
