epoch,tow,ecef_x,ecef_y,ecef_z,fix,gamma_fixed,consistency_pass,float_consistency_pass,ddpr_consistency_pass,ddpr_support_pass,ddpr_freshness_pass,map_float_separation_m,map_ddpr_separation_m,ddpr_guard_error_m,last_ddpr_pairs,ddpr_age_epochs,last_ddpr_nis,output_error_m,map_error_m,temporal_lineage_enabled,temporal_map_assignment_id,temporal_gamma,temporal_ess,temporal_dwell_epochs,temporal_map_error_m,integrity_lineage_enabled,integrity_anchor_available,integrity_excluded_satellite,integrity_tdcp_available,integrity_tdcp_postfit_rms_m,integrity_map_assignment_id,integrity_gamma,integrity_ess,integrity_dwell_epochs,integrity_map_error_m,integrity_map_ecef_x,integrity_map_ecef_y,integrity_map_ecef_z,integrity_map_float_separation_m,integrity_map_ddpr_separation_m,integrity_guard_pass,integrity_position_ball_gamma,integrity_position_ball_members,integrity_position_ball_spread_m,integrity_position_ball_error_m,basin_oracle_min_error_m,basin_oracle_sub50cm_available,position_cluster_error_m,position_cluster_gamma,position_cluster_spread_m,position_cluster_members,position_cluster_float_separation_m,position_cluster_ddpr_separation_m,float_error_m,float_position_sigma_m,dd_pr_nis,dd_cp_nis,ambiguities_reset,gamma,fix_streak,map_assignment_id,n_basins,basin_ess,map_n_ambiguities,n_candidates_born,respawn_triggered,n_respawn_candidates_born,respawn_oracle_min_error_m,respawn_oracle_rank,n_dd_pr,n_dd_cp
0,550380.0,-3810242.436223535,3567866.787970214,3652892.001720262,0,0,0,0,1,1,1,0.8379866435512211,0.9228564903009497,1.285974627985928,17,0,0.012309536822747134,1.1459493391755802,0.5611493356945255,0,,0.0,0.0,0,nan,1,1,C06,0,nan,4a1bc41751cc132f,0.027484551281072845,55.30953646737844,1,0.5611493356945255,-3810242.0675308383,3567867.122906034,3652891.327846901,0.8379866435512211,0.9228564903009497,0,0.027484551281072845,1,0.0,0.5611493356945255,0.2786812649687435,1,0.5611493356945255,0.07994791666666666,0.0,1,0.8379866435512211,0.9228564903009497,1.1459493391755802,5.267923114046698,0.012309536822747134,0.009218080823968255,0,0.07994791666666666,0,4a1bc41751cc132f,65,13.05345457635761,8,12,1,64,0.2786812649687435,38,17,16
1,550380.2000000477,-3810242.4440360595,3567866.805297388,3652892.0052933367,0,0,0,0,1,1,1,0.8374214154196388,0.921936358729391,1.2958106880917553,17,1,0.012309536822747134,1.154367212414457,0.5812429704805651,0,,0.0,0.0,0,nan,1,0,,1,0.0013579607004554342,4a1bc41751cc132f,0.02687666901677568,56.129204470467954,2,0.5812429704805651,-3810242.0762271937,3567867.141949954,3652891.332495956,0.8374214154196388,0.921936358729391,0,0.02687666901677568,1,0.0,0.5812429704805651,0.28061997858143994,1,0.5812429704805651,0.07994791666666666,0.0,1,0.8374214154196388,0.921936358729391,1.154367212414457,5.269344857365173,nan,nan,0,0.07994791666666666,0,4a1bc41751cc132f,65,13.053454576357614,8,0,0,0,nan,-1,0,0
2,550380.4000000954,-3810242.455203725,3567866.8337128204,3652892.0125395306,0,0,0,0,1,1,1,0.8374015704483729,0.921606661336867,1.312660341209743,17,2,0.012309536822747134,1.1690550610019692,0.6126064788904142,0,,0.0,0.0,0,nan,1,0,,1,0.001547560759969746,4a1bc41751cc132f,0.026296254560057724,56.89370175310568,3,0.6126064788904142,-3810242.087913234,3567867.172021771,3652891.340314762,0.8374015704483729,0.921606661336867,0,0.026296254560057724,1,0.0,0.6126064788904142,0.2863696892736228,1,0.6126064788904142,0.07994791666666669,0.0,1,0.8374015704483729,0.921606661336867,1.1690550610019692,5.271869448152381,nan,nan,0,0.07994791666666669,0,4a1bc41751cc132f,65,13.053454576357607,8,0,0,0,nan,-1,0,0
3,550380.5999999046,-3810242.464737212,3567866.8559213467,3652892.020800437,0,0,0,0,1,1,1,0.8372524089716414,0.9214819281490321,1.3287615136631399,17,3,0.012309536822747134,1.1836007750846844,0.6374391675929507,0,,0.0,0.0,0,nan,1,0,,1,0.0011654198532228643,4a1bc41751cc132f,0.025747891781453983,57.59753362542772,4,0.6374391675929507,-3810242.097428185,3567867.194065081,3652891.3486884744,0.8372524089716414,0.9214819281490321,0,0.025747891781453983,1,0.0,0.6374391675929507,0.29076841457141894,1,0.6374391675929507,0.07994791666666669,0.0,1,0.8372524089716414,0.9214819281490321,1.1836007750846844,5.274620580333374,nan,nan,0,0.07994791666666669,0,4a1bc41751cc132f,65,13.053454576357607,8,0,0,0,nan,-1,0,0
4,550380.7999999523,-3810242.475400109,3567866.879056258,3652892.0337439054,0,0,0,0,1,1,1,0.8371870266573126,0.9214007900140918,1.3497834763281924,17,4,0.012309536822747134,1.203175244893155,0.6660455599205256,0,,0.0,0.0,0,nan,1,0,,1,0.0011920644817174975,4a1bc41751cc132f,0.025224769463246137,58.25035728239476,5,0.6660455599205256,-3810242.1081301994,3567867.217268314,3652891.3617263935,0.8371870266573126,0.9214007900140918,0,0.025224769463246137,1,0.0,0.6660455599205256,0.29442747207828684,1,0.6660455599205256,0.07994791666666669,0.0,1,0.8371870266573126,0.9214007900140918,1.203175244893155,5.277434583992686,nan,nan,0,0.07994791666666669,0,4a1bc41751cc132f,65,13.053454576357607,8,0,0,0,nan,-1,0,0
5,550381.0,-3810242.4297352303,3567867.0873186346,3652892.072235486,0,0,0,0,1,1,1,0.8191179208581829,0.9235686330681951,1.4148535015445194,17,0,0.01713518688468833,1.259758595250403,0.5794076641826358,0,,0.0,0.0,0,nan,1,1,G15,1,0.0013880076939637074,4a1bc41751cc132f,0.027218984346307883,55.61662082617388,1,0.5794076641826358,-3810242.0813104236,3567867.136735171,3652891.3325650673,0.8191179208581829,0.9235686330681951,0,0.027218984346307883,1,0.0,0.5794076641826358,0.2787243498892067,1,0.5794076641826358,0.11163542083690672,0.0,1,0.8191179208581829,0.9235686330681951,1.259758595250403,4.221084781813451,0.01713518688468833,0.031340402634124284,0,0.11163542083690672,0,4a1bc41751cc132f,65,12.399692502169085,8,12,0,0,nan,-1,17,16
6,550381.199999094,-3810242.4353152444,3567867.0921190293,3652892.079263147,0,0,0,0,1,1,1,0.8180214259753924,0.9268261096300059,1.4316739004845729,17,1,0.01713518688468833,1.2696468487122072,0.5916549543152086,0,,0.0,0.0,0,nan,1,0,,1,0.001914949742626603,4a1bc41751cc132f,0.02662771125417525,56.414327870829176,2,0.5916549543152086,-3810242.088544897,3567867.1438014866,3652891.340183785,0.8180214259753924,0.9268261096300059,0,0.02662771125417525,1,0.0,0.5916549543152086,0.2744517015415653,1,0.5916549543152086,0.11190919317110021,0.0,1,0.8180214259753924,0.9268261096300059,1.2696468487122072,4.222448533005708,nan,nan,0,0.11190919317110021,0,4a1bc41751cc132f,65,12.36670866111758,8,0,0,0,nan,-1,0,0
7,550381.3999989033,-3810242.44351168,3567867.1038161735,3652892.090843295,0,0,0,0,1,1,1,0.8176535918489558,0.9281998556035844,1.45170756804434,17,2,0.01713518688468833,1.2866514248203043,0.6106769275003543,0,,0.0,0.0,0,nan,1,0,,1,0.0006937165138725889,4a1bc41751cc132f,0.026063474148513666,57.15375962849133,3,0.6106769275003543,-3810242.0972569706,3567867.156165406,3652891.351976169,0.8176535918489558,0.9281998556035844,0,0.026063474148513666,1,0.0,0.6106769275003543,0.26927033782371795,1,0.6106769275003543,0.11192337452714711,0.0,1,0.8176535918489558,0.9281998556035844,1.2866514248203043,4.225381869184081,nan,nan,0,0.11192337452714711,0,4a1bc41751cc132f,65,12.366176256991475,8,0,0,0,nan,-1,0,0
8,550381.5999999046,-3810242.454172166,3567867.1184588266,3652892.106747992,0,0,0,0,1,1,1,0.8175564256294156,0.928579559453093,1.4757763904025845,17,3,0.01713518688468833,1.3093435065433074,0.6346301287197083,0,,0.0,0.0,0,nan,1,0,,1,0.0010364093531176543,4a1bc41751cc132f,0.02551985726862355,57.84664979571429,4,0.6346301287197083,-3810242.108053986,3567867.170984065,3652891.3679369106,0.8175564256294156,0.928579559453093,0,0.02551985726862355,1,0.0,0.6346301287197083,0.26322818981327517,1,0.6346301287197083,0.11192466617038362,0.0,1,0.8175564256294156,0.928579559453093,1.3093435065433074,4.2287434452398,nan,nan,0,0.11192466617038362,0,4a1bc41751cc132f,65,12.36614852816318,8,0,0,0,nan,-1,0,0
9,550381.7999999523,-3810242.4607476643,3567867.1236136355,3652892.1192555563,0,0,0,0,1,1,1,0.8175439619278495,0.9286559849420035,1.4908926206318778,17,4,0.01713518688468833,1.3243743401038077,0.6479872798721652,0,,0.0,0.0,0,nan,1,0,,1,0.0008583026102762339,4a1bc41751cc132f,0.025009060197111153,58.47920000797197,5,0.6479872798721652,-3810242.11464383,3567867.1761633055,3652891.380453284,0.8175439619278495,0.9286559849420035,0,0.025009060197111153,1,0.0,0.6479872798721652,0.25624727142114107,1,0.6479872798721652,0.11192504335271497,0.0,1,0.8175439619278495,0.9286559849420035,1.3243743401038077,4.232230426350819,nan,nan,0,0.11192504335271497,0,4a1bc41751cc132f,65,12.366117191462129,8,0,0,0,nan,-1,0,0
